"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"04/21/2017","04/18/2017","Actual","ALB",58,40,44,35
"04/21/2017","04/18/2017","Actual","ART",55,25,43,25
"04/21/2017","04/18/2017","Actual","BGM",57,35,44,34
"04/21/2017","04/18/2017","Actual","BUF",60,34,48,32
"04/21/2017","04/18/2017","Actual","ELM",62,35,46,33
"04/21/2017","04/18/2017","Actual","HPN",62,46,49,40
"04/21/2017","04/18/2017","Actual","ISP",58,46,47,42
"04/21/2017","04/18/2017","Actual","JFK",61,48,49,43
"04/21/2017","04/18/2017","Actual","LGA",63,51,49,44
"04/21/2017","04/18/2017","Actual","MSS",50,28,40,27
"04/21/2017","04/18/2017","Actual","MSV",63,36,47,34
"04/21/2017","04/18/2017","Actual","PLB",49,33,39,30
"04/21/2017","04/18/2017","Actual","POU",63,37,48,35
"04/21/2017","04/18/2017","Actual","ROC",50,37,43,34
"04/21/2017","04/18/2017","Actual","SWF",63,43,49,40
"04/21/2017","04/18/2017","Actual","SYR",57,33,44,31
"04/21/2017","04/18/2017","Actual","UCA",57,34,45,32
"04/21/2017","04/19/2017","Actual","ALB",52,45,45,40
"04/21/2017","04/19/2017","Actual","ART",54,37,51,35
"04/21/2017","04/19/2017","Actual","BGM",49,42,46,38
"04/21/2017","04/19/2017","Actual","BUF",62,49,57,42
"04/21/2017","04/19/2017","Actual","ELM",55,38,50,35
"04/21/2017","04/19/2017","Actual","HPN",51,42,45,39
"04/21/2017","04/19/2017","Actual","ISP",50,42,46,39
"04/21/2017","04/19/2017","Actual","JFK",52,45,48,42
"04/21/2017","04/19/2017","Actual","LGA",54,46,47,41
"04/21/2017","04/19/2017","Actual","MSS",55,38,49,35
"04/21/2017","04/19/2017","Actual","MSV",54,37,46,37
"04/21/2017","04/19/2017","Actual","PLB",50,30,45,28
"04/21/2017","04/19/2017","Actual","POU",55,43,45,39
"04/21/2017","04/19/2017","Actual","ROC",59,45,55,40
"04/21/2017","04/19/2017","Actual","SWF",57,43,48,40
"04/21/2017","04/19/2017","Actual","SYR",56,44,50,38
"04/21/2017","04/19/2017","Actual","UCA",55,43,48,39
"04/21/2017","04/20/2017","Actual","ALB",61,46,52,44
"04/21/2017","04/20/2017","Actual","ART",53,43,51,41
"04/21/2017","04/20/2017","Actual","BGM",58,47,54,46
"04/21/2017","04/20/2017","Actual","BUF",55,44,54,43
"04/21/2017","04/20/2017","Actual","ELM",59,49,55,48
"04/21/2017","04/20/2017","Actual","HPN",64,46,56,45
"04/21/2017","04/20/2017","Actual","ISP",64,48,56,47
"04/21/2017","04/20/2017","Actual","JFK",63,50,57,48
"04/21/2017","04/20/2017","Actual","LGA",66,50,57,48
"04/21/2017","04/20/2017","Actual","MSS",50,42,49,40
"04/21/2017","04/20/2017","Actual","MSV",61,43,57,43
"04/21/2017","04/20/2017","Actual","PLB",47,43,45,41
"04/21/2017","04/20/2017","Actual","POU",65,45,57,44
"04/21/2017","04/20/2017","Actual","ROC",54,43,52,41
"04/21/2017","04/20/2017","Actual","SWF",64,46,58,45
"04/21/2017","04/20/2017","Actual","SYR",57,49,53,48
"04/21/2017","04/20/2017","Actual","UCA",59,48,54,47
"04/21/2017","04/21/2017","Forecast","ALB",57,47,53,44
"04/21/2017","04/21/2017","Forecast","ART",53,44,51,42
"04/21/2017","04/21/2017","Forecast","BGM",60,47,55,44
"04/21/2017","04/21/2017","Forecast","BUF",53,45,52,42
"04/21/2017","04/21/2017","Forecast","ELM",66,47,57,43
"04/21/2017","04/21/2017","Forecast","HPN",55,48,53,47
"04/21/2017","04/21/2017","Forecast","ISP",55,48,53,47
"04/21/2017","04/21/2017","Forecast","JFK",57,49,54,48
"04/21/2017","04/21/2017","Forecast","LGA",58,51,54,49
"04/21/2017","04/21/2017","Forecast","MSS",56,44,51,43
"04/21/2017","04/21/2017","Forecast","MSV",55,46,53,46
"04/21/2017","04/21/2017","Forecast","PLB",50,41,47,41
"04/21/2017","04/21/2017","Forecast","POU",56,50,54,48
"04/21/2017","04/21/2017","Forecast","ROC",54,48,51,44
"04/21/2017","04/21/2017","Forecast","SWF",57,49,54,48
"04/21/2017","04/21/2017","Forecast","SYR",59,47,54,44
"04/21/2017","04/21/2017","Forecast","UCA",55,45,52,43
"04/21/2017","04/22/2017","Forecast","ALB",55,47,48,42
"04/21/2017","04/22/2017","Forecast","ART",48,41,43,39
"04/21/2017","04/22/2017","Forecast","BGM",45,40,42,37
"04/21/2017","04/22/2017","Forecast","BUF",51,42,44,39
"04/21/2017","04/22/2017","Forecast","ELM",51,41,44,38
"04/21/2017","04/22/2017","Forecast","HPN",59,49,50,43
"04/21/2017","04/22/2017","Forecast","ISP",60,49,52,45
"04/21/2017","04/22/2017","Forecast","JFK",61,52,52,46
"04/21/2017","04/22/2017","Forecast","LGA",61,55,52,47
"04/21/2017","04/22/2017","Forecast","MSS",47,42,44,39
"04/21/2017","04/22/2017","Forecast","MSV",52,41,47,38
"04/21/2017","04/22/2017","Forecast","PLB",48,42,44,39
"04/21/2017","04/22/2017","Forecast","POU",58,46,49,42
"04/21/2017","04/22/2017","Forecast","ROC",51,43,43,40
"04/21/2017","04/22/2017","Forecast","SWF",58,48,51,43
"04/21/2017","04/22/2017","Forecast","SYR",47,41,44,39
"04/21/2017","04/22/2017","Forecast","UCA",46,39,43,37
