"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"05/24/2021","05/21/2021","Actual","ALB",85,59,67,49
"05/24/2021","05/21/2021","Actual","ART",82,58,66,57
"05/24/2021","05/21/2021","Actual","BGM",85,59,64,53
"05/24/2021","05/21/2021","Actual","BUF",84,65,65,58
"05/24/2021","05/21/2021","Actual","ELM",90,53,67,52
"05/24/2021","05/21/2021","Actual","ELZ",84,63,63,53
"05/24/2021","05/21/2021","Actual","FOK",66,39,58,38
"05/24/2021","05/21/2021","Actual","FRG",71,51,59,49
"05/24/2021","05/21/2021","Actual","GFL",85,61,68,51
"05/24/2021","05/21/2021","Actual","HPN",76,51,60,49
"05/24/2021","05/21/2021","Actual","IAG",87,61,66,56
"05/24/2021","05/21/2021","Actual","ISP",70,50,60,49
"05/24/2021","05/21/2021","Actual","ITH",88,62,67,57
"05/24/2021","05/21/2021","Actual","JFK",70,53,59,50
"05/24/2021","05/21/2021","Actual","LGA",76,61,59,51
"05/24/2021","05/21/2021","Actual","MSS",86,59,67,58
"05/24/2021","05/21/2021","Actual","MSV",87,50,65,48
"05/24/2021","05/21/2021","Actual","NYC",79,59,61,50
"05/24/2021","05/21/2021","Actual","PLB",86,64,67,59
"05/24/2021","05/21/2021","Actual","POU",87,52,67,47
"05/24/2021","05/21/2021","Actual","ROC",88,60,68,56
"05/24/2021","05/21/2021","Actual","SLK",85,53,65,52
"05/24/2021","05/21/2021","Actual","SWF",88,54,68,48
"05/24/2021","05/21/2021","Actual","SYR",92,60,67,56
"05/24/2021","05/21/2021","Actual","UCA",87,60,67,56
"05/24/2021","05/22/2021","Actual","ALB",83,61,67,57
"05/24/2021","05/22/2021","Actual","ART",77,64,66,59
"05/24/2021","05/22/2021","Actual","BGM",80,64,64,58
"05/24/2021","05/22/2021","Actual","BUF",75,65,66,59
"05/24/2021","05/22/2021","Actual","ELM",84,55,66,54
"05/24/2021","05/22/2021","Actual","ELZ",77,61,63,55
"05/24/2021","05/22/2021","Actual","FOK",79,57,67,55
"05/24/2021","05/22/2021","Actual","FRG",90,60,68,55
"05/24/2021","05/22/2021","Actual","GFL",85,58,69,57
"05/24/2021","05/22/2021","Actual","HPN",85,56,67,53
"05/24/2021","05/22/2021","Actual","IAG",81,65,68,59
"05/24/2021","05/22/2021","Actual","ISP",90,60,68,57
"05/24/2021","05/22/2021","Actual","ITH",81,58,67,57
"05/24/2021","05/22/2021","Actual","JFK",93,59,68,55
"05/24/2021","05/22/2021","Actual","LGA",88,63,66,58
"05/24/2021","05/22/2021","Actual","MSS",81,67,69,59
"05/24/2021","05/22/2021","Actual","MSV",82,58,66,56
"05/24/2021","05/22/2021","Actual","NYC",88,66,68,59
"05/24/2021","05/22/2021","Actual","PLB",86,71,68,60
"05/24/2021","05/22/2021","Actual","POU",87,60,69,55
"05/24/2021","05/22/2021","Actual","ROC",82,63,68,58
"05/24/2021","05/22/2021","Actual","SLK",77,56,64,54
"05/24/2021","05/22/2021","Actual","SWF",86,64,69,58
"05/24/2021","05/22/2021","Actual","SYR",85,64,68,58
"05/24/2021","05/22/2021","Actual","UCA",81,58,67,56
"05/24/2021","05/23/2021","Actual","ALB",77,54,68,50
"05/24/2021","05/23/2021","Actual","ART",69,50,65,45
"05/24/2021","05/23/2021","Actual","BGM",76,55,67,51
"05/24/2021","05/23/2021","Actual","BUF",73,62,66,55
"05/24/2021","05/23/2021","Actual","ELM",81,58,71,52
"05/24/2021","05/23/2021","Actual","ELZ",76,55,67,52
"05/24/2021","05/23/2021","Actual","FOK",89,58,71,56
"05/24/2021","05/23/2021","Actual","FRG",89,71,70,62
"05/24/2021","05/23/2021","Actual","GFL",77,50,67,48
"05/24/2021","05/23/2021","Actual","HPN",86,68,69,59
"05/24/2021","05/23/2021","Actual","IAG",78,61,68,55
"05/24/2021","05/23/2021","Actual","ISP",88,67,70,61
"05/24/2021","05/23/2021","Actual","ITH",75,53,69,50
"05/24/2021","05/23/2021","Actual","JFK",91,73,70,63
"05/24/2021","05/23/2021","Actual","LGA",87,72,68,62
"05/24/2021","05/23/2021","Actual","MSS",68,54,65,44
"05/24/2021","05/23/2021","Actual","MSV",81,62,69,57
"05/24/2021","05/23/2021","Actual","NYC",87,73,69,63
"05/24/2021","05/23/2021","Actual","PLB",73,51,66,45
"05/24/2021","05/23/2021","Actual","POU",85,59,70,53
"05/24/2021","05/23/2021","Actual","ROC",78,59,69,50
"05/24/2021","05/23/2021","Actual","SLK",66,39,63,38
"05/24/2021","05/23/2021","Actual","SWF",84,63,70,56
"05/24/2021","05/23/2021","Actual","SYR",76,58,68,50
"05/24/2021","05/23/2021","Actual","UCA",71,52,67,49
"05/24/2021","05/24/2021","Forecast","ALB",69,45,56,44
"05/24/2021","05/24/2021","Forecast","ART",69,38,55,37
"05/24/2021","05/24/2021","Forecast","BGM",68,47,57,45
"05/24/2021","05/24/2021","Forecast","BUF",75,53,60,48
"05/24/2021","05/24/2021","Forecast","ELM",74,47,61,45
"05/24/2021","05/24/2021","Forecast","ELZ",71,48,61,45
"05/24/2021","05/24/2021","Forecast","FOK",66,50,58,46
"05/24/2021","05/24/2021","Forecast","FRG",69,57,61,50
"05/24/2021","05/24/2021","Forecast","GFL",71,41,56,40
"05/24/2021","05/24/2021","Forecast","HPN",64,55,54,48
"05/24/2021","05/24/2021","Forecast","IAG",72,53,58,47
"05/24/2021","05/24/2021","Forecast","ISP",67,55,59,49
"05/24/2021","05/24/2021","Forecast","ITH",72,46,61,45
"05/24/2021","05/24/2021","Forecast","JFK",71,58,61,50
"05/24/2021","05/24/2021","Forecast","LGA",70,61,60,51
"05/24/2021","05/24/2021","Forecast","MSS",70,40,54,38
"05/24/2021","05/24/2021","Forecast","MSV",67,49,56,45
"05/24/2021","05/24/2021","Forecast","NYC",69,59,59,50
"05/24/2021","05/24/2021","Forecast","PLB",68,44,53,40
"05/24/2021","05/24/2021","Forecast","POU",71,50,56,46
"05/24/2021","05/24/2021","Forecast","ROC",71,51,57,46
"05/24/2021","05/24/2021","Forecast","SLK",67,29,51,28
"05/24/2021","05/24/2021","Forecast","SWF",69,49,56,46
"05/24/2021","05/24/2021","Forecast","SYR",75,48,59,45
"05/24/2021","05/24/2021","Forecast","UCA",73,43,59,42
"05/24/2021","05/25/2021","Forecast","ALB",75,51,64,46
"05/24/2021","05/25/2021","Forecast","ART",79,55,69,50
"05/24/2021","05/25/2021","Forecast","BGM",73,56,65,51
"05/24/2021","05/25/2021","Forecast","BUF",82,64,69,57
"05/24/2021","05/25/2021","Forecast","ELM",78,56,68,54
"05/24/2021","05/25/2021","Forecast","ELZ",77,59,67,57
"05/24/2021","05/25/2021","Forecast","FOK",65,47,57,45
"05/24/2021","05/25/2021","Forecast","FRG",67,55,59,50
"05/24/2021","05/25/2021","Forecast","GFL",76,52,65,47
"05/24/2021","05/25/2021","Forecast","HPN",68,53,58,48
"05/24/2021","05/25/2021","Forecast","IAG",83,60,69,55
"05/24/2021","05/25/2021","Forecast","ISP",67,53,58,49
"05/24/2021","05/25/2021","Forecast","ITH",78,57,68,54
"05/24/2021","05/25/2021","Forecast","JFK",67,56,60,51
"05/24/2021","05/25/2021","Forecast","LGA",69,59,61,51
"05/24/2021","05/25/2021","Forecast","MSS",80,52,68,47
"05/24/2021","05/25/2021","Forecast","MSV",72,50,63,45
"05/24/2021","05/25/2021","Forecast","NYC",70,58,61,50
"05/24/2021","05/25/2021","Forecast","PLB",81,51,68,47
"05/24/2021","05/25/2021","Forecast","POU",74,51,62,47
"05/24/2021","05/25/2021","Forecast","ROC",83,59,71,53
"05/24/2021","05/25/2021","Forecast","SLK",74,45,65,43
"05/24/2021","05/25/2021","Forecast","SWF",73,53,63,47
"05/24/2021","05/25/2021","Forecast","SYR",83,62,71,57
"05/24/2021","05/25/2021","Forecast","UCA",79,56,69,53
