"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"07/09/2021","07/06/2021","Actual","ALB",86,67,76,66
"07/09/2021","07/06/2021","Actual","ART",81,67,73,66
"07/09/2021","07/06/2021","Actual","BGM",83,69,73,66
"07/09/2021","07/06/2021","Actual","BUF",80,72,74,70
"07/09/2021","07/06/2021","Actual","ELM",90,69,75,67
"07/09/2021","07/06/2021","Actual","ELZ",80,69,72,68
"07/09/2021","07/06/2021","Actual","FOK",80,69,74,67
"07/09/2021","07/06/2021","Actual","FRG",87,72,76,67
"07/09/2021","07/06/2021","Actual","GFL",86,68,75,67
"07/09/2021","07/06/2021","Actual","HPN",91,69,75,66
"07/09/2021","07/06/2021","Actual","IAG",84,75,76,70
"07/09/2021","07/06/2021","Actual","ISP",84,71,76,68
"07/09/2021","07/06/2021","Actual","ITH",85,69,76,66
"07/09/2021","07/06/2021","Actual","JFK",86,71,76,68
"07/09/2021","07/06/2021","Actual","LGA",96,73,75,67
"07/09/2021","07/06/2021","Actual","MSS",84,67,73,65
"07/09/2021","07/06/2021","Actual","MSV",87,63,74,62
"07/09/2021","07/06/2021","Actual","NYC",91,71,77,68
"07/09/2021","07/06/2021","Actual","PLB",87,68,74,64
"07/09/2021","07/06/2021","Actual","POU",93,66,77,65
"07/09/2021","07/06/2021","Actual","ROC",86,72,76,67
"07/09/2021","07/06/2021","Actual","SLK",80,64,71,63
"07/09/2021","07/06/2021","Actual","SWF",91,70,77,67
"07/09/2021","07/06/2021","Actual","SYR",88,71,76,68
"07/09/2021","07/06/2021","Actual","UCA",83,67,75,66
"07/09/2021","07/07/2021","Actual","ALB",83,64,74,61
"07/09/2021","07/07/2021","Actual","ART",69,59,66,55
"07/09/2021","07/07/2021","Actual","BGM",84,64,73,64
"07/09/2021","07/07/2021","Actual","BUF",83,64,74,61
"07/09/2021","07/07/2021","Actual","ELM",90,66,75,65
"07/09/2021","07/07/2021","Actual","ELZ",83,64,72,64
"07/09/2021","07/07/2021","Actual","FOK",86,66,77,66
"07/09/2021","07/07/2021","Actual","FRG",90,71,77,69
"07/09/2021","07/07/2021","Actual","GFL",75,62,70,59
"07/09/2021","07/07/2021","Actual","HPN",90,69,75,68
"07/09/2021","07/07/2021","Actual","IAG",79,62,72,60
"07/09/2021","07/07/2021","Actual","ISP",89,70,77,69
"07/09/2021","07/07/2021","Actual","ITH",84,65,75,65
"07/09/2021","07/07/2021","Actual","JFK",88,72,78,70
"07/09/2021","07/07/2021","Actual","LGA",95,74,76,69
"07/09/2021","07/07/2021","Actual","MSS",72,53,63,48
"07/09/2021","07/07/2021","Actual","MSV",87,63,74,63
"07/09/2021","07/07/2021","Actual","NYC",90,72,77,70
"07/09/2021","07/07/2021","Actual","PLB",71,57,68,56
"07/09/2021","07/07/2021","Actual","POU",92,68,77,67
"07/09/2021","07/07/2021","Actual","ROC",75,62,71,59
"07/09/2021","07/07/2021","Actual","SLK",69,57,66,55
"07/09/2021","07/07/2021","Actual","SWF",91,68,78,68
