"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"12/31/2017","12/28/2017","Actual","ALB",7,-5,5,-6
"12/31/2017","12/28/2017","Actual","ART",2,-33,0,-33
"12/31/2017","12/28/2017","Actual","BGM",5,-1,4,-2
"12/31/2017","12/28/2017","Actual","BUF",12,1,10,1
"12/31/2017","12/28/2017","Actual","ELM",13,4,10,3
"12/31/2017","12/28/2017","Actual","ELZ",10,-3,8,-4
"12/31/2017","12/28/2017","Actual","FOK",18,9,13,7
"12/31/2017","12/28/2017","Actual","FRG",18,11,13,8
"12/31/2017","12/28/2017","Actual","GFL",5,-18,3,-18
"12/31/2017","12/28/2017","Actual","HPN",16,9,12,7
"12/31/2017","12/28/2017","Actual","IAG",11,0,9,-1
"12/31/2017","12/28/2017","Actual","ISP",18,12,14,9
"12/31/2017","12/28/2017","Actual","ITH",11,1,10,1
"12/31/2017","12/28/2017","Actual","JFK",19,12,14,9
"12/31/2017","12/28/2017","Actual","LGA",19,13,15,10
"12/31/2017","12/28/2017","Actual","MSS",-1,-18,-3,-18
"12/31/2017","12/28/2017","Actual","MSV",9,0,7,-1
"12/31/2017","12/28/2017","Actual","NYC",18,12,13,9
"12/31/2017","12/28/2017","Actual","PLB",2,-13,0,-14
"12/31/2017","12/28/2017","Actual","POU",15,2,11,1
"12/31/2017","12/28/2017","Actual","ROC",10,1,8,0
"12/31/2017","12/28/2017","Actual","SLK",-6,-21,-7,-21
"12/31/2017","12/28/2017","Actual","SWF",14,5,11,4
"12/31/2017","12/28/2017","Actual","SYR",8,-7,8,-7
"12/31/2017","12/28/2017","Actual","UCA",5,-10,4,-11
"12/31/2017","12/29/2017","Actual","ALB",13,-2,10,-3
"12/31/2017","12/29/2017","Actual","ART",5,-15,3,-15
"12/31/2017","12/29/2017","Actual","BGM",11,0,9,-1
"12/31/2017","12/29/2017","Actual","BUF",16,6,14,5
"12/31/2017","12/29/2017","Actual","ELM",19,6,15,5
"12/31/2017","12/29/2017","Actual","ELZ",14,2,11,1
"12/31/2017","12/29/2017","Actual","FOK",20,5,16,4
"12/31/2017","12/29/2017","Actual","FRG",22,11,17,9
"12/31/2017","12/29/2017","Actual","GFL",2,-18,1,-18
"12/31/2017","12/29/2017","Actual","HPN",19,7,15,5
"12/31/2017","12/29/2017","Actual","IAG",17,8,15,7
"12/31/2017","12/29/2017","Actual","ISP",22,11,18,9
"12/31/2017","12/29/2017","Actual","ITH",14,-3,12,-4
"12/31/2017","12/29/2017","Actual","JFK",23,12,18,9
"12/31/2017","12/29/2017","Actual","LGA",21,12,18,9
"12/31/2017","12/29/2017","Actual","MSS",1,-13,0,-13
"12/31/2017","12/29/2017","Actual","MSV",14,0,11,-1
"12/31/2017","12/29/2017","Actual","NYC",22,11,18,8
"12/31/2017","12/29/2017","Actual","PLB",2,-10,1,-11
"12/31/2017","12/29/2017","Actual","POU",19,2,15,1
"12/31/2017","12/29/2017","Actual","ROC",16,6,13,5
"12/31/2017","12/29/2017","Actual","SLK",0,-22,-1,-22
"12/31/2017","12/29/2017","Actual","SWF",19,5,16,4
"12/31/2017","12/29/2017","Actual","SYR",11,2,10,2
"12/31/2017","12/29/2017","Actual","UCA",10,-4,8,-5
"12/31/2017","12/30/2017","Actual","ALB",15,-1,13,-2
"12/31/2017","12/30/2017","Actual","ART",17,-9,15,-9
"12/31/2017","12/30/2017","Actual","BGM",15,5,14,4
"12/31/2017","12/30/2017","Actual","BUF",17,9,14,8
"12/31/2017","12/30/2017","Actual","ELM",21,9,19,8
"12/31/2017","12/30/2017","Actual","ELZ",16,7,14,5
"12/31/2017","12/30/2017","Actual","FOK",21,6,20,5
"12/31/2017","12/30/2017","Actual","FRG",23,16,21,13
"12/31/2017","12/30/2017","Actual","GFL",7,-19,6,-19
"12/31/2017","12/30/2017","Actual","HPN",20,13,19,11
"12/31/2017","12/30/2017","Actual","IAG",19,10,17,8
"12/31/2017","12/30/2017","Actual","ISP",22,12,21,10
"12/31/2017","12/30/2017","Actual","ITH",19,4,16,3
"12/31/2017","12/30/2017","Actual","JFK",23,18,22,15
"12/31/2017","12/30/2017","Actual","LGA",23,18,21,15
"12/31/2017","12/30/2017","Actual","MSS",3,-19,2,-19
"12/31/2017","12/30/2017","Actual","MSV",19,-1,17,-1
"12/31/2017","12/30/2017","Actual","NYC",23,18,21,14
"12/31/2017","12/30/2017","Actual","PLB",8,-11,7,-12
"12/31/2017","12/30/2017","Actual","POU",20,2,18,1
"12/31/2017","12/30/2017","Actual","ROC",19,12,16,11
"12/31/2017","12/30/2017","Actual","SLK",7,-23,6,-23
"12/31/2017","12/30/2017","Actual","SWF",19,9,18,8
"12/31/2017","12/30/2017","Actual","SYR",19,2,17,1
"12/31/2017","12/30/2017","Actual","UCA",16,-3,15,-4
"12/31/2017","12/31/2017","Forecast","ALB",4,-2,2,-3
"12/31/2017","12/31/2017","Forecast","ART",-3,-19,-4,-19
"12/31/2017","12/31/2017","Forecast","BGM",9,-2,8,-3
"12/31/2017","12/31/2017","Forecast","BUF",8,1,7,0
"12/31/2017","12/31/2017","Forecast","ELM",13,4,11,2
"12/31/2017","12/31/2017","Forecast","ELZ",6,0,5,-1
"12/31/2017","12/31/2017","Forecast","FOK",16,3,14,3
"12/31/2017","12/31/2017","Forecast","FRG",20,11,18,9
"12/31/2017","12/31/2017","Forecast","GFL",5,-8,3,-9
"12/31/2017","12/31/2017","Forecast","HPN",18,8,16,6
"12/31/2017","12/31/2017","Forecast","IAG",9,4,7,3
"12/31/2017","12/31/2017","Forecast","ISP",19,11,17,9
"12/31/2017","12/31/2017","Forecast","ITH",9,0,8,-1
"12/31/2017","12/31/2017","Forecast","JFK",21,12,19,10
"12/31/2017","12/31/2017","Forecast","LGA",22,13,19,10
"12/31/2017","12/31/2017","Forecast","MSS",-1,-11,-2,-12
"12/31/2017","12/31/2017","Forecast","MSV",14,1,11,0
"12/31/2017","12/31/2017","Forecast","NYC",20,13,18,10
"12/31/2017","12/31/2017","Forecast","PLB",0,-8,-2,-9
"12/31/2017","12/31/2017","Forecast","POU",16,0,14,-1
"12/31/2017","12/31/2017","Forecast","ROC",11,3,11,2
"12/31/2017","12/31/2017","Forecast","SLK",-6,-16,-7,-16
"12/31/2017","12/31/2017","Forecast","SWF",12,5,11,3
"12/31/2017","12/31/2017","Forecast","SYR",3,-2,2,-3
"12/31/2017","12/31/2017","Forecast","UCA",3,-7,2,-7
"12/31/2017","01/01/2018","Forecast","ALB",7,-8,5,-9
"12/31/2017","01/01/2018","Forecast","ART",4,-17,3,-17
"12/31/2017","01/01/2018","Forecast","BGM",9,0,7,-1
"12/31/2017","01/01/2018","Forecast","BUF",10,-2,9,-2
"12/31/2017","01/01/2018","Forecast","ELM",16,2,13,1
"12/31/2017","01/01/2018","Forecast","ELZ",11,-2,9,-3
"12/31/2017","01/01/2018","Forecast","FOK",17,6,14,5
"12/31/2017","01/01/2018","Forecast","FRG",18,8,14,6
"12/31/2017","01/01/2018","Forecast","GFL",5,-13,3,-14
"12/31/2017","01/01/2018","Forecast","HPN",13,3,10,2
"12/31/2017","01/01/2018","Forecast","IAG",15,3,13,2
"12/31/2017","01/01/2018","Forecast","ISP",16,7,13,6
"12/31/2017","01/01/2018","Forecast","ITH",12,2,10,1
"12/31/2017","01/01/2018","Forecast","JFK",19,10,15,8
"12/31/2017","01/01/2018","Forecast","LGA",19,11,15,8
"12/31/2017","01/01/2018","Forecast","MSS",-1,-16,-3,-16
"12/31/2017","01/01/2018","Forecast","MSV",11,-2,8,-3
"12/31/2017","01/01/2018","Forecast","NYC",18,10,14,8
"12/31/2017","01/01/2018","Forecast","PLB",1,-12,-1,-13
"12/31/2017","01/01/2018","Forecast","POU",13,-2,10,-3
"12/31/2017","01/01/2018","Forecast","ROC",12,0,10,0
"12/31/2017","01/01/2018","Forecast","SLK",-3,-19,-4,-19
"12/31/2017","01/01/2018","Forecast","SWF",15,2,11,1
"12/31/2017","01/01/2018","Forecast","SYR",9,-6,8,-6
"12/31/2017","01/01/2018","Forecast","UCA",7,-11,6,-11
