"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"12/06/2017","12/03/2017","Actual","ALB",46,27,40,26
"12/06/2017","12/03/2017","Actual","ART",47,27,41,27
"12/06/2017","12/03/2017","Actual","BGM",44,31,38,29
"12/06/2017","12/03/2017","Actual","BUF",46,34,43,32
"12/06/2017","12/03/2017","Actual","ELM",52,27,43,26
"12/06/2017","12/03/2017","Actual","ELZ",50,34,41,32
"12/06/2017","12/03/2017","Actual","FOK",48,27,42,26
"12/06/2017","12/03/2017","Actual","FRG",49,34,44,33
"12/06/2017","12/03/2017","Actual","GFL",41,24,37,24
"12/06/2017","12/03/2017","Actual","HPN",44,34,42,33
"12/06/2017","12/03/2017","Actual","IAG",51,31,45,29
"12/06/2017","12/03/2017","Actual","ISP",49,33,43,32
"12/06/2017","12/03/2017","Actual","ITH",47,29,40,28
"12/06/2017","12/03/2017","Actual","JFK",48,37,44,36
"12/06/2017","12/03/2017","Actual","LGA",48,43,44,39
"12/06/2017","12/03/2017","Actual","MSS",41,27,38,27
"12/06/2017","12/03/2017","Actual","MSV",42,27,39,26
"12/06/2017","12/03/2017","Actual","NYC",48,43,44,39
"12/06/2017","12/03/2017","Actual","PLB",39,26,36,26
"12/06/2017","12/03/2017","Actual","POU",44,27,40,26
"12/06/2017","12/03/2017","Actual","ROC",51,33,44,32
"12/06/2017","12/03/2017","Actual","SLK",40,20,35,20
"12/06/2017","12/03/2017","Actual","SWF",45,30,41,29
"12/06/2017","12/03/2017","Actual","SYR",47,29,41,29
"12/06/2017","12/03/2017","Actual","UCA",45,29,40,29
"12/06/2017","12/04/2017","Actual","ALB",37,23,35,22
"12/06/2017","12/04/2017","Actual","ART",51,25,42,25
"12/06/2017","12/04/2017","Actual","BGM",46,27,39,26
"12/06/2017","12/04/2017","Actual","BUF",52,33,43,33
"12/06/2017","12/04/2017","Actual","ELM",51,21,43,20
"12/06/2017","12/04/2017","Actual","ELZ",48,29,40,27
"12/06/2017","12/04/2017","Actual","FOK",49,25,42,24
"12/06/2017","12/04/2017","Actual","FRG",50,34,44,34
"12/06/2017","12/04/2017","Actual","GFL",39,24,37,24
"12/06/2017","12/04/2017","Actual","HPN",48,30,43,30
"12/06/2017","12/04/2017","Actual","IAG",54,28,44,27
"12/06/2017","12/04/2017","Actual","ISP",50,32,43,32
"12/06/2017","12/04/2017","Actual","ITH",47,26,41,25
"12/06/2017","12/04/2017","Actual","JFK",50,37,45,37
"12/06/2017","12/04/2017","Actual","LGA",50,41,45,39
"12/06/2017","12/04/2017","Actual","MSS",40,24,38,24
"12/06/2017","12/04/2017","Actual","MSV",45,22,39,22
"12/06/2017","12/04/2017","Actual","NYC",50,40,45,39
"12/06/2017","12/04/2017","Actual","PLB",39,25,36,24
"12/06/2017","12/04/2017","Actual","POU",36,25,36,24
"12/06/2017","12/04/2017","Actual","ROC",51,30,43,30
"12/06/2017","12/04/2017","Actual","SLK",43,14,38,13
"12/06/2017","12/04/2017","Actual","SWF",39,27,39,27
"12/06/2017","12/04/2017","Actual","SYR",50,29,42,28
"12/06/2017","12/04/2017","Actual","UCA",45,27,41,27
"12/06/2017","12/05/2017","Actual","ALB",53,38,51,36
"12/06/2017","12/05/2017","Actual","ART",53,43,50,39
"12/06/2017","12/05/2017","Actual","BGM",49,41,47,38
"12/06/2017","12/05/2017","Actual","BUF",52,36,49,30
"12/06/2017","12/05/2017","Actual","ELM",53,47,50,40
"12/06/2017","12/05/2017","Actual","ELZ",50,36,47,30
"12/06/2017","12/05/2017","Actual","FOK",59,47,57,42
"12/06/2017","12/05/2017","Actual","FRG",60,48,57,44
"12/06/2017","12/05/2017","Actual","GFL",52,32,52,32
"12/06/2017","12/05/2017","Actual","HPN",58,44,56,42
"12/06/2017","12/05/2017","Actual","IAG",55,35,50,29
"12/06/2017","12/05/2017","Actual","ISP",59,47,59,43
"12/06/2017","12/05/2017","Actual","ITH",50,44,48,40
"12/06/2017","12/05/2017","Actual","JFK",58,50,57,45
"12/06/2017","12/05/2017","Actual","LGA",60,50,57,45
"12/06/2017","12/05/2017","Actual","MSS",55,42,51,38
"12/06/2017","12/05/2017","Actual","MSV",50,40,49,39
"12/06/2017","12/05/2017","Actual","NYC",61,50,57,44
"12/06/2017","12/05/2017","Actual","PLB",49,40,48,37
"12/06/2017","12/05/2017","Actual","POU",59,43,55,40
"12/06/2017","12/05/2017","Actual","ROC",54,40,51,34
"12/06/2017","12/05/2017","Actual","SLK",49,37,47,36
"12/06/2017","12/05/2017","Actual","SWF",59,41,56,41
"12/06/2017","12/05/2017","Actual","SYR",53,42,51,41
