"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"06/15/2017","06/12/2017","Actual","ALB",94,65,72,62
"06/15/2017","06/12/2017","Actual","ART",81,70,71,64
"06/15/2017","06/12/2017","Actual","BGM",84,65,70,60
"06/15/2017","06/12/2017","Actual","BUF",85,71,68,62
"06/15/2017","06/12/2017","Actual","ELM",89,57,71,56
"06/15/2017","06/12/2017","Actual","HPN",91,69,72,64
"06/15/2017","06/12/2017","Actual","ISP",90,67,74,65
"06/15/2017","06/12/2017","Actual","JFK",91,70,73,68
"06/15/2017","06/12/2017","Actual","LGA",95,77,70,66
"06/15/2017","06/12/2017","Actual","MSS",88,69,73,63
"06/15/2017","06/12/2017","Actual","MSV",88,61,70,59
"06/15/2017","06/12/2017","Actual","PLB",93,72,74,64
"06/15/2017","06/12/2017","Actual","POU",92,63,71,61
"06/15/2017","06/12/2017","Actual","ROC",89,67,71,62
"06/15/2017","06/12/2017","Actual","SWF",91,68,87,63
"06/15/2017","06/12/2017","Actual","SYR",90,71,72,63
"06/15/2017","06/12/2017","Actual","UCA",89,63,73,61
"06/15/2017","06/13/2017","Actual","ALB",90,68,75,64
"06/15/2017","06/13/2017","Actual","ART",79,54,72,54
"06/15/2017","06/13/2017","Actual","BGM",83,65,72,62
"06/15/2017","06/13/2017","Actual","BUF",82,67,68,64
"06/15/2017","06/13/2017","Actual","ELM",86,61,75,60
"06/15/2017","06/13/2017","Actual","HPN",93,70,73,66
"06/15/2017","06/13/2017","Actual","ISP",93,70,74,66
"06/15/2017","06/13/2017","Actual","JFK",93,73,75,70
"06/15/2017","06/13/2017","Actual","LGA",100,81,73,68
"06/15/2017","06/13/2017","Actual","MSS",78,57,71,53
"06/15/2017","06/13/2017","Actual","MSV",88,61,75,61
"06/15/2017","06/13/2017","Actual","PLB",82,65,71,54
"06/15/2017","06/13/2017","Actual","POU",91,64,76,63
"06/15/2017","06/13/2017","Actual","ROC",81,64,71,63
"06/15/2017","06/13/2017","Actual","SWF",91,68,78,65
"06/15/2017","06/13/2017","Actual","SYR",81,64,72,61
"06/15/2017","06/13/2017","Actual","UCA",82,63,72,61
"06/15/2017","06/14/2017","Actual","ALB",78,59,66,51
"06/15/2017","06/14/2017","Actual","ART",73,47,57,47
"06/15/2017","06/14/2017","Actual","BGM",76,57,64,51
"06/15/2017","06/14/2017","Actual","BUF",80,59,63,50
"06/15/2017","06/14/2017","Actual","ELM",80,57,65,53
"06/15/2017","06/14/2017","Actual","HPN",82,64,70,56
"06/15/2017","06/14/2017","Actual","ISP",79,65,72,58
"06/15/2017","06/14/2017","Actual","JFK",83,66,72,61
"06/15/2017","06/14/2017","Actual","LGA",81,70,72,58
"06/15/2017","06/14/2017","Actual","MSS",72,49,57,46
"06/15/2017","06/14/2017","Actual","MSV",81,63,65,57
"06/15/2017","06/14/2017","Actual","PLB",69,52,54,46
"06/15/2017","06/14/2017","Actual","POU",81,60,70,56
"06/15/2017","06/14/2017","Actual","ROC",74,57,62,50
"06/15/2017","06/14/2017","Actual","SWF",82,66,72,58
"06/15/2017","06/14/2017","Actual","SYR",76,55,60,54
"06/15/2017","06/14/2017","Actual","UCA",78,52,61,52
"06/15/2017","06/15/2017","Forecast","ALB",78,54,64,48
"06/15/2017","06/15/2017","Forecast","ART",80,48,68,46
"06/15/2017","06/15/2017","Forecast","BGM",73,54,65,50
"06/15/2017","06/15/2017","Forecast","BUF",77,62,70,47
"06/15/2017","06/15/2017","Forecast","ELM",78,52,69,49
"06/15/2017","06/15/2017","Forecast","HPN",73,59,59,55
"06/15/2017","06/15/2017","Forecast","ISP",70,57,59,55
"06/15/2017","06/15/2017","Forecast","JFK",72,63,62,59
"06/15/2017","06/15/2017","Forecast","LGA",75,66,61,58
"06/15/2017","06/15/2017","Forecast","MSS",77,47,62,45
"06/15/2017","06/15/2017","Forecast","MSV",73,57,63,52
"06/15/2017","06/15/2017","Forecast","PLB",75,44,60,43
"06/15/2017","06/15/2017","Forecast","POU",76,54,62,52
"06/15/2017","06/15/2017","Forecast","ROC",79,58,71,50
"06/15/2017","06/15/2017","Forecast","SWF",76,59,62,55
"06/15/2017","06/15/2017","Forecast","SYR",79,53,70,50
"06/15/2017","06/15/2017","Forecast","UCA",79,55,69,50
"06/15/2017","06/16/2017","Forecast","ALB",68,58,64,54
"06/15/2017","06/16/2017","Forecast","ART",75,65,69,62
"06/15/2017","06/16/2017","Forecast","BGM",70,59,66,56
"06/15/2017","06/16/2017","Forecast","BUF",80,68,69,65
"06/15/2017","06/16/2017","Forecast","ELM",79,62,70,61
"06/15/2017","06/16/2017","Forecast","HPN",68,60,65,56
"06/15/2017","06/16/2017","Forecast","ISP",69,60,65,58
"06/15/2017","06/16/2017","Forecast","JFK",70,63,67,60
"06/15/2017","06/16/2017","Forecast","LGA",73,66,68,59
"06/15/2017","06/16/2017","Forecast","MSS",74,63,68,59
"06/15/2017","06/16/2017","Forecast","MSV",66,54,63,53
"06/15/2017","06/16/2017","Forecast","PLB",68,57,63,55
"06/15/2017","06/16/2017","Forecast","POU",67,57,65,54
"06/15/2017","06/16/2017","Forecast","ROC",83,69,70,66
"06/15/2017","06/16/2017","Forecast","SWF",68,60,65,55
"06/15/2017","06/16/2017","Forecast","SYR",76,64,70,61
"06/15/2017","06/16/2017","Forecast","UCA",72,58,67,57
