Forecast Date,Vintage Date,Vintage,Station ID,Max Temp,Min Temp,Max Wet Bulb,Min Wet Bulb,                                                                                                              
12/13/2019,12/10/2019,Actual,ALB,52,36,49,32                                                                                                                                                            
12/13/2019,12/10/2019,Actual,ART,50,22,47,19                                                                                                                                                            
12/13/2019,12/10/2019,Actual,BGM,47,26,46,25                                                                                                                                                            
12/13/2019,12/10/2019,Actual,BUF,53,27,51,23                                                                                                                                                            
12/13/2019,12/10/2019,Actual,ELM,44,30,41,27                                                                                                                                                            
12/13/2019,12/10/2019,Actual,ELZ,48,22,47,21                                                                                                                                                            
12/13/2019,12/10/2019,Actual,FOK,53,43,53,42                                                                                                                                                            
12/13/2019,12/10/2019,Actual,FRG,57,45,55,42                                                                                                                                                            
12/13/2019,12/10/2019,Actual,GFL,46,34,45,30                                                                                                                                                            
12/13/2019,12/10/2019,Actual,HPN,56,41,53,38                                                                                                                                                            
12/13/2019,12/10/2019,Actual,IAG,51,25,49,22                                                                                                                                                            
12/13/2019,12/10/2019,Actual,ISP,54,44,53,41                                                                                                                                                            
12/13/2019,12/10/2019,Actual,ITH,49,25,48,24                                                                                                                                                            
12/13/2019,12/10/2019,Actual,JFK,56,44,55,40                                                                                                                                                            
12/13/2019,12/10/2019,Actual,LGA,58,44,54,39                                                                                                                                                            
12/13/2019,12/10/2019,Actual,MSS,52,19,48,16                                                                                                                                                            
12/13/2019,12/10/2019,Actual,MSV,48,32,47,31                                                                                                                                                            
12/13/2019,12/10/2019,Actual,NYC,57,43,54,39                                                                                                                                                            
12/13/2019,12/10/2019,Actual,PLB,51,27,46,23                                                                                                                                                            
12/13/2019,12/10/2019,Actual,POU,52,36,50,35                                                                                                                                                            
12/13/2019,12/10/2019,Actual,ROC,51,25,48,22                                                                                                                                                            
12/13/2019,12/10/2019,Actual,SLK,46,23,44,20                                                                                                                                                            
12/13/2019,12/10/2019,Actual,SWF,52,36,52,36                                                                                                                                                            
12/13/2019,12/10/2019,Actual,SYR,51,27,48,25                                                                                                                                                            
12/13/2019,12/10/2019,Actual,UCA,44,26,44,24                                                                                                                                                            
12/13/2019,12/11/2019,Actual,ALB,36,27,32,22                                                                                                                                                            
12/13/2019,12/11/2019,Actual,ART,29,13,27,12                                                                                                                                                            
12/13/2019,12/11/2019,Actual,BGM,31,18,26,16                                                                                                                                                            
12/13/2019,12/11/2019,Actual,BUF,27,19,24,16                                                                                                                                                            
12/13/2019,12/11/2019,Actual,ELM,33,24,27,20                                                                                                                                                            
12/13/2019,12/11/2019,Actual,ELZ,25,18,21,16                                                                                                                                                            
12/13/2019,12/11/2019,Actual,FOK,42,26,41,25                                                                                                                                                            
12/13/2019,12/11/2019,Actual,FRG,43,32,40,26                                                                                                                                                            
12/13/2019,12/11/2019,Actual,GFL,33,25,27,21                                                                                                                                                            
12/13/2019,12/11/2019,Actual,HPN,38,30,37,25                                                                                                                                                            
12/13/2019,12/11/2019,Actual,IAG,25,12,23,10                                                                                                                                                            
12/13/2019,12/11/2019,Actual,ISP,42,30,40,27                                                                                                                                                            
12/13/2019,12/11/2019,Actual,ITH,33,18,28,16                                                                                                                                                            
12/13/2019,12/11/2019,Actual,JFK,40,32,39,27                                                                                                                                                            
12/13/2019,12/11/2019,Actual,LGA,40,33,38,27                                                                                                                                                            
12/13/2019,12/11/2019,Actual,MSS,30,11,26,10                                                                                                                                                            
12/13/2019,12/11/2019,Actual,MSV,31,24,30,20                                                                                                                                                            
12/13/2019,12/11/2019,Actual,NYC,40,32,38,27                                                                                                                                                            
12/13/2019,12/11/2019,Actual,PLB,30,15,25,13                                                                                                                                                            
12/13/2019,12/11/2019,Actual,POU,34,29,33,24                                                                                                                                                            
12/13/2019,12/11/2019,Actual,ROC,29,19,24,16                                                                                                                                                            
12/13/2019,12/11/2019,Actual,SLK,24,7,21,6                                                                                                                                                              
12/13/2019,12/11/2019,Actual,SWF,36,28,36,25                                                                                                                                                            
12/13/2019,12/11/2019,Actual,SYR,34,20,28,18                                                                                                                                                            
12/13/2019,12/11/2019,Actual,UCA,32,17,26,16                                                                                                                                                            
12/13/2019,12/12/2019,Actual,ALB,31,18,25,16                                                                                                                                                            
12/13/2019,12/12/2019,Actual,ART,29,9,24,8                                                                                                                                                              
12/13/2019,12/12/2019,Actual,BGM,26,12,22,10                                                                                                                                                            
12/13/2019,12/12/2019,Actual,BUF,31,14,26,13                                                                                                                                                            
12/13/2019,12/12/2019,Actual,ELM,32,12,27,11                                                                                                                                                            
12/13/2019,12/12/2019,Actual,ELZ,28,14,23,13                                                                                                                                                            
12/13/2019,12/12/2019,Actual,FOK,32,16,27,15                                                                                                                                                            
12/13/2019,12/12/2019,Actual,FRG,34,26,27,21                                                                                                                                                            
12/13/2019,12/12/2019,Actual,GFL,28,15,24,14                                                                                                                                                            
12/13/2019,12/12/2019,Actual,HPN,32,23,26,20                                                                                                                                                            
12/13/2019,12/12/2019,Actual,IAG,32,7,27,6                                                                                                                                                              
12/13/2019,12/12/2019,Actual,ISP,34,24,28,21                                                                                                                                                            
12/13/2019,12/12/2019,Actual,ITH,29,9,25,8                                                                                                                                                              
12/13/2019,12/12/2019,Actual,JFK,35,27,29,23                                                                                                                                                            
12/13/2019,12/12/2019,Actual,LGA,36,28,29,23                                                                                                                                                            
12/13/2019,12/12/2019,Actual,MSS,27,15,23,13                                                                                                                                                            
12/13/2019,12/12/2019,Actual,MSV,30,13,25,12                                                                                                                                                            
12/13/2019,12/12/2019,Actual,NYC,35,26,31,22                                                                                                                                                            
12/13/2019,12/12/2019,Actual,PLB,26,14,22,12                                                                                                                                                            
12/13/2019,12/12/2019,Actual,POU,32,14,26,13                                                                                                                                                            
12/13/2019,12/12/2019,Actual,ROC,32,13,26,11                                                                                                                                                            
12/13/2019,12/12/2019,Actual,SLK,21,12,18,11                                                                                                                                                            
12/13/2019,12/12/2019,Actual,SWF,32,19,27,17                                                                                                                                                            
12/13/2019,12/12/2019,Actual,SYR,33,20,26,17                                                                                                                                                            
12/13/2019,12/12/2019,Actual,UCA,27,20,22,18                                                                                                                                                            
12/13/2019,12/13/2019,Forecast,ALB,40,30,38,25                                                                                                                                                          
12/13/2019,12/13/2019,Forecast,ART,40,29,37,24                                                                                                                                                          
12/13/2019,12/13/2019,Forecast,BGM,40,25,39,21                                                                                                                                                          
12/13/2019,12/13/2019,Forecast,BUF,41,30,36,26                                                                                                                                                          
12/13/2019,12/13/2019,Forecast,ELM,42,30,40,25                                                                                                                                                          
12/13/2019,12/13/2019,Forecast,ELZ,38,25,37,21                                                                                                                                                          
12/13/2019,12/13/2019,Forecast,FOK,49,18,49,17                                                                                                                                                          
12/13/2019,12/13/2019,Forecast,FRG,50,27,50,24                                                                                                                                                          
12/13/2019,12/13/2019,Forecast,GFL,36,21,35,20                                                                                                                                                          
12/13/2019,12/13/2019,Forecast,HPN,47,27,46,25                                                                                                                                                          
12/13/2019,12/13/2019,Forecast,IAG,40,31,35,27                                                                                                                                                          
12/13/2019,12/13/2019,Forecast,ISP,50,25,50,23                                                                                                                                                          
12/13/2019,12/13/2019,Forecast,ITH,40,28,39,24                                                                                                                                                          
12/13/2019,12/13/2019,Forecast,JFK,50,30,50,28                                                                                                                                                          
12/13/2019,12/13/2019,Forecast,LGA,49,33,48,29                                                                                                                                                          
12/13/2019,12/13/2019,Forecast,MSS,39,23,35,21                                                                                                                                                          
12/13/2019,12/13/2019,Forecast,MSV,40,20,40,18                                                                                                                                                          
12/13/2019,12/13/2019,Forecast,NYC,51,34,49,30                                                                                                                                                          
12/13/2019,12/13/2019,Forecast,PLB,37,22,35,20                                                                                                                                                          
12/13/2019,12/13/2019,Forecast,POU,43,19,42,18                                                                                                                                                          
12/13/2019,12/13/2019,Forecast,ROC,42,31,37,26                                                                                                                                                          
12/13/2019,12/13/2019,Forecast,SLK,36,12,34,11                                                                                                                                                          
12/13/2019,12/13/2019,Forecast,SWF,43,20,42,19                                                                                                                                                          
12/13/2019,12/13/2019,Forecast,SYR,43,32,39,26                                                                                                                                                          
12/13/2019,12/13/2019,Forecast,UCA,38,24,38,21                                                                                                                                                          
12/13/2019,12/14/2019,Forecast,ALB,47,41,45,39                                                                                                                                                          
12/13/2019,12/14/2019,Forecast,ART,40,34,39,34                                                                                                                                                          
12/13/2019,12/14/2019,Forecast,BGM,42,36,42,34                                                                                                                                                          
12/13/2019,12/14/2019,Forecast,BUF,39,37,38,35                                                                                                                                                          
12/13/2019,12/14/2019,Forecast,ELM,43,39,42,36                                                                                                                                                          
12/13/2019,12/14/2019,Forecast,ELZ,39,33,38,31                                                                                                                                                          
12/13/2019,12/14/2019,Forecast,FOK,55,44,54,44                                                                                                                                                          
12/13/2019,12/14/2019,Forecast,FRG,55,47,54,44                                                                                                                                                          
12/13/2019,12/14/2019,Forecast,GFL,44,37,43,36                                                                                                                                                          
12/13/2019,12/14/2019,Forecast,HPN,53,45,53,43                                                                                                                                                          
12/13/2019,12/14/2019,Forecast,IAG,37,35,37,34                                                                                                                                                          
12/13/2019,12/14/2019,Forecast,ISP,55,46,54,44                                                                                                                                                          
12/13/2019,12/14/2019,Forecast,ITH,42,36,41,34                                                                                                                                                          
12/13/2019,12/14/2019,Forecast,JFK,54,46,53,44                                                                                                                                                          
12/13/2019,12/14/2019,Forecast,LGA,56,49,55,45                                                                                                                                                          
12/13/2019,12/14/2019,Forecast,MSS,39,34,39,34                                                                                                                                                          
12/13/2019,12/14/2019,Forecast,MSV,47,38,46,37                                                                                                                                                          
12/13/2019,12/14/2019,Forecast,NYC,55,48,54,44                                                                                                                                                          
12/13/2019,12/14/2019,Forecast,PLB,40,36,40,35                                                                                                                                                          
12/13/2019,12/14/2019,Forecast,POU,52,43,51,42                                                                                                                                                          
12/13/2019,12/14/2019,Forecast,ROC,39,37,39,35                                                                                                                                                          
12/13/2019,12/14/2019,Forecast,SLK,40,34,40,34                                                                                                                                                          
12/13/2019,12/14/2019,Forecast,SWF,52,43,51,41                                                                                                                                                          
12/13/2019,12/14/2019,Forecast,SYR,43,38,42,36                                                                                                                                                          
