"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"02/27/2021","02/24/2021","Actual","ALB",45,36,38,33
"02/27/2021","02/24/2021","Actual","ART",48,29,40,28
"02/27/2021","02/24/2021","Actual","BGM",48,30,39,29
"02/27/2021","02/24/2021","Actual","BUF",53,33,43,31
"02/27/2021","02/24/2021","Actual","ELM",53,22,43,21
"02/27/2021","02/24/2021","Actual","ELZ",52,29,43,28
"02/27/2021","02/24/2021","Actual","FOK",50,29,43,28
"02/27/2021","02/24/2021","Actual","FRG",50,36,42,33
"02/27/2021","02/24/2021","Actual","GFL",46,34,39,31
"02/27/2021","02/24/2021","Actual","HPN",49,36,41,32
"02/27/2021","02/24/2021","Actual","IAG",48,30,41,29
"02/27/2021","02/24/2021","Actual","ISP",49,36,43,33
"02/27/2021","02/24/2021","Actual","ITH",51,23,41,22
"02/27/2021","02/24/2021","Actual","JFK",47,33,41,31
"02/27/2021","02/24/2021","Actual","LGA",53,42,43,36
"02/27/2021","02/24/2021","Actual","MSS",38,27,34,26
"02/27/2021","02/24/2021","Actual","MSV",47,28,38,27
"02/27/2021","02/24/2021","Actual","NYC",54,40,43,35
"02/27/2021","02/24/2021","Actual","PLB",42,34,38,31
"02/27/2021","02/24/2021","Actual","POU",51,36,41,33
"02/27/2021","02/24/2021","Actual","ROC",52,28,44,28
"02/27/2021","02/24/2021","Actual","SLK",39,30,36,29
"02/27/2021","02/24/2021","Actual","SWF",52,32,41,30
"02/27/2021","02/24/2021","Actual","SYR",51,31,42,29
"02/27/2021","02/24/2021","Actual","UCA",47,27,40,26
"02/27/2021","02/25/2021","Actual","ALB",44,28,39,24
"02/27/2021","02/25/2021","Actual","ART",36,26,34,22
"02/27/2021","02/25/2021","Actual","BGM",40,22,35,20
"02/27/2021","02/25/2021","Actual","BUF",35,28,31,26
"02/27/2021","02/25/2021","Actual","ELM",43,18,36,16
"02/27/2021","02/25/2021","Actual","ELZ",34,24,31,19
"02/27/2021","02/25/2021","Actual","FOK",49,22,43,20
"02/27/2021","02/25/2021","Actual","FRG",49,37,42,30
"02/27/2021","02/25/2021","Actual","GFL",46,25,39,21
"02/27/2021","02/25/2021","Actual","HPN",47,31,41,27
"02/27/2021","02/25/2021","Actual","IAG",34,27,31,24
"02/27/2021","02/25/2021","Actual","ISP",48,32,42,28
"02/27/2021","02/25/2021","Actual","ITH",38,14,34,13
"02/27/2021","02/25/2021","Actual","JFK",49,36,42,29
"02/27/2021","02/25/2021","Actual","LGA",52,41,44,33
"02/27/2021","02/25/2021","Actual","MSS",33,13,32,11
"02/27/2021","02/25/2021","Actual","MSV",43,26,38,23
"02/27/2021","02/25/2021","Actual","NYC",50,40,43,32
"02/27/2021","02/25/2021","Actual","PLB",41,17,38,14
"02/27/2021","02/25/2021","Actual","POU",48,27,40,24
"02/27/2021","02/25/2021","Actual","ROC",35,25,32,23
"02/27/2021","02/25/2021","Actual","SLK",34,13,33,12
"02/27/2021","02/25/2021","Actual","SWF",46,30,40,26
"02/27/2021","02/25/2021","Actual","SYR",38,25,34,22
"02/27/2021","02/25/2021","Actual","UCA",39,22,35,20
"02/27/2021","02/26/2021","Actual","ALB",38,23,32,21
"02/27/2021","02/26/2021","Actual","ART",34,15,30,14
"02/27/2021","02/26/2021","Actual","BGM",35,19,29,17
