"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"08/30/2017","08/27/2017","Actual","ALB",74,50,58,49
"08/30/2017","08/27/2017","Actual","ART",74,44,58,44
"08/30/2017","08/27/2017","Actual","BGM",69,47,55,46
"08/30/2017","08/27/2017","Actual","BUF",75,52,61,50
"08/30/2017","08/27/2017","Actual","ELM",76,49,60,48
"08/30/2017","08/27/2017","Actual","HPN",75,56,59,51
"08/30/2017","08/27/2017","Actual","ISP",75,57,62,55
"08/30/2017","08/27/2017","Actual","JFK",78,60,62,56
"08/30/2017","08/27/2017","Actual","LGA",76,64,63,56
"08/30/2017","08/27/2017","Actual","MSS",74,49,61,49
"08/30/2017","08/27/2017","Actual","MSV",70,47,58,46
"08/30/2017","08/27/2017","Actual","PLB",71,45,57,44
"08/30/2017","08/27/2017","Actual","POU",76,48,61,47
"08/30/2017","08/27/2017","Actual","ROC",73,48,59,47
"08/30/2017","08/27/2017","Actual","SWF",75,52,62,52
"08/30/2017","08/27/2017","Actual","SYR",73,46,60,45
"08/30/2017","08/27/2017","Actual","UCA",72,43,59,43
"08/30/2017","08/28/2017","Actual","ALB",75,51,60,50
"08/30/2017","08/28/2017","Actual","ART",73,46,64,45
"08/30/2017","08/28/2017","Actual","BGM",69,49,57,48
"08/30/2017","08/28/2017","Actual","BUF",75,54,60,52
"08/30/2017","08/28/2017","Actual","ELM",74,46,61,46
"08/30/2017","08/28/2017","Actual","HPN",72,58,60,55
"08/30/2017","08/28/2017","Actual","ISP",74,57,63,56
"08/30/2017","08/28/2017","Actual","JFK",77,60,63,58
"08/30/2017","08/28/2017","Actual","LGA",74,65,63,59
"08/30/2017","08/28/2017","Actual","MSS",76,47,63,46
"08/30/2017","08/28/2017","Actual","MSV",68,50,58,48
"08/30/2017","08/28/2017","Actual","PLB",74,46,60,44
"08/30/2017","08/28/2017","Actual","POU",74,50,61,49
"08/30/2017","08/28/2017","Actual","ROC",73,53,60,51
"08/30/2017","08/28/2017","Actual","SWF",73,54,71,54
"08/30/2017","08/28/2017","Actual","SYR",72,50,62,49
"08/30/2017","08/28/2017","Actual","UCA",73,48,62,48
"08/30/2017","08/29/2017","Actual","ALB",64,54,58,52
"08/30/2017","08/29/2017","Actual","ART",72,54,62,51
"08/30/2017","08/29/2017","Actual","BGM",60,51,54,49
"08/30/2017","08/29/2017","Actual","BUF",72,61,60,55
"08/30/2017","08/29/2017","Actual","ELM",70,53,61,52
"08/30/2017","08/29/2017","Actual","HPN",66,60,60,57
"08/30/2017","08/29/2017","Actual","ISP",69,61,62,58
"08/30/2017","08/29/2017","Actual","JFK",68,62,63,59
"08/30/2017","08/29/2017","Actual","LGA",69,62,64,60
"08/30/2017","08/29/2017","Actual","MSS",74,53,63,52
"08/30/2017","08/29/2017","Actual","MSV",57,52,55,51
"08/30/2017","08/29/2017","Actual","PLB",72,50,60,48
"08/30/2017","08/29/2017","Actual","POU",65,54,59,53
"08/30/2017","08/29/2017","Actual","ROC",73,59,60,54
"08/30/2017","08/29/2017","Actual","SWF",64,59,60,57
"08/30/2017","08/29/2017","Actual","SYR",70,52,60,51
"08/30/2017","08/29/2017","Actual","UCA",66,51,58,50
"08/30/2017","08/30/2017","Forecast","ALB",75,55,61,53
"08/30/2017","08/30/2017","Forecast","ART",72,46,60,46
"08/30/2017","08/30/2017","Forecast","BGM",70,50,60,48
"08/30/2017","08/30/2017","Forecast","BUF",74,58,64,56
"08/30/2017","08/30/2017","Forecast","ELM",75,47,63,47
"08/30/2017","08/30/2017","Forecast","HPN",74,59,61,57
"08/30/2017","08/30/2017","Forecast","ISP",74,60,62,59
"08/30/2017","08/30/2017","Forecast","JFK",75,61,63,59
"08/30/2017","08/30/2017","Forecast","LGA",76,61,63,59
"08/30/2017","08/30/2017","Forecast","MSS",75,50,63,49
"08/30/2017","08/30/2017","Forecast","MSV",71,51,60,50
"08/30/2017","08/30/2017","Forecast","PLB",73,48,60,46
"08/30/2017","08/30/2017","Forecast","POU",75,56,62,55
"08/30/2017","08/30/2017","Forecast","ROC",75,56,64,54
"08/30/2017","08/30/2017","Forecast","SWF",75,57,62,56
"08/30/2017","08/30/2017","Forecast","SYR",74,48,63,48
"08/30/2017","08/30/2017","Forecast","UCA",73,47,61,46
"08/30/2017","08/31/2017","Forecast","ALB",71,56,63,50
"08/30/2017","08/31/2017","Forecast","ART",63,50,60,45
"08/30/2017","08/31/2017","Forecast","BGM",62,50,60,47
"08/30/2017","08/31/2017","Forecast","BUF",66,56,63,49
"08/30/2017","08/31/2017","Forecast","ELM",66,52,62,49
"08/30/2017","08/31/2017","Forecast","HPN",78,62,66,56
"08/30/2017","08/31/2017","Forecast","ISP",80,64,68,58
"08/30/2017","08/31/2017","Forecast","JFK",81,66,68,59
"08/30/2017","08/31/2017","Forecast","LGA",81,67,67,59
"08/30/2017","08/31/2017","Forecast","MSS",62,48,59,44
"08/30/2017","08/31/2017","Forecast","MSV",69,52,63,49
"08/30/2017","08/31/2017","Forecast","PLB",65,50,57,45
"08/30/2017","08/31/2017","Forecast","POU",76,57,66,53
"08/30/2017","08/31/2017","Forecast","ROC",64,55,61,49
"08/30/2017","08/31/2017","Forecast","SWF",75,59,65,54
"08/30/2017","08/31/2017","Forecast","SYR",64,52,61,48
"08/30/2017","08/31/2017","Forecast","UCA",66,49,59,46
