"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"06/21/2017","06/18/2017","Actual","ALB",88,72,76,69
"06/21/2017","06/18/2017","Actual","ART",89,70,76,69
"06/21/2017","06/18/2017","Actual","BGM",83,67,73,66
"06/21/2017","06/18/2017","Actual","BUF",86,70,73,67
"06/21/2017","06/18/2017","Actual","ELM",89,67,76,66
"06/21/2017","06/18/2017","Actual","HPN",83,68,75,67
"06/21/2017","06/18/2017","Actual","ISP",76,68,72,68
"06/21/2017","06/18/2017","Actual","JFK",78,69,74,69
"06/21/2017","06/18/2017","Actual","LGA",83,70,75,69
"06/21/2017","06/18/2017","Actual","MSS",89,67,78,66
"06/21/2017","06/18/2017","Actual","MSV",84,68,74,67
"06/21/2017","06/18/2017","Actual","PLB",89,64,76,63
"06/21/2017","06/18/2017","Actual","POU",87,70,76,68
"06/21/2017","06/18/2017","Actual","ROC",90,71,75,70
"06/21/2017","06/18/2017","Actual","SWF",88,70,78,70
"06/21/2017","06/18/2017","Actual","SYR",89,70,75,69
"06/21/2017","06/18/2017","Actual","UCA",89,70,77,68
"06/21/2017","06/19/2017","Actual","ALB",81,68,74,65
"06/21/2017","06/19/2017","Actual","ART",75,66,70,64
"06/21/2017","06/19/2017","Actual","BGM",75,64,71,63
"06/21/2017","06/19/2017","Actual","BUF",77,68,68,63
"06/21/2017","06/19/2017","Actual","ELM",73,62,70,60
"06/21/2017","06/19/2017","Actual","HPN",84,70,77,69
"06/21/2017","06/19/2017","Actual","ISP",78,70,73,69
"06/21/2017","06/19/2017","Actual","JFK",78,69,74,69
"06/21/2017","06/19/2017","Actual","LGA",86,71,75,69
"06/21/2017","06/19/2017","Actual","MSS",77,69,70,64
"06/21/2017","06/19/2017","Actual","MSV",81,66,75,65
"06/21/2017","06/19/2017","Actual","PLB",77,65,72,64
"06/21/2017","06/19/2017","Actual","POU",87,71,76,69
"06/21/2017","06/19/2017","Actual","ROC",79,69,69,64
"06/21/2017","06/19/2017","Actual","SWF",86,70,78,70
"06/21/2017","06/19/2017","Actual","SYR",74,65,70,65
"06/21/2017","06/19/2017","Actual","UCA",74,66,71,66
"06/21/2017","06/20/2017","Actual","ALB",79,65,69,62
"06/21/2017","06/20/2017","Actual","ART",71,62,64,61
"06/21/2017","06/20/2017","Actual","BGM",74,58,63,57
"06/21/2017","06/20/2017","Actual","BUF",70,60,62,56
"06/21/2017","06/20/2017","Actual","ELM",75,59,64,57
"06/21/2017","06/20/2017","Actual","HPN",82,68,71,61
"06/21/2017","06/20/2017","Actual","ISP",82,69,72,66
"06/21/2017","06/20/2017","Actual","JFK",85,67,71,65
"06/21/2017","06/20/2017","Actual","LGA",85,70,71,63
"06/21/2017","06/20/2017","Actual","MSS",74,63,65,60
"06/21/2017","06/20/2017","Actual","MSV",75,61,66,57
"06/21/2017","06/20/2017","Actual","PLB",75,62,65,58
"06/21/2017","06/20/2017","Actual","POU",81,63,69,59
"06/21/2017","06/20/2017","Actual","ROC",76,63,64,58
"06/21/2017","06/20/2017","Actual","SWF",81,68,71,62
"06/21/2017","06/20/2017","Actual","SYR",75,61,65,58
"06/21/2017","06/20/2017","Actual","UCA",73,61,65,60
"06/21/2017","06/21/2017","Forecast","ALB",76,60,62,57
"06/21/2017","06/21/2017","Forecast","ART",68,57,61,57
"06/21/2017","06/21/2017","Forecast","BGM",71,55,60,55
"06/21/2017","06/21/2017","Forecast","BUF",71,59,61,57
"06/21/2017","06/21/2017","Forecast","ELM",77,58,62,54
"06/21/2017","06/21/2017","Forecast","HPN",82,64,65,61
"06/21/2017","06/21/2017","Forecast","ISP",81,69,68,64
"06/21/2017","06/21/2017","Forecast","JFK",82,71,70,66
"06/21/2017","06/21/2017","Forecast","LGA",85,75,68,64
"06/21/2017","06/21/2017","Forecast","MSS",71,59,62,57
"06/21/2017","06/21/2017","Forecast","MSV",74,54,62,53
"06/21/2017","06/21/2017","Forecast","PLB",71,61,60,57
"06/21/2017","06/21/2017","Forecast","POU",80,58,65,56
"06/21/2017","06/21/2017","Forecast","ROC",73,58,61,56
"06/21/2017","06/21/2017","Forecast","SWF",79,63,65,59
"06/21/2017","06/21/2017","Forecast","SYR",71,58,61,56
"06/21/2017","06/21/2017","Forecast","UCA",70,57,61,54
"06/21/2017","06/22/2017","Forecast","ALB",78,57,65,54
"06/21/2017","06/22/2017","Forecast","ART",71,57,63,55
"06/21/2017","06/22/2017","Forecast","BGM",72,52,64,51
"06/21/2017","06/22/2017","Forecast","BUF",77,57,69,55
"06/21/2017","06/22/2017","Forecast","ELM",79,52,68,51
"06/21/2017","06/22/2017","Forecast","HPN",81,61,66,58
"06/21/2017","06/22/2017","Forecast","ISP",77,63,65,60
"06/21/2017","06/22/2017","Forecast","JFK",78,67,68,62
"06/21/2017","06/22/2017","Forecast","LGA",81,68,68,62
"06/21/2017","06/22/2017","Forecast","MSS",74,56,63,54
"06/21/2017","06/22/2017","Forecast","MSV",76,52,65,51
"06/21/2017","06/22/2017","Forecast","PLB",75,56,63,54
"06/21/2017","06/22/2017","Forecast","POU",81,56,68,55
"06/21/2017","06/22/2017","Forecast","ROC",76,57,68,55
"06/21/2017","06/22/2017","Forecast","SWF",81,58,67,55
"06/21/2017","06/22/2017","Forecast","SYR",73,57,65,55
"06/21/2017","06/22/2017","Forecast","UCA",73,52,64,51
