Forecast Date,Vintage Date,Vintage,Station ID,Max Temp,Min Temp,Max Wet Bulb,Min Wet Bulb,                                                                                                              
07/30/2019,07/27/2019,Actual,ALB,88,62,70,59                                                                                                                                                            
07/30/2019,07/27/2019,Actual,ART,86,57,71,56                                                                                                                                                            
07/30/2019,07/27/2019,Actual,BGM,81,60,67,58                                                                                                                                                            
07/30/2019,07/27/2019,Actual,BUF,85,65,67,61                                                                                                                                                            
07/30/2019,07/27/2019,Actual,ELM,86,57,73,56                                                                                                                                                            
07/30/2019,07/27/2019,Actual,ELZ,81,59,67,58                                                                                                                                                            
07/30/2019,07/27/2019,Actual,FOK,78,59,69,58                                                                                                                                                            
07/30/2019,07/27/2019,Actual,FRG,80,68,71,66                                                                                                                                                            
07/30/2019,07/27/2019,Actual,GFL,87,57,70,56                                                                                                                                                            
07/30/2019,07/27/2019,Actual,HPN,84,66,71,63                                                                                                                                                            
07/30/2019,07/27/2019,Actual,IAG,86,63,69,60                                                                                                                                                            
07/30/2019,07/27/2019,Actual,ISP,80,67,72,66                                                                                                                                                            
07/30/2019,07/27/2019,Actual,ITH,84,60,70,60                                                                                                                                                            
07/30/2019,07/27/2019,Actual,JFK,82,71,74,67                                                                                                                                                            
07/30/2019,07/27/2019,Actual,LGA,86,75,71,66                                                                                                                                                            
07/30/2019,07/27/2019,Actual,MSS,89,55,71,54                                                                                                                                                            
07/30/2019,07/27/2019,Actual,MSV,84,57,68,56                                                                                                                                                            
07/30/2019,07/27/2019,Actual,NYC,83,73,72,64                                                                                                                                                            
07/30/2019,07/27/2019,Actual,PLB,88,62,72,60                                                                                                                                                            
07/30/2019,07/27/2019,Actual,POU,88,63,71,61                                                                                                                                                            
07/30/2019,07/27/2019,Actual,ROC,88,63,69,61                                                                                                                                                            
07/30/2019,07/27/2019,Actual,SLK,83,49,65,49                                                                                                                                                            
07/30/2019,07/27/2019,Actual,SWF,86,64,73,64                                                                                                                                                            
07/30/2019,07/27/2019,Actual,SYR,89,62,69,59                                                                                                                                                            
07/30/2019,07/27/2019,Actual,UCA,86,59,71,58                                                                                                                                                            
07/30/2019,07/28/2019,Actual,ALB,88,71,74,66                                                                                                                                                            
07/30/2019,07/28/2019,Actual,ART,82,71,72,65                                                                                                                                                            
07/30/2019,07/28/2019,Actual,BGM,81,64,69,62                                                                                                                                                            
07/30/2019,07/28/2019,Actual,BUF,82,72,72,65                                                                                                                                                            
07/30/2019,07/28/2019,Actual,ELM,82,59,73,59                                                                                                                                                            
07/30/2019,07/28/2019,Actual,ELZ,76,63,68,61                                                                                                                                                            
07/30/2019,07/28/2019,Actual,FOK,83,69,75,67                                                                                                                                                            
07/30/2019,07/28/2019,Actual,FRG,86,71,74,66                                                                                                                                                            
07/30/2019,07/28/2019,Actual,GFL,88,64,71,62                                                                                                                                                            
07/30/2019,07/28/2019,Actual,HPN,88,68,72,65                                                                                                                                                            
07/30/2019,07/28/2019,Actual,IAG,82,70,74,66                                                                                                                                                            
07/30/2019,07/28/2019,Actual,ISP,86,71,76,68                                                                                                                                                            
07/30/2019,07/28/2019,Actual,ITH,82,67,72,64                                                                                                                                                            
07/30/2019,07/28/2019,Actual,JFK,87,72,77,68                                                                                                                                                            
07/30/2019,07/28/2019,Actual,LGA,92,76,72,67                                                                                                                                                            
07/30/2019,07/28/2019,Actual,MSS,84,68,74,63                                                                                                                                                            
