Forecast Date,Vintage Date,Vintage,Station ID,Max Temp,Min Temp,Max Wet Bulb,Min Wet Bulb,                                                                                                              
09/27/2019,09/24/2019,Actual,ALB,72,60,64,55                                                                                                                                                            
09/27/2019,09/24/2019,Actual,ART,65,47,58,46                                                                                                                                                            
09/27/2019,09/24/2019,Actual,BGM,64,54,59,51                                                                                                                                                            
09/27/2019,09/24/2019,Actual,BUF,66,58,59,55                                                                                                                                                            
09/27/2019,09/24/2019,Actual,ELM,68,51,59,50                                                                                                                                                            
09/27/2019,09/24/2019,Actual,ELZ,64,53,55,50                                                                                                                                                            
09/27/2019,09/24/2019,Actual,FOK,77,62,70,56                                                                                                                                                            
09/27/2019,09/24/2019,Actual,FRG,76,64,70,56                                                                                                                                                            
09/27/2019,09/24/2019,Actual,GFL,67,53,64,51                                                                                                                                                            
09/27/2019,09/24/2019,Actual,HPN,74,60,68,54                                                                                                                                                            
09/27/2019,09/24/2019,Actual,IAG,69,56,60,54                                                                                                                                                            
09/27/2019,09/24/2019,Actual,ISP,76,61,71,55                                                                                                                                                            
09/27/2019,09/24/2019,Actual,ITH,65,49,59,49                                                                                                                                                            
09/27/2019,09/24/2019,Actual,JFK,79,67,71,56                                                                                                                                                            
09/27/2019,09/24/2019,Actual,LGA,79,68,69,56                                                                                                                                                            
09/27/2019,09/24/2019,Actual,MSS,63,56,61,54                                                                                                                                                            
09/27/2019,09/24/2019,Actual,MSV,65,50,60,48                                                                                                                                                            
09/27/2019,09/24/2019,Actual,NYC,76,66,70,56                                                                                                                                                            
09/27/2019,09/24/2019,Actual,PLB,64,54,61,52                                                                                                                                                            
09/27/2019,09/24/2019,Actual,POU,76,54,64,51                                                                                                                                                            
09/27/2019,09/24/2019,Actual,ROC,68,56,59,54                                                                                                                                                            
09/27/2019,09/24/2019,Actual,SLK,59,50,57,49                                                                                                                                                            
09/27/2019,09/24/2019,Actual,SWF,75,57,65,54                                                                                                                                                            
09/27/2019,09/24/2019,Actual,SYR,66,56,60,53                                                                                                                                                            
09/27/2019,09/24/2019,Actual,UCA,64,55,60,54                                                                                                                                                            
09/27/2019,09/25/2019,Actual,ALB,76,51,61,49                                                                                                                                                            
09/27/2019,09/25/2019,Actual,ART,74,41,64,41                                                                                                                                                            
09/27/2019,09/25/2019,Actual,BGM,73,48,60,47                                                                                                                                                            
09/27/2019,09/25/2019,Actual,BUF,77,55,64,53                                                                                                                                                            
09/27/2019,09/25/2019,Actual,ELM,77,44,65,43                                                                                                                                                            
09/27/2019,09/25/2019,Actual,ELZ,72,49,61,47                                                                                                                                                            
09/27/2019,09/25/2019,Actual,FOK,75,43,62,42                                                                                                                                                            
09/27/2019,09/25/2019,Actual,FRG,77,56,64,52                                                                                                                                                            
09/27/2019,09/25/2019,Actual,GFL,70,44,61,44                                                                                                                                                            
09/27/2019,09/25/2019,Actual,HPN,76,51,59,49                                                                                                                                                            
09/27/2019,09/25/2019,Actual,IAG,76,53,64,52                                                                                                                                                            
09/27/2019,09/25/2019,Actual,ISP,77,53,63,51                                                                                                                                                            
09/27/2019,09/25/2019,Actual,ITH,76,45,64,45                                                                                                                                                            
09/27/2019,09/25/2019,Actual,JFK,76,57,66,52                                                                                                                                                            
09/27/2019,09/25/2019,Actual,LGA,79,62,64,55                                                                                                                                                            
09/27/2019,09/25/2019,Actual,MSS,73,45,62,44                                                                                                                                                            
09/27/2019,09/25/2019,Actual,MSV,73,42,59,42                                                                                                                                                            
