"Forecast Date","Vintage Date","Vintage","Station ID","Max Temp","Min Temp","Max Wet Bulb","Min Wet Bulb"
"11/29/2021","11/26/2021","Actual","ALB",40,33,39,31
"11/29/2021","11/26/2021","Actual","ART",44,28,42,26
"11/29/2021","11/26/2021","Actual","BGM",41,26,39,24
"11/29/2021","11/26/2021","Actual","BUF",42,31,41,27
"11/29/2021","11/26/2021","Actual","ELM",45,32,42,28
"11/29/2021","11/26/2021","Actual","ELZ",39,23,39,22
"11/29/2021","11/26/2021","Actual","FOK",47,36,45,31
"11/29/2021","11/26/2021","Actual","FRG",49,37,44,31
"11/29/2021","11/26/2021","Actual","GFL",38,30,37,29
"11/29/2021","11/26/2021","Actual","HPN",48,35,42,30
"11/29/2021","11/26/2021","Actual","IAG",43,32,41,28
"11/29/2021","11/26/2021","Actual","ISP",49,36,45,31
"11/29/2021","11/26/2021","Actual","ITH",44,28,41,26
"11/29/2021","11/26/2021","Actual","JFK",48,37,44,31
"11/29/2021","11/26/2021","Actual","LGA",51,39,44,32
"11/29/2021","11/26/2021","Actual","MSS",41,28,41,26
"11/29/2021","11/26/2021","Actual","MSV",38,29,38,27
"11/29/2021","11/26/2021","Actual","NYC",48,37,43,31
"11/29/2021","11/26/2021","Actual","PLB",39,29,39,28
"11/29/2021","11/26/2021","Actual","POU",44,36,43,31
"11/29/2021","11/26/2021","Actual","ROC",44,30,43,28
"11/29/2021","11/26/2021","Actual","SLK",35,23,35,22
"11/29/2021","11/26/2021","Actual","SWF",45,34,42,30
"11/29/2021","11/26/2021","Actual","SYR",47,31,44,29
"11/29/2021","11/26/2021","Actual","UCA",40,29,40,28
"11/29/2021","11/27/2021","Actual","ALB",33,26,30,23
"11/29/2021","11/27/2021","Actual","ART",32,17,27,16
"11/29/2021","11/27/2021","Actual","BGM",27,24,24,22
"11/29/2021","11/27/2021","Actual","BUF",35,30,30,27
"11/29/2021","11/27/2021","Actual","ELM",33,28,29,26
"11/29/2021","11/27/2021","Actual","ELZ",27,22,24,20
"11/29/2021","11/27/2021","Actual","FOK",42,26,35,23
