"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWH"
"06/21/2015 00:00","CAPITL",61757,17.18,0.97,0.00
"06/21/2015 00:00","CENTRL",61754,16.36,0.15,0.00
"06/21/2015 00:00","DUNWOD",61760,17.99,1.78,0.00
"06/21/2015 00:00","GENESE",61753,15.90,-0.31,0.00
"06/21/2015 00:00","H Q",61844,15.76,-0.45,0.00
"06/21/2015 00:00","HUD VL",61758,17.87,1.65,0.00
"06/21/2015 00:00","LONGIL",61762,27.00,2.29,-8.50
"06/21/2015 00:00","MHK VL",61756,16.52,0.31,0.00
"06/21/2015 00:00","MILLWD",61759,17.98,1.77,0.00
"06/21/2015 00:00","N.Y.C.",61761,18.19,1.98,0.00
"06/21/2015 00:00","NORTH",61755,15.53,-0.68,0.00
"06/21/2015 00:00","NPX",61845,17.52,1.31,0.00
"06/21/2015 00:00","O H",61846,15.92,-0.29,0.00
"06/21/2015 00:00","PJM",61847,17.17,0.96,0.00
"06/21/2015 00:00","WEST",61752,16.21,0.00,0.00
"06/21/2015 01:00","CAPITL",61757,14.87,0.80,0.00
"06/21/2015 01:00","CENTRL",61754,14.16,0.08,0.00
"06/21/2015 01:00","DUNWOD",61760,15.59,1.52,0.00
"06/21/2015 01:00","GENESE",61753,13.72,-0.35,0.00
"06/21/2015 01:00","H Q",61844,13.70,-0.37,0.00
"06/21/2015 01:00","HUD VL",61758,15.49,1.42,0.00
"06/21/2015 01:00","LONGIL",61762,21.17,1.96,-5.14
"06/21/2015 01:00","MHK VL",61756,14.30,0.22,0.00
"06/21/2015 01:00","MILLWD",61759,15.59,1.52,0.00
"06/21/2015 01:00","N.Y.C.",61761,15.76,1.69,0.00
"06/21/2015 01:00","NORTH",61755,13.52,-0.55,0.00
"06/21/2015 01:00","NPX",61845,15.20,1.13,0.00
"06/21/2015 01:00","O H",61846,13.77,-0.30,0.00
"06/21/2015 01:00","PJM",61847,14.87,0.80,0.00
"06/21/2015 01:00","WEST",61752,14.01,-0.06,0.00
"06/21/2015 02:00","CAPITL",61757,12.98,0.68,0.00
"06/21/2015 02:00","CENTRL",61754,12.38,0.07,0.00
"06/21/2015 02:00","DUNWOD",61760,13.54,1.24,0.00
"06/21/2015 02:00","GENESE",61753,12.00,-0.31,0.00
"06/21/2015 02:00","H Q",61844,12.01,-0.30,0.00
"06/21/2015 02:00","HUD VL",61758,13.45,1.14,0.00
"06/21/2015 02:00","LONGIL",61762,20.00,1.62,-6.07
"06/21/2015 02:00","MHK VL",61756,12.47,0.17,0.00
"06/21/2015 02:00","MILLWD",61759,13.53,1.23,0.00
