"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWH"
"03/01/2016 00:00","CAPITL",61757,14.16,0.47,-7.20
"03/01/2016 00:00","CENTRL",61754,7.31,0.05,-0.77
"03/01/2016 00:00","DUNWOD",61760,12.79,0.75,-5.57
"03/01/2016 00:00","GENESE",61753,7.00,-0.10,-0.62
"03/01/2016 00:00","H Q",61844,6.27,-0.21,0.00
"03/01/2016 00:00","HUD VL",61758,12.75,0.75,-5.52
"03/01/2016 00:00","LONGIL",61762,13.00,0.95,-5.57
"03/01/2016 00:00","MHK VL",61756,7.69,0.18,-1.03
"03/01/2016 00:00","MILLWD",61759,12.82,0.75,-5.59
"03/01/2016 00:00","N.Y.C.",61761,12.85,0.80,-5.57
"03/01/2016 00:00","NORTH",61755,6.09,-0.40,0.00
"03/01/2016 00:00","NPX",61845,13.52,0.56,-6.48
"03/01/2016 00:00","O H",61846,7.17,-0.16,-0.84
"03/01/2016 00:00","PJM",61847,10.64,0.44,-3.71
"03/01/2016 00:00","WEST",61752,7.23,-0.06,-0.80
"03/01/2016 01:00","CAPITL",61757,11.39,0.41,-5.23
"03/01/2016 01:00","CENTRL",61754,6.34,0.04,-0.56
"03/01/2016 01:00","DUNWOD",61760,10.43,0.65,-4.04
"03/01/2016 01:00","GENESE",61753,6.08,-0.11,-0.45
"03/01/2016 01:00","H Q",61844,5.56,-0.18,0.00
"03/01/2016 01:00","HUD VL",61758,10.41,0.65,-4.01
"03/01/2016 01:00","LONGIL",61762,11.06,0.90,-4.42
"03/01/2016 01:00","MHK VL",61756,6.64,0.15,-0.75
"03/01/2016 01:00","MILLWD",61759,10.46,0.66,-4.06
"03/01/2016 01:00","N.Y.C.",61761,10.47,0.68,-4.04
"03/01/2016 01:00","NORTH",61755,5.40,-0.34,0.00
"03/01/2016 01:00","NPX",61845,10.94,0.49,-4.71
"03/01/2016 01:00","O H",61846,6.20,-0.15,-0.61
"03/01/2016 01:00","PJM",61847,8.82,0.38,-2.70
"03/01/2016 01:00","WEST",61752,6.25,-0.07,-0.58
"03/01/2016 02:00","CAPITL",61757,10.31,0.43,-4.10
"03/01/2016 02:00","CENTRL",61754,6.25,0.03,-0.44
