"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWH"
"02/25/2015 00:00","CAPITL",61757,144.94,3.11,-101.49
"02/25/2015 00:00","CENTRL",61754,52.80,0.32,-12.13
"02/25/2015 00:00","DUNWOD",61760,120.14,3.51,-76.28
"02/25/2015 00:00","GENESE",61753,49.35,-0.48,-9.48
"02/25/2015 00:00","H Q",61844,39.38,-0.97,0.00
"02/25/2015 00:00","HUD VL",61758,119.87,3.55,-75.97
"02/25/2015 00:00","LONGIL",61762,121.12,4.40,-76.37
"02/25/2015 00:00","MHK VL",61756,56.53,1.53,-14.65
"02/25/2015 00:00","MILLWD",61759,121.23,3.67,-77.22
"02/25/2015 00:00","N.Y.C.",61761,120.61,3.91,-76.35
"02/25/2015 00:00","NORTH",61755,39.10,-1.25,0.00
"02/25/2015 00:00","NPX",61845,134.51,3.11,-91.05
"02/25/2015 00:00","O H",61846,51.50,-1.37,-12.52
"02/25/2015 00:00","PJM",61847,92.53,1.25,-50.93
"02/25/2015 00:00","WEST",61752,52.01,-0.56,-12.22
"02/25/2015 01:00","CAPITL",61757,143.67,2.84,-104.00
"02/25/2015 01:00","CENTRL",61754,49.53,0.26,-12.43
"02/25/2015 01:00","DUNWOD",61760,118.06,3.06,-78.17
"02/25/2015 01:00","GENESE",61753,46.04,-0.52,-9.72
"02/25/2015 01:00","H Q",61844,35.96,-0.88,0.00
"02/25/2015 01:00","HUD VL",61758,117.82,3.13,-77.85
"02/25/2015 01:00","LONGIL",61762,118.64,3.54,-78.26
"02/25/2015 01:00","MHK VL",61756,53.29,1.44,-15.02
"02/25/2015 01:00","MILLWD",61759,119.17,3.20,-79.12
"02/25/2015 01:00","N.Y.C.",61761,118.43,3.35,-78.24
"02/25/2015 01:00","NORTH",61755,35.77,-1.07,0.00
"02/25/2015 01:00","NPX",61845,132.94,2.80,-93.30
"02/25/2015 01:00","O H",61846,48.46,-1.21,-12.83
"02/25/2015 01:00","PJM",61847,90.09,1.07,-52.18
"02/25/2015 01:00","WEST",61752,48.89,-0.48,-12.53
"02/25/2015 02:00","CAPITL",61757,136.31,2.85,-96.41
"02/25/2015 02:00","CENTRL",61754,48.87,0.30,-11.53
"02/25/2015 02:00","DUNWOD",61760,112.55,3.04,-72.46
"02/25/2015 02:00","GENESE",61753,45.54,-0.52,-9.01
"02/25/2015 02:00","H Q",61844,36.13,-0.92,0.00
"02/25/2015 02:00","HUD VL",61758,112.37,3.15,-72.17
"02/25/2015 02:00","LONGIL",61762,113.42,3.82,-72.55
"02/25/2015 02:00","MHK VL",61756,52.38,1.41,-13.92
"02/25/2015 02:00","MILLWD",61759,113.62,3.22,-73.35
"02/25/2015 02:00","N.Y.C.",61761,112.92,3.34,-72.53
"02/25/2015 02:00","NORTH",61755,35.90,-1.15,0.00
"02/25/2015 02:00","NPX",61845,126.40,2.85,-86.49
"02/25/2015 02:00","O H",61846,47.80,-1.15,-11.90
"02/25/2015 02:00","PJM",61847,86.54,1.11,-48.38
"02/25/2015 02:00","WEST",61752,48.18,-0.48,-11.61
"02/25/2015 03:00","CAPITL",61757,133.85,2.97,-91.73
"02/25/2015 03:00","CENTRL",61754,50.35,0.24,-10.97
"02/25/2015 03:00","DUNWOD",61760,111.31,3.21,-68.95
"02/25/2015 03:00","GENESE",61753,47.05,-0.67,-8.57
"02/25/2015 03:00","H Q",61844,38.21,-0.94,0.00
"02/25/2015 03:00","HUD VL",61758,111.14,3.33,-68.67
"02/25/2015 03:00","LONGIL",61762,112.18,4.00,-69.03
"02/25/2015 03:00","MHK VL",61756,53.88,1.49,-13.24
"02/25/2015 03:00","MILLWD",61759,112.34,3.40,-69.79
"02/25/2015 03:00","N.Y.C.",61761,111.64,3.48,-69.01
"02/25/2015 03:00","NORTH",61755,38.01,-1.14,0.00
"02/25/2015 03:00","NPX",61845,124.42,2.97,-82.30
"02/25/2015 03:00","O H",61846,49.06,-1.41,-11.32
"02/25/2015 03:00","PJM",61847,86.31,1.14,-46.03
"02/25/2015 03:00","WEST",61752,49.49,-0.70,-11.05
"02/25/2015 04:00","CAPITL",61757,139.55,3.17,-95.23
"02/25/2015 04:00","CENTRL",61754,52.86,0.33,-11.38
"02/25/2015 04:00","DUNWOD",61760,116.10,3.37,-71.58
"02/25/2015 04:00","GENESE",61753,49.38,-0.66,-8.90
"02/25/2015 04:00","H Q",61844,40.16,-0.99,0.00
"02/25/2015 04:00","HUD VL",61758,115.89,3.46,-71.29
"02/25/2015 04:00","LONGIL",61762,117.01,4.20,-71.66
"02/25/2015 04:00","MHK VL",61756,56.50,1.60,-13.75
"02/25/2015 04:00","MILLWD",61759,117.14,3.54,-72.45
"02/25/2015 04:00","N.Y.C.",61761,116.45,3.66,-71.64
"02/25/2015 04:00","NORTH",61755,39.95,-1.19,0.00
"02/25/2015 04:00","NPX",61845,129.71,3.13,-85.44
"02/25/2015 04:00","O H",61846,51.42,-1.48,-11.75
