"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWH"
"04/30/2016 00:00","CAPITL",61757,20.20,0.97,-4.59
"04/30/2016 00:00","CENTRL",61754,15.58,0.20,-0.73
"04/30/2016 00:00","DUNWOD",61760,20.00,1.61,-3.74
"04/30/2016 00:00","GENESE",61753,14.90,-0.31,-0.57
"04/30/2016 00:00","H Q",61844,14.16,-0.48,0.00
"04/30/2016 00:00","HUD VL",61758,19.72,1.42,-3.66
"04/30/2016 00:00","LONGIL",61762,20.35,1.96,-3.74
"04/30/2016 00:00","MHK VL",61756,15.86,0.42,-0.79
"04/30/2016 00:00","MILLWD",61759,19.97,1.58,-3.74
"04/30/2016 00:00","N.Y.C.",61761,20.12,1.73,-3.74
"04/30/2016 00:00","NORTH",61755,13.90,-0.75,0.00
"04/30/2016 00:00","NPX",61845,19.97,1.23,-4.09
"04/30/2016 00:00","O H",61846,14.98,-0.45,-0.79
"04/30/2016 00:00","PJM",61847,18.26,0.95,-2.66
"04/30/2016 00:00","WEST",61752,15.04,-0.32,-0.72
"04/30/2016 01:00","CAPITL",61757,20.65,0.86,-7.28
"04/30/2016 01:00","CENTRL",61754,13.81,0.15,-1.15
"04/30/2016 01:00","DUNWOD",61760,19.72,1.28,-5.94
"04/30/2016 01:00","GENESE",61753,13.10,-0.30,-0.90
"04/30/2016 01:00","H Q",61844,11.09,-0.39,1.03
"04/30/2016 01:00","HUD VL",61758,19.48,1.18,-5.80
"04/30/2016 01:00","LONGIL",61762,19.87,1.43,-5.94
"04/30/2016 01:00","MHK VL",61756,14.11,0.35,-1.26
"04/30/2016 01:00","MILLWD",61759,19.72,1.28,-5.94
"04/30/2016 01:00","N.Y.C.",61761,19.80,1.35,-5.94
"04/30/2016 01:00","NORTH",61755,11.97,-0.54,0.00
"04/30/2016 01:00","NPX",61845,20.00,1.00,-6.49
"04/30/2016 01:00","O H",61846,13.41,-0.35,-1.25
"04/30/2016 01:00","PJM",61847,17.50,0.76,-4.23
"04/30/2016 01:00","WEST",61752,13.42,-0.22,-1.14
"04/30/2016 02:00","CAPITL",61757,19.68,0.75,-7.66
