Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
09/23/2016 00:00,CAPITL,61757,20.23,1.35,-0.11
09/23/2016 00:00,CENTRL,61754,19.20,0.43,0.00
09/23/2016 00:00,DUNWOD,61760,20.82,2.01,-0.04
09/23/2016 00:00,GENESE,61753,19.16,0.39,0.00
09/23/2016 00:00,H Q,61844,17.85,-0.67,0.25
09/23/2016 00:00,HUD VL,61758,20.69,1.88,-0.04
09/23/2016 00:00,LONGIL,61762,21.52,2.59,-0.16
09/23/2016 00:00,MHK VL,61756,19.41,0.64,0.00
09/23/2016 00:00,MILLWD,61759,20.78,1.97,-0.04
09/23/2016 00:00,N.Y.C.,61761,21.03,2.21,-0.04
09/23/2016 00:00,NORTH,61755,16.80,-1.01,0.96
09/23/2016 00:00,NPX,61845,20.68,1.56,-0.35
09/23/2016 00:00,O H,61846,17.34,0.41,1.85
09/23/2016 00:00,PJM,61847,19.91,1.15,0.00
09/23/2016 00:00,WEST,61752,19.67,0.90,0.00
09/23/2016 01:00,CAPITL,61757,17.63,1.14,-0.03
09/23/2016 01:00,CENTRL,61754,16.78,0.31,0.00
09/23/2016 01:00,DUNWOD,61760,18.25,1.78,-0.01
09/23/2016 01:00,GENESE,61753,16.69,0.23,0.00
09/23/2016 01:00,H Q,61844,15.83,-0.58,0.06
09/23/2016 01:00,HUD VL,61758,18.15,1.68,-0.01
09/23/2016 01:00,LONGIL,61762,18.67,2.19,-0.02
09/23/2016 01:00,MHK VL,61756,17.01,0.54,0.00
09/23/2016 01:00,MILLWD,61759,18.24,1.76,-0.01
09/23/2016 01:00,N.Y.C.,61761,18.42,1.94,-0.01
09/23/2016 01:00,NORTH,61755,15.35,-0.89,0.22
09/23/2016 01:00,NPX,61845,18.81,1.38,-0.96
09/23/2016 01:00,O H,61846,15.59,0.26,1.14
09/23/2016 01:00,PJM,61847,17.44,0.97,0.00
09/23/2016 01:00,WEST,61752,17.16,0.69,0.00
09/23/2016 02:00,CAPITL,61757,15.40,1.05,0.00
