"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWH"
"12/10/2015 00:00","CAPITL",61757,24.37,0.54,-17.81
"12/10/2015 00:00","CENTRL",61754,7.82,0.17,-1.63
"12/10/2015 00:00","DUNWOD",61760,19.20,0.69,-12.49
"12/10/2015 00:00","GENESE",61753,7.50,0.19,-1.28
"12/10/2015 00:00","H Q",61844,5.86,-0.16,0.00
"12/10/2015 00:00","HUD VL",61758,18.92,0.66,-12.24
"12/10/2015 00:00","LONGIL",61762,19.45,0.93,-12.49
"12/10/2015 00:00","MHK VL",61756,7.85,0.22,-1.61
"12/10/2015 00:00","MILLWD",61759,19.21,0.69,-12.50
"12/10/2015 00:00","N.Y.C.",61761,19.24,0.73,-12.49
"12/10/2015 00:00","NORTH",61755,5.42,-0.30,0.31
"12/10/2015 00:00","NPX",61845,21.95,0.58,-15.34
"12/10/2015 00:00","O H",61846,7.91,0.11,-1.78
"12/10/2015 00:00","PJM",61847,14.95,0.49,-8.44
"12/10/2015 00:00","WEST",61752,7.93,0.23,-1.67
"12/10/2015 01:00","CAPITL",61757,20.81,0.52,-14.37
"12/10/2015 01:00","CENTRL",61754,7.39,0.15,-1.31
"12/10/2015 01:00","DUNWOD",61760,16.67,0.67,-10.07
"12/10/2015 01:00","GENESE",61753,7.12,0.16,-1.03
"12/10/2015 01:00","H Q",61844,5.77,-0.15,0.00
"12/10/2015 01:00","HUD VL",61758,16.44,0.64,-9.87
"12/10/2015 01:00","LONGIL",61762,16.93,0.94,-10.07
"12/10/2015 01:00","MHK VL",61756,7.44,0.22,-1.30
"12/10/2015 01:00","MILLWD",61759,16.67,0.67,-10.08
"12/10/2015 01:00","N.Y.C.",61761,16.70,0.70,-10.07
"12/10/2015 01:00","NORTH",61755,5.41,-0.27,0.25
"12/10/2015 01:00","NPX",61845,18.87,0.57,-12.38
"12/10/2015 01:00","O H",61846,7.44,0.08,-1.43
"12/10/2015 01:00","PJM",61847,13.20,0.47,-6.81
"12/10/2015 01:00","WEST",61752,7.48,0.20,-1.35
"12/10/2015 02:00","CAPITL",61757,18.19,0.40,-13.21
"12/10/2015 02:00","CENTRL",61754,5.88,0.10,-1.21
"12/10/2015 02:00","DUNWOD",61760,14.36,0.52,-9.27
"12/10/2015 02:00","GENESE",61753,5.62,0.10,-0.95
"12/10/2015 02:00","H Q",61844,4.46,-0.11,0.00
"12/10/2015 02:00","HUD VL",61758,14.14,0.49,-9.08
"12/10/2015 02:00","LONGIL",61762,14.58,0.73,-9.27
"12/10/2015 02:00","MHK VL",61756,5.94,0.17,-1.19
"12/10/2015 02:00","MILLWD",61759,14.36,0.52,-9.27
"12/10/2015 02:00","N.Y.C.",61761,14.39,0.54,-9.27
"12/10/2015 02:00","NORTH",61755,4.16,-0.18,0.23
"12/10/2015 02:00","NPX",61845,16.40,0.44,-11.38
"12/10/2015 02:00","O H",61846,5.92,0.03,-1.32
"12/10/2015 02:00","PJM",61847,11.19,0.35,-6.26
"12/10/2015 02:00","WEST",61752,5.93,0.12,-1.24
