"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWH"
"08/05/2015 00:00","CAPITL",61757,26.17,1.21,-6.13
"08/05/2015 00:00","CENTRL",61754,19.60,0.06,-0.71
"08/05/2015 00:00","DUNWOD",61760,25.76,2.32,-4.61
"08/05/2015 00:00","GENESE",61753,18.87,-0.53,-0.57
"08/05/2015 00:00","H Q",61844,18.25,-0.58,0.00
"08/05/2015 00:00","HUD VL",61758,25.53,2.13,-4.56
"08/05/2015 00:00","LONGIL",61762,27.39,2.96,-5.60
"08/05/2015 00:00","MHK VL",61756,20.09,0.55,-0.71
"08/05/2015 00:00","MILLWD",61759,25.74,2.26,-4.64
"08/05/2015 00:00","N.Y.C.",61761,26.01,2.54,-4.63
"08/05/2015 00:00","NORTH",61755,18.02,-0.81,0.00
"08/05/2015 00:00","NPX",61845,25.93,1.60,-5.49
"08/05/2015 00:00","O H",61846,18.65,-0.94,-0.76
"08/05/2015 00:00","PJM",61847,22.95,1.04,-3.08
"08/05/2015 00:00","WEST",61752,18.85,-0.72,-0.73
"08/05/2015 01:00","CAPITL",61757,22.40,1.03,-4.80
"08/05/2015 01:00","CENTRL",61754,17.11,-0.02,-0.55
"08/05/2015 01:00","DUNWOD",61760,22.20,2.02,-3.61
"08/05/2015 01:00","GENESE",61753,16.35,-0.66,-0.44
"08/05/2015 01:00","H Q",61844,16.09,-0.48,0.00
"08/05/2015 01:00","HUD VL",61758,22.00,1.86,-3.58
"08/05/2015 01:00","LONGIL",61762,23.17,2.58,-4.01
"08/05/2015 01:00","MHK VL",61756,17.59,0.46,-0.55
"08/05/2015 01:00","MILLWD",61759,22.18,1.97,-3.64
"08/05/2015 01:00","N.Y.C.",61761,22.39,2.20,-3.62
"08/05/2015 01:00","NORTH",61755,15.91,-0.66,0.00
"08/05/2015 01:00","NPX",61845,22.28,1.41,-4.30
"08/05/2015 01:00","O H",61846,16.25,-0.91,-0.59
"08/05/2015 01:00","PJM",61847,19.87,0.89,-2.41
"08/05/2015 01:00","WEST",61752,16.40,-0.75,-0.57
"08/05/2015 02:00","CAPITL",61757,17.70,0.83,-2.98
"08/05/2015 02:00","CENTRL",61754,14.19,-0.04,-0.34
"08/05/2015 02:00","DUNWOD",61760,17.81,1.68,-2.24
"08/05/2015 02:00","GENESE",61753,13.61,-0.56,-0.28
"08/05/2015 02:00","H Q",61844,13.49,-0.40,0.00
"08/05/2015 02:00","HUD VL",61758,17.63,1.53,-2.22
"08/05/2015 02:00","LONGIL",61762,19.32,2.17,-3.26
"08/05/2015 02:00","MHK VL",61756,14.58,0.35,-0.34
"08/05/2015 02:00","MILLWD",61759,17.80,1.65,-2.25
"08/05/2015 02:00","N.Y.C.",61761,17.98,1.85,-2.25
"08/05/2015 02:00","NORTH",61755,13.36,-0.53,0.00
"08/05/2015 02:00","NPX",61845,17.75,1.19,-2.67
"08/05/2015 02:00","O H",61846,13.52,-0.74,-0.37
"08/05/2015 02:00","PJM",61847,16.13,0.75,-1.49
"08/05/2015 02:00","WEST",61752,13.65,-0.60,-0.36
