"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWH"
"03/17/2016 00:00","CAPITL",61757,22.44,0.01,-22.33
"03/17/2016 00:00","CENTRL",61754,2.49,0.00,-2.39
"03/17/2016 00:00","DUNWOD",61760,16.81,0.01,-16.70
"03/17/2016 00:00","GENESE",61753,1.97,0.00,-1.87
"03/17/2016 00:00","H Q",61844,0.10,0.00,0.00
"03/17/2016 00:00","HUD VL",61758,16.24,0.01,-16.12
"03/17/2016 00:00","LONGIL",61762,16.86,0.02,-16.74
"03/17/2016 00:00","MHK VL",61756,2.32,0.00,-2.21
"03/17/2016 00:00","MILLWD",61759,16.97,0.01,-16.86
"03/17/2016 00:00","N.Y.C.",61761,16.85,0.01,-16.73
"03/17/2016 00:00","NORTH",61755,0.10,0.00,0.00
"03/17/2016 00:00","NPX",61845,19.47,0.01,-19.36
"03/17/2016 00:00","O H",61846,1.79,0.00,-1.69
"03/17/2016 00:00","PJM",61847,10.68,0.01,-10.57
"03/17/2016 00:00","WEST",61752,2.64,0.00,-2.54
"03/17/2016 01:00","CAPITL",61757,17.04,0.02,-16.77
"03/17/2016 01:00","CENTRL",61754,2.05,0.00,-1.80
"03/17/2016 01:00","DUNWOD",61760,12.82,0.03,-12.54
"03/17/2016 01:00","GENESE",61753,1.65,0.00,-1.41
"03/17/2016 01:00","H Q",61844,0.24,-0.01,0.00
"03/17/2016 01:00","HUD VL",61758,12.38,0.02,-12.11
"03/17/2016 01:00","LONGIL",61762,12.85,0.03,-12.57
"03/17/2016 01:00","MHK VL",61756,1.92,0.00,-1.66
"03/17/2016 01:00","MILLWD",61759,12.94,0.03,-12.66
"03/17/2016 01:00","N.Y.C.",61761,12.85,0.03,-12.57
"03/17/2016 01:00","NORTH",61755,0.24,-0.01,0.00
"03/17/2016 01:00","NPX",61845,14.81,0.02,-14.54
"03/17/2016 01:00","O H",61846,1.17,0.00,-0.92
"03/17/2016 01:00","PJM",61847,8.20,0.02,-7.94
"03/17/2016 01:00","WEST",61752,2.16,0.01,-1.91
"03/17/2016 02:00","CAPITL",61757,16.11,0.02,-15.73
"03/17/2016 02:00","CENTRL",61754,2.04,0.01,-1.68
"03/17/2016 02:00","DUNWOD",61760,12.15,0.04,-11.76
"03/17/2016 02:00","GENESE",61753,1.67,0.00,-1.32
"03/17/2016 02:00","H Q",61844,0.34,-0.01,0.00
"03/17/2016 02:00","HUD VL",61758,11.75,0.03,-11.36
"03/17/2016 02:00","LONGIL",61762,12.19,0.05,-11.79
"03/17/2016 02:00","MHK VL",61756,1.92,0.01,-1.56
"03/17/2016 02:00","MILLWD",61759,12.27,0.04,-11.88
"03/17/2016 02:00","N.Y.C.",61761,12.18,0.04,-11.79
"03/17/2016 02:00","NORTH",61755,0.34,-0.01,0.00
"03/17/2016 02:00","NPX",61845,14.02,0.03,-13.64
"03/17/2016 02:00","O H",61846,1.06,0.01,-0.70
"03/17/2016 02:00","PJM",61847,7.82,0.03,-7.44
"03/17/2016 02:00","WEST",61752,2.16,0.01,-1.79
"03/17/2016 03:00","CAPITL",61757,14.68,0.04,-14.13
"03/17/2016 03:00","CENTRL",61754,2.04,0.01,-1.51
"03/17/2016 03:00","DUNWOD",61760,11.14,0.05,-10.57
"03/17/2016 03:00","GENESE",61753,1.70,0.00,-1.18
"03/17/2016 03:00","H Q",61844,0.51,-0.01,0.00
"03/17/2016 03:00","HUD VL",61758,10.77,0.05,-10.20
"03/17/2016 03:00","LONGIL",61762,11.18,0.07,-10.59
"03/17/2016 03:00","MHK VL",61756,1.93,0.01,-1.40
"03/17/2016 03:00","MILLWD",61759,11.24,0.05,-10.67
"03/17/2016 03:00","N.Y.C.",61761,11.16,0.06,-10.59
"03/17/2016 03:00","NORTH",61755,0.50,-0.02,0.00
"03/17/2016 03:00","NPX",61845,12.81,0.04,-12.25
"03/17/2016 03:00","O H",61846,1.06,0.01,-0.53
"03/17/2016 03:00","PJM",61847,7.24,0.04,-6.69
"03/17/2016 03:00","WEST",61752,2.15,0.02,-1.61
"03/17/2016 04:00","CAPITL",61757,16.14,0.02,-15.77
"03/17/2016 04:00","CENTRL",61754,2.04,0.01,-1.69
"03/17/2016 04:00","DUNWOD",61760,12.18,0.04,-11.79
"03/17/2016 04:00","GENESE",61753,1.67,0.00,-1.32
"03/17/2016 04:00","H Q",61844,0.34,-0.01,0.00
"03/17/2016 04:00","HUD VL",61758,11.77,0.03,-11.39
"03/17/2016 04:00","LONGIL",61762,12.22,0.05,-11.82
"03/17/2016 04:00","MHK VL",61756,1.92,0.01,-1.56
"03/17/2016 04:00","MILLWD",61759,12.29,0.04,-11.90
"03/17/2016 04:00","N.Y.C.",61761,12.20,0.04,-11.82
"03/17/2016 04:00","NORTH",61755,0.34,-0.01,0.00
