"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWH"
"01/01/2016 00:00","CAPITL",61757,30.19,0.69,-18.74
"01/01/2016 00:00","CENTRL",61754,13.04,0.12,-2.15
"01/01/2016 00:00","DUNWOD",61760,25.79,0.95,-14.07
"01/01/2016 00:00","GENESE",61753,12.45,-0.06,-1.75
"01/01/2016 00:00","H Q",61844,10.47,-0.30,0.00
"01/01/2016 00:00","HUD VL",61758,25.64,0.94,-13.93
"01/01/2016 00:00","LONGIL",61762,27.70,1.40,-15.54
"01/01/2016 00:00","MHK VL",61756,13.53,0.25,-2.51
"01/01/2016 00:00","MILLWD",61759,25.90,0.97,-14.16
"01/01/2016 00:00","N.Y.C.",61761,25.84,0.99,-14.08
"01/01/2016 00:00","NORTH",61755,10.27,-0.50,0.00
"01/01/2016 00:00","NPX",61845,28.36,0.86,-16.73
"01/01/2016 00:00","O H",61846,12.85,-0.26,-2.34
"01/01/2016 00:00","PJM",61847,20.66,0.49,-9.41
"01/01/2016 00:00","WEST",61752,12.98,-0.05,-2.26
"01/01/2016 01:00","CAPITL",61757,25.35,0.63,-14.52
"01/01/2016 01:00","CENTRL",61754,11.97,0.10,-1.67
"01/01/2016 01:00","DUNWOD",61760,22.04,0.94,-10.90
"01/01/2016 01:00","GENESE",61753,11.37,-0.18,-1.36
"01/01/2016 01:00","H Q",61844,9.92,-0.29,0.00
"01/01/2016 01:00","HUD VL",61758,21.91,0.92,-10.79
"01/01/2016 01:00","LONGIL",61762,23.60,1.39,-12.01
"01/01/2016 01:00","MHK VL",61756,12.37,0.22,-1.95
"01/01/2016 01:00","MILLWD",61759,22.13,0.96,-10.97
"01/01/2016 01:00","N.Y.C.",61761,22.10,0.99,-10.91
"01/01/2016 01:00","NORTH",61755,9.72,-0.48,0.00
"01/01/2016 01:00","NPX",61845,23.98,0.82,-12.96
"01/01/2016 01:00","O H",61846,11.81,-0.20,-1.81
"01/01/2016 01:00","PJM",61847,18.01,0.52,-7.29
"01/01/2016 01:00","WEST",61752,11.94,-0.02,-1.75
"01/01/2016 02:00","CAPITL",61757,21.12,0.61,-11.05
"01/01/2016 02:00","CENTRL",61754,10.83,0.10,-1.27
"01/01/2016 02:00","DUNWOD",61760,18.61,0.85,-8.30
"01/01/2016 02:00","GENESE",61753,10.34,-0.14,-1.03
"01/01/2016 02:00","H Q",61844,9.19,-0.26,0.00
"01/01/2016 02:00","HUD VL",61758,18.51,0.84,-8.22
"01/01/2016 02:00","LONGIL",61762,20.19,1.25,-9.49
"01/01/2016 02:00","MHK VL",61756,11.14,0.21,-1.48
"01/01/2016 02:00","MILLWD",61759,18.67,0.87,-8.35
"01/01/2016 02:00","N.Y.C.",61761,18.65,0.89,-8.31
"01/01/2016 02:00","NORTH",61755,9.00,-0.45,0.00
"01/01/2016 02:00","NPX",61845,20.08,0.76,-9.87
"01/01/2016 02:00","O H",61846,10.69,-0.14,-1.38
"01/01/2016 02:00","PJM",61847,15.50,0.49,-5.55
"01/01/2016 02:00","WEST",61752,10.82,0.03,-1.34
"01/01/2016 03:00","CAPITL",61757,21.07,0.63,-10.70
"01/01/2016 03:00","CENTRL",61754,11.07,0.10,-1.23
"01/01/2016 03:00","DUNWOD",61760,18.64,0.87,-8.03
"01/01/2016 03:00","GENESE",61753,10.60,-0.14,-1.00
"01/01/2016 03:00","H Q",61844,9.47,-0.27,0.00
"01/01/2016 03:00","HUD VL",61758,18.55,0.86,-7.95
"01/01/2016 03:00","LONGIL",61762,20.00,1.27,-8.99
"01/01/2016 03:00","MHK VL",61756,11.39,0.21,-1.43
"01/01/2016 03:00","MILLWD",61759,18.71,0.89,-8.08
"01/01/2016 03:00","N.Y.C.",61761,18.68,0.91,-8.04
"01/01/2016 03:00","NORTH",61755,9.28,-0.46,0.00
"01/01/2016 03:00","NPX",61845,20.08,0.79,-9.55
"01/01/2016 03:00","O H",61846,10.92,-0.16,-1.34
"01/01/2016 03:00","PJM",61847,15.61,0.50,-5.37
