"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWH"
"06/13/2016 00:00","CAPITL",61757,20.53,0.45,-12.55
"06/13/2016 00:00","CENTRL",61754,8.97,0.05,-1.38
"06/13/2016 00:00","DUNWOD",61760,17.96,0.80,-9.63
"06/13/2016 00:00","GENESE",61753,8.57,-0.10,-1.14
"06/13/2016 00:00","H Q",61844,7.30,-0.23,0.00
"06/13/2016 00:00","HUD VL",61758,17.66,0.75,-9.38
"06/13/2016 00:00","LONGIL",61762,18.12,0.93,-9.65
"06/13/2016 00:00","MHK VL",61756,9.19,0.16,-1.50
"06/13/2016 00:00","MILLWD",61759,18.05,0.80,-9.72
"06/13/2016 00:00","N.Y.C.",61761,18.05,0.87,-9.65
"06/13/2016 00:00","NORTH",61755,7.15,-0.38,0.00
"06/13/2016 00:00","NPX",61845,19.36,0.57,-11.26
"06/13/2016 00:00","O H",61846,8.91,-0.16,-1.53
"06/13/2016 00:00","PJM",61847,14.24,0.44,-6.26
"06/13/2016 00:00","WEST",61752,9.00,0.00,-1.47
"06/13/2016 01:00","CAPITL",61757,21.66,0.32,-16.10
"06/13/2016 01:00","CENTRL",61754,7.03,0.02,-1.77
"06/13/2016 01:00","DUNWOD",61760,18.12,0.52,-12.36
"06/13/2016 01:00","GENESE",61753,6.59,-0.10,-1.46
"06/13/2016 01:00","H Q",61844,5.09,-0.15,0.00
"06/13/2016 01:00","HUD VL",61758,17.77,0.50,-12.04
"06/13/2016 01:00","LONGIL",61762,18.17,0.55,-12.39
"06/13/2016 01:00","MHK VL",61756,7.25,0.09,-1.92
"06/13/2016 01:00","MILLWD",61759,18.24,0.53,-12.47
"06/13/2016 01:00","N.Y.C.",61761,18.19,0.57,-12.38
"06/13/2016 01:00","NORTH",61755,5.02,-0.21,0.00
"06/13/2016 01:00","NPX",61845,20.07,0.39,-14.45
"06/13/2016 01:00","O H",61846,7.09,-0.12,-1.97
"06/13/2016 01:00","PJM",61847,13.56,0.29,-8.04
"06/13/2016 01:00","WEST",61752,7.11,-0.01,-1.88
"06/13/2016 02:00","CAPITL",61757,15.18,0.32,-9.80
"06/13/2016 02:00","CENTRL",61754,6.15,0.01,-1.08
"06/13/2016 02:00","DUNWOD",61760,13.08,0.50,-7.53
"06/13/2016 02:00","GENESE",61753,5.84,-0.11,-0.89
"06/13/2016 02:00","H Q",61844,4.92,-0.14,0.00
"06/13/2016 02:00","HUD VL",61758,12.86,0.47,-7.33
"06/13/2016 02:00","LONGIL",61762,13.12,0.53,-7.54
"06/13/2016 02:00","MHK VL",61756,6.32,0.09,-1.17
"06/13/2016 02:00","MILLWD",61759,13.15,0.50,-7.60
"06/13/2016 02:00","N.Y.C.",61761,13.13,0.54,-7.54
"06/13/2016 02:00","NORTH",61755,4.86,-0.20,0.00
"06/13/2016 02:00","NPX",61845,14.23,0.37,-8.80
"06/13/2016 02:00","O H",61846,6.15,-0.11,-1.20
"06/13/2016 02:00","PJM",61847,10.23,0.28,-4.89
"06/13/2016 02:00","WEST",61752,6.19,-0.01,-1.15
"06/13/2016 03:00","CAPITL",61757,14.40,0.32,-9.10
"06/13/2016 03:00","CENTRL",61754,6.00,0.01,-1.00
"06/13/2016 03:00","DUNWOD",61760,12.45,0.48,-6.98
"06/13/2016 03:00","GENESE",61753,5.71,-0.10,-0.82
"06/13/2016 03:00","H Q",61844,4.85,-0.14,0.00
"06/13/2016 03:00","HUD VL",61758,12.25,0.46,-6.80
"06/13/2016 03:00","LONGIL",61762,12.48,0.50,-7.00
"06/13/2016 03:00","MHK VL",61756,6.17,0.09,-1.09
"06/13/2016 03:00","MILLWD",61759,12.52,0.49,-7.05
"06/13/2016 03:00","N.Y.C.",61761,12.50,0.52,-7.00
"06/13/2016 03:00","NORTH",61755,4.79,-0.20,0.00
"06/13/2016 03:00","NPX",61845,13.51,0.36,-8.16
"06/13/2016 03:00","O H",61846,5.98,-0.11,-1.11
"06/13/2016 03:00","PJM",61847,9.80,0.27,-4.54
"06/13/2016 03:00","WEST",61752,6.03,-0.02,-1.06
"06/13/2016 04:00","CAPITL",61757,11.63,0.35,-5.75
"06/13/2016 04:00","CENTRL",61754,6.18,0.02,-0.63
"06/13/2016 04:00","DUNWOD",61760,10.48,0.54,-4.41
"06/13/2016 04:00","GENESE",61753,5.94,-0.11,-0.52
"06/13/2016 04:00","H Q",61844,5.37,-0.16,0.00
"06/13/2016 04:00","HUD VL",61758,10.33,0.51,-4.30
"06/13/2016 04:00","LONGIL",61762,10.53,0.58,-4.42
"06/13/2016 04:00","MHK VL",61756,6.33,0.12,-0.69
"06/13/2016 04:00","MILLWD",61759,10.52,0.54,-4.45
"06/13/2016 04:00","N.Y.C.",61761,10.53,0.58,-4.42
"06/13/2016 04:00","NORTH",61755,5.28,-0.24,0.00
"06/13/2016 04:00","NPX",61845,11.09,0.41,-5.16
"06/13/2016 04:00","O H",61846,6.10,-0.13,-0.70
"06/13/2016 04:00","PJM",61847,8.70,0.30,-2.87
"06/13/2016 04:00","WEST",61752,6.18,-0.02,-0.67
"06/13/2016 05:00","CAPITL",61757,12.68,0.40,-6.32
"06/13/2016 05:00","CENTRL",61754,6.74,0.08,-0.70
"06/13/2016 05:00","DUNWOD",61760,11.41,0.60,-4.85
"06/13/2016 05:00","GENESE",61753,6.51,-0.02,-0.57
"06/13/2016 05:00","H Q",61844,5.75,-0.21,0.00
"06/13/2016 05:00","HUD VL",61758,11.24,0.56,-4.73
"06/13/2016 05:00","LONGIL",61762,11.47,0.65,-4.86
"06/13/2016 05:00","MHK VL",61756,6.86,0.14,-0.76
"06/13/2016 05:00","MILLWD",61759,11.45,0.59,-4.90
"06/13/2016 05:00","N.Y.C.",61761,11.45,0.63,-4.86
"06/13/2016 05:00","NORTH",61755,5.61,-0.35,0.00
"06/13/2016 05:00","NPX",61845,12.08,0.45,-5.67
"06/13/2016 05:00","O H",61846,6.73,-0.01,-0.77
"06/13/2016 05:00","PJM",61847,9.50,0.38,-3.16
"06/13/2016 05:00","WEST",61752,6.84,0.14,-0.74
"06/13/2016 06:00","CAPITL",61757,17.76,0.79,-5.71
"06/13/2016 06:00","CENTRL",61754,12.01,0.11,-0.63
"06/13/2016 06:00","DUNWOD",61760,16.88,1.25,-4.37
"06/13/2016 06:00","GENESE",61753,11.63,-0.15,-0.52
"06/13/2016 06:00","H Q",61844,10.89,-0.37,0.00
"06/13/2016 06:00","HUD VL",61758,16.69,1.16,-4.26
"06/13/2016 06:00","LONGIL",61762,17.20,1.55,-4.38
"06/13/2016 06:00","MHK VL",61756,12.24,0.31,-0.66
