"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWH"
"08/13/2015 00:00","CAPITL",61757,20.77,1.30,0.00
"08/13/2015 00:00","CENTRL",61754,19.68,0.21,0.00
"08/13/2015 00:00","DUNWOD",61760,21.82,2.35,0.00
"08/13/2015 00:00","GENESE",61753,19.35,-0.12,0.00
"08/13/2015 00:00","H Q",61844,18.27,-0.68,0.52
"08/13/2015 00:00","HUD VL",61758,21.71,2.24,0.00
"08/13/2015 00:00","LONGIL",61762,23.31,3.02,-0.82
"08/13/2015 00:00","MHK VL",61756,20.07,0.60,0.00
"08/13/2015 00:00","MILLWD",61759,21.79,2.32,0.00
"08/13/2015 00:00","N.Y.C.",61761,22.08,2.61,0.00
"08/13/2015 00:00","NORTH",61755,18.59,-0.88,0.00
"08/13/2015 00:00","NPX",61845,20.67,1.65,0.45
"08/13/2015 00:00","O H",61846,18.67,-0.35,0.45
"08/13/2015 00:00","PJM",61847,20.28,1.26,0.45
"08/13/2015 00:00","WEST",61752,19.49,0.02,0.00
"08/13/2015 01:00","CAPITL",61757,17.01,1.01,0.00
"08/13/2015 01:00","CENTRL",61754,16.12,0.11,0.00
"08/13/2015 01:00","DUNWOD",61760,17.85,1.84,0.00
"08/13/2015 01:00","GENESE",61753,15.81,-0.19,0.00
"08/13/2015 01:00","H Q",61844,15.98,-0.48,-0.45
"08/13/2015 01:00","HUD VL",61758,17.75,1.74,0.00
"08/13/2015 01:00","LONGIL",61762,18.72,2.34,-0.38
"08/13/2015 01:00","MHK VL",61756,16.45,0.45,0.00
"08/13/2015 01:00","MILLWD",61759,17.81,1.81,0.00
"08/13/2015 01:00","N.Y.C.",61761,18.03,2.02,0.00
"08/13/2015 01:00","NORTH",61755,15.37,-0.64,0.00
"08/13/2015 01:00","NPX",61845,17.77,1.31,-0.45
"08/13/2015 01:00","O H",61846,16.10,-0.35,-0.45
"08/13/2015 01:00","PJM",61847,17.42,0.96,-0.45
"08/13/2015 01:00","WEST",61752,15.93,-0.08,0.00
"08/13/2015 02:00","CAPITL",61757,15.27,0.89,0.00
"08/13/2015 02:00","CENTRL",61754,14.48,0.10,0.00
"08/13/2015 02:00","DUNWOD",61760,15.90,1.52,0.00
"08/13/2015 02:00","GENESE",61753,14.15,-0.23,0.00
"08/13/2015 02:00","H Q",61844,13.94,-0.45,0.00
"08/13/2015 02:00","HUD VL",61758,15.85,1.47,0.00
"08/13/2015 02:00","LONGIL",61762,16.32,1.94,0.00
"08/13/2015 02:00","MHK VL",61756,14.77,0.39,0.00
"08/13/2015 02:00","MILLWD",61759,15.89,1.51,0.00
"08/13/2015 02:00","N.Y.C.",61761,16.05,1.67,0.00
"08/13/2015 02:00","NORTH",61755,13.75,-0.63,0.00
"08/13/2015 02:00","NPX",61845,15.50,1.12,0.00
"08/13/2015 02:00","O H",61846,14.08,-0.30,0.00
"08/13/2015 02:00","PJM",61847,15.19,0.80,0.00
"08/13/2015 02:00","WEST",61752,14.32,-0.06,0.00
"08/13/2015 03:00","CAPITL",61757,13.67,0.80,0.00
"08/13/2015 03:00","CENTRL",61754,12.97,0.10,0.00
"08/13/2015 03:00","DUNWOD",61760,14.18,1.31,0.00
"08/13/2015 03:00","GENESE",61753,12.66,-0.21,0.00
"08/13/2015 03:00","H Q",61844,12.47,-0.40,0.00
"08/13/2015 03:00","HUD VL",61758,14.15,1.27,0.00
"08/13/2015 03:00","LONGIL",61762,14.26,1.39,0.00
"08/13/2015 03:00","MHK VL",61756,13.21,0.33,0.00
"08/13/2015 03:00","MILLWD",61759,14.18,1.31,0.00
"08/13/2015 03:00","N.Y.C.",61761,14.33,1.45,0.00
"08/13/2015 03:00","NORTH",61755,12.33,-0.54,0.00
"08/13/2015 03:00","NPX",61845,13.88,1.00,0.00
"08/13/2015 03:00","O H",61846,12.64,-0.23,0.00
"08/13/2015 03:00","PJM",61847,13.58,0.71,0.00
"08/13/2015 03:00","WEST",61752,12.86,-0.01,0.00
"08/13/2015 04:00","CAPITL",61757,14.35,0.81,0.00
"08/13/2015 04:00","CENTRL",61754,13.66,0.12,0.00
"08/13/2015 04:00","DUNWOD",61760,14.92,1.38,0.00
"08/13/2015 04:00","GENESE",61753,13.35,-0.19,0.00
"08/13/2015 04:00","H Q",61844,13.12,-0.42,0.00
"08/13/2015 04:00","HUD VL",61758,14.87,1.33,0.00
"08/13/2015 04:00","LONGIL",61762,15.11,1.57,0.00
"08/13/2015 04:00","MHK VL",61756,13.90,0.37,0.00
"08/13/2015 04:00","MILLWD",61759,14.92,1.38,0.00
"08/13/2015 04:00","N.Y.C.",61761,15.06,1.52,0.00
"08/13/2015 04:00","NORTH",61755,12.97,-0.57,0.00
"08/13/2015 04:00","NPX",61845,14.58,1.04,0.00
"08/13/2015 04:00","O H",61846,13.32,-0.22,0.00
"08/13/2015 04:00","PJM",61847,14.30,0.76,0.00
"08/13/2015 04:00","WEST",61752,13.55,0.01,0.00
"08/13/2015 05:00","CAPITL",61757,15.89,0.94,0.00
"08/13/2015 05:00","CENTRL",61754,15.09,0.15,0.00
"08/13/2015 05:00","DUNWOD",61760,16.53,1.58,0.00
"08/13/2015 05:00","GENESE",61753,14.77,-0.18,0.00
"08/13/2015 05:00","H Q",61844,14.50,-0.45,0.00
"08/13/2015 05:00","HUD VL",61758,16.45,1.51,0.00
"08/13/2015 05:00","LONGIL",61762,16.87,1.93,0.00
"08/13/2015 05:00","MHK VL",61756,15.38,0.43,0.00
"08/13/2015 05:00","MILLWD",61759,16.51,1.57,0.00
"08/13/2015 05:00","N.Y.C.",61761,16.65,1.70,0.00
"08/13/2015 05:00","NORTH",61755,14.36,-0.58,0.00
"08/13/2015 05:00","NPX",61845,16.13,1.18,0.00
"08/13/2015 05:00","O H",61846,14.68,-0.27,0.00
"08/13/2015 05:00","PJM",61847,15.80,0.85,0.00
"08/13/2015 05:00","WEST",61752,14.96,0.01,0.00
"08/13/2015 06:00","CAPITL",61757,17.98,1.05,0.00
"08/13/2015 06:00","CENTRL",61754,17.17,0.24,0.00
"08/13/2015 06:00","DUNWOD",61760,18.71,1.78,0.00
"08/13/2015 06:00","GENESE",61753,16.88,-0.05,0.00
"08/13/2015 06:00","H Q",61844,16.43,-0.51,0.00
"08/13/2015 06:00","HUD VL",61758,18.63,1.69,0.00
"08/13/2015 06:00","LONGIL",61762,19.00,2.07,0.00
"08/13/2015 06:00","MHK VL",61756,17.49,0.56,0.00
"08/13/2015 06:00","MILLWD",61759,18.70,1.76,0.00
"08/13/2015 06:00","N.Y.C.",61761,18.86,1.93,0.00
"08/13/2015 06:00","NORTH",61755,16.27,-0.66,0.00
"08/13/2015 06:00","NPX",61845,18.22,1.29,0.00
"08/13/2015 06:00","O H",61846,16.75,-0.19,0.00
