"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWH"
"04/26/2015 00:00","CAPITL",61757,28.73,0.71,-14.65
"04/26/2015 00:00","CENTRL",61754,15.51,0.13,-2.00
"04/26/2015 00:00","DUNWOD",61760,26.85,1.47,-12.01
"04/26/2015 00:00","GENESE",61753,14.55,-0.41,-1.59
"04/26/2015 00:00","H Q",61844,13.12,-0.25,0.00
"04/26/2015 00:00","HUD VL",61758,26.79,1.46,-11.96
"04/26/2015 00:00","LONGIL",61762,27.48,2.07,-12.04
"04/26/2015 00:00","MHK VL",61756,15.98,0.31,-2.30
"04/26/2015 00:00","MILLWD",61759,26.88,1.46,-12.05
"04/26/2015 00:00","N.Y.C.",61761,27.02,1.63,-12.02
"04/26/2015 00:00","NORTH",61755,12.94,-0.43,0.00
"04/26/2015 00:00","NPX",61845,27.79,1.02,-13.40
"04/26/2015 00:00","O H",61846,15.00,-0.48,-2.11
"04/26/2015 00:00","PJM",61847,22.26,0.72,-8.17
"04/26/2015 00:00","WEST",61752,15.14,-0.29,-2.06
"04/26/2015 01:00","CAPITL",61757,24.15,0.68,-10.72
"04/26/2015 01:00","CENTRL",61754,14.37,0.15,-1.47
"04/26/2015 01:00","DUNWOD",61760,22.96,1.42,-8.79
"04/26/2015 01:00","GENESE",61753,13.56,-0.36,-1.16
"04/26/2015 01:00","H Q",61844,12.50,-0.25,0.00
"04/26/2015 01:00","HUD VL",61758,22.91,1.40,-8.75
"04/26/2015 01:00","LONGIL",61762,26.11,2.01,-11.34
"04/26/2015 01:00","MHK VL",61756,14.74,0.31,-1.68
"04/26/2015 01:00","MILLWD",61759,22.98,1.40,-8.82
"04/26/2015 01:00","N.Y.C.",61761,23.11,1.56,-8.80
"04/26/2015 01:00","NORTH",61755,12.36,-0.40,0.00
"04/26/2015 01:00","NPX",61845,23.56,1.00,-9.81
"04/26/2015 01:00","O H",61846,13.93,-0.37,-1.54
"04/26/2015 01:00","PJM",61847,19.46,0.73,-5.98
"04/26/2015 01:00","WEST",61752,14.08,-0.18,-1.51
