Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
12/29/2016 00:00,CAPITL,61757,45.82,0.49,-37.51
12/29/2016 00:00,CENTRL,61754,11.74,0.05,-3.88
12/29/2016 00:00,DUNWOD,61760,34.78,0.63,-26.34
12/29/2016 00:00,GENESE,61753,10.61,-0.17,-2.97
12/29/2016 00:00,H Q,61844,7.61,-0.20,0.00
12/29/2016 00:00,HUD VL,61758,34.82,0.63,-26.37
12/29/2016 00:00,LONGIL,61762,36.11,0.96,-27.33
12/29/2016 00:00,MHK VL,61756,12.12,0.22,-4.09
12/29/2016 00:00,MILLWD,61759,35.14,0.64,-26.68
12/29/2016 00:00,N.Y.C.,61761,34.82,0.66,-26.34
12/29/2016 00:00,NORTH,61755,7.60,-0.22,0.00
12/29/2016 00:00,NPX,61845,40.88,0.52,-32.55
12/29/2016 00:00,O H,61846,11.53,-0.38,-4.09
12/29/2016 00:00,PJM,61847,22.32,0.10,-14.40
12/29/2016 00:00,WEST,61752,11.44,-0.22,-3.85
12/29/2016 01:00,CAPITL,61757,43.82,0.40,-37.29
12/29/2016 01:00,CENTRL,61754,10.04,0.05,-3.86
12/29/2016 01:00,DUNWOD,61760,32.82,0.50,-26.18
12/29/2016 01:00,GENESE,61753,9.03,-0.06,-2.95
12/29/2016 01:00,H Q,61844,5.96,-0.17,0.00
12/29/2016 01:00,HUD VL,61758,32.85,0.50,-26.21
12/29/2016 01:00,LONGIL,61762,33.08,0.75,-26.19
12/29/2016 01:00,MHK VL,61756,10.36,0.16,-4.06
12/29/2016 01:00,MILLWD,61759,33.18,0.52,-26.53
12/29/2016 01:00,N.Y.C.,61761,32.84,0.53,-26.18
12/29/2016 01:00,NORTH,61755,5.92,-0.21,0.00
12/29/2016 01:00,NPX,61845,38.90,0.40,-32.36
12/29/2016 01:00,O H,61846,10.00,-0.20,-4.07
12/29/2016 01:00,PJM,61847,20.58,0.12,-14.32
12/29/2016 01:00,WEST,61752,9.89,-0.07,-3.82
12/29/2016 02:00,CAPITL,61757,41.89,0.38,-35.80
12/29/2016 02:00,CENTRL,61754,9.47,0.06,-3.71
12/29/2016 02:00,DUNWOD,61760,31.30,0.45,-25.14
12/29/2016 02:00,GENESE,61753,8.55,0.01,-2.83
12/29/2016 02:00,H Q,61844,5.55,-0.16,0.00
12/29/2016 02:00,HUD VL,61758,31.34,0.46,-25.17
12/29/2016 02:00,LONGIL,61762,31.50,0.65,-25.15
12/29/2016 02:00,MHK VL,61756,9.75,0.14,-3.90
12/29/2016 02:00,MILLWD,61759,31.65,0.47,-25.47
12/29/2016 02:00,N.Y.C.,61761,31.32,0.47,-25.14
12/29/2016 02:00,NORTH,61755,5.50,-0.21,0.00
12/29/2016 02:00,NPX,61845,37.16,0.38,-31.07
12/29/2016 02:00,O H,61846,9.47,-0.15,-3.91
12/29/2016 02:00,PJM,61847,19.58,0.12,-13.75
12/29/2016 02:00,WEST,61752,9.36,-0.02,-3.67
12/29/2016 03:00,CAPITL,61757,41.97,0.38,-35.88
12/29/2016 03:00,CENTRL,61754,9.47,0.05,-3.71
12/29/2016 03:00,DUNWOD,61760,31.36,0.46,-25.19
12/29/2016 03:00,GENESE,61753,8.54,-0.01,-2.84
12/29/2016 03:00,H Q,61844,5.55,-0.16,0.00
12/29/2016 03:00,HUD VL,61758,31.39,0.46,-25.22
12/29/2016 03:00,LONGIL,61762,31.56,0.65,-25.20
12/29/2016 03:00,MHK VL,61756,9.76,0.14,-3.91
12/29/2016 03:00,MILLWD,61759,31.71,0.47,-25.52
12/29/2016 03:00,N.Y.C.,61761,31.38,0.47,-25.19
12/29/2016 03:00,NORTH,61755,5.51,-0.20,0.00
12/29/2016 03:00,NPX,61845,37.22,0.38,-31.13
12/29/2016 03:00,O H,61846,9.46,-0.17,-3.91
12/29/2016 03:00,PJM,61847,19.61,0.12,-13.78
12/29/2016 03:00,WEST,61752,9.36,-0.03,-3.68
12/29/2016 04:00,CAPITL,61757,43.62,0.38,-37.53
12/29/2016 04:00,CENTRL,61754,9.65,0.06,-3.88
12/29/2016 04:00,DUNWOD,61760,32.51,0.45,-26.35
