"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWH"
"03/29/2016 00:00","CAPITL",61757,18.09,0.01,-17.98
"03/29/2016 00:00","CENTRL",61754,2.03,0.00,-1.93
"03/29/2016 00:00","DUNWOD",61760,13.37,0.01,-13.26
"03/29/2016 00:00","GENESE",61753,1.69,0.00,-1.59
"03/29/2016 00:00","H Q",61844,0.10,0.00,0.00
"03/29/2016 00:00","HUD VL",61758,13.15,0.01,-13.04
"03/29/2016 00:00","LONGIL",61762,13.38,0.02,-13.26
"03/29/2016 00:00","MHK VL",61756,1.86,0.00,-1.76
"03/29/2016 00:00","MILLWD",61759,13.46,0.01,-13.35
"03/29/2016 00:00","N.Y.C.",61761,13.37,0.01,-13.26
"03/29/2016 00:00","NORTH",61755,0.10,0.00,0.00
"03/29/2016 00:00","NPX",61845,15.56,0.01,-15.45
"03/29/2016 00:00","O H",61846,1.77,0.00,-1.67
"03/29/2016 00:00","PJM",61847,8.88,0.01,-8.77
"03/29/2016 00:00","WEST",61752,2.18,0.00,-2.08
"03/29/2016 01:00","CAPITL",61757,14.15,0.01,-14.03
"03/29/2016 01:00","CENTRL",61754,1.62,0.00,-1.51
"03/29/2016 01:00","DUNWOD",61760,10.47,0.01,-10.35
"03/29/2016 01:00","GENESE",61753,1.35,0.00,-1.24
"03/29/2016 01:00","H Q",61844,0.11,0.00,0.00
"03/29/2016 01:00","HUD VL",61758,10.30,0.01,-10.18
"03/29/2016 01:00","LONGIL",61762,10.47,0.02,-10.35
"03/29/2016 01:00","MHK VL",61756,1.48,0.00,-1.37
"03/29/2016 01:00","MILLWD",61759,10.54,0.01,-10.42
"03/29/2016 01:00","N.Y.C.",61761,10.47,0.01,-10.35
"03/29/2016 01:00","NORTH",61755,0.10,0.00,0.00
"03/29/2016 01:00","NPX",61845,12.17,0.01,-12.06
"03/29/2016 01:00","O H",61846,1.56,0.00,-1.45
"03/29/2016 01:00","PJM",61847,6.96,0.01,-6.85
"03/29/2016 01:00","WEST",61752,1.73,0.00,-1.62
"03/29/2016 02:00","CAPITL",61757,13.51,0.01,-13.40
"03/29/2016 02:00","CENTRL",61754,1.54,0.00,-1.44
"03/29/2016 02:00","DUNWOD",61760,9.99,0.01,-9.88
"03/29/2016 02:00","GENESE",61753,1.28,0.00,-1.18
"03/29/2016 02:00","H Q",61844,0.10,0.00,0.00
"03/29/2016 02:00","HUD VL",61758,9.83,0.01,-9.72
"03/29/2016 02:00","LONGIL",61762,10.00,0.01,-9.88
"03/29/2016 02:00","MHK VL",61756,1.41,0.00,-1.31
"03/29/2016 02:00","MILLWD",61759,10.06,0.01,-9.95
"03/29/2016 02:00","N.Y.C.",61761,10.00,0.01,-9.88
"03/29/2016 02:00","NORTH",61755,0.10,0.00,0.00
"03/29/2016 02:00","NPX",61845,11.62,0.01,-11.52
"03/29/2016 02:00","O H",61846,1.44,0.00,-1.34
"03/29/2016 02:00","PJM",61847,6.65,0.01,-6.54
"03/29/2016 02:00","WEST",61752,1.65,0.00,-1.55
"03/29/2016 03:00","CAPITL",61757,13.28,0.01,-13.05
"03/29/2016 03:00","CENTRL",61754,1.63,0.00,-1.40
"03/29/2016 03:00","DUNWOD",61760,9.87,0.02,-9.62
"03/29/2016 03:00","GENESE",61753,1.37,0.00,-1.15
"03/29/2016 03:00","H Q",61844,0.22,-0.01,0.00
"03/29/2016 03:00","HUD VL",61758,9.71,0.02,-9.46
"03/29/2016 03:00","LONGIL",61762,9.88,0.04,-9.62
"03/29/2016 03:00","MHK VL",61756,1.50,0.00,-1.28
"03/29/2016 03:00","MILLWD",61759,9.93,0.02,-9.69
"03/29/2016 03:00","N.Y.C.",61761,9.87,0.02,-9.62
"03/29/2016 03:00","NORTH",61755,0.21,-0.01,0.00
"03/29/2016 03:00","NPX",61845,11.45,0.02,-11.21
"03/29/2016 03:00","O H",61846,1.27,0.00,-1.05
"03/29/2016 03:00","PJM",61847,6.60,0.02,-6.37
"03/29/2016 03:00","WEST",61752,1.73,0.01,-1.51
"03/29/2016 04:00","CAPITL",61757,12.79,0.01,-12.56
"03/29/2016 04:00","CENTRL",61754,1.57,0.00,-1.35
