"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWH"
"03/28/2016 00:00","CAPITL",61757,18.69,0.00,-18.67
"03/28/2016 00:00","CENTRL",61754,2.02,0.00,-2.01
"03/28/2016 00:00","DUNWOD",61760,13.87,0.00,-13.86
"03/28/2016 00:00","GENESE",61753,1.63,0.00,-1.62
"03/28/2016 00:00","H Q",61844,0.01,0.00,0.00
"03/28/2016 00:00","HUD VL",61758,13.66,0.00,-13.65
"03/28/2016 00:00","LONGIL",61762,13.87,0.00,-13.86
"03/28/2016 00:00","MHK VL",61756,1.72,0.00,-1.71
"03/28/2016 00:00","MILLWD",61759,13.97,0.00,-13.95
"03/28/2016 00:00","N.Y.C.",61761,13.87,0.00,-13.86
"03/28/2016 00:00","NORTH",61755,0.01,0.00,0.00
"03/28/2016 00:00","NPX",61845,16.28,0.00,-16.27
"03/28/2016 00:00","O H",61846,2.00,0.00,-1.99
"03/28/2016 00:00","PJM",61847,9.19,0.00,-9.18
"03/28/2016 00:00","WEST",61752,2.12,0.00,-2.11
"03/28/2016 01:00","CAPITL",61757,16.82,0.00,-16.80
"03/28/2016 01:00","CENTRL",61754,1.83,0.00,-1.81
"03/28/2016 01:00","DUNWOD",61760,12.49,0.00,-12.47
"03/28/2016 01:00","GENESE",61753,1.48,0.00,-1.46
"03/28/2016 01:00","H Q",61844,0.02,0.00,0.00
"03/28/2016 01:00","HUD VL",61758,12.30,0.00,-12.28
"03/28/2016 01:00","LONGIL",61762,12.49,0.00,-12.47
"03/28/2016 01:00","MHK VL",61756,1.56,0.00,-1.53
"03/28/2016 01:00","MILLWD",61759,12.58,0.00,-12.55
"03/28/2016 01:00","N.Y.C.",61761,12.49,0.00,-12.47
"03/28/2016 01:00","NORTH",61755,0.02,0.00,0.00
"03/28/2016 01:00","NPX",61845,14.66,0.00,-14.64
"03/28/2016 01:00","O H",61846,1.56,0.00,-1.54
"03/28/2016 01:00","PJM",61847,8.28,0.00,-8.26
"03/28/2016 01:00","WEST",61752,1.92,0.00,-1.90
"03/28/2016 02:00","CAPITL",61757,14.76,0.00,-14.75
"03/28/2016 02:00","CENTRL",61754,1.60,0.00,-1.59
"03/28/2016 02:00","DUNWOD",61760,10.96,0.00,-10.95
"03/28/2016 02:00","GENESE",61753,1.29,0.00,-1.28
"03/28/2016 02:00","H Q",61844,0.01,0.00,0.00
"03/28/2016 02:00","HUD VL",61758,10.79,0.00,-10.78
"03/28/2016 02:00","LONGIL",61762,10.96,0.00,-10.95
"03/28/2016 02:00","MHK VL",61756,1.36,0.00,-1.35
"03/28/2016 02:00","MILLWD",61759,11.03,0.00,-11.02
"03/28/2016 02:00","N.Y.C.",61761,10.96,0.00,-10.95
"03/28/2016 02:00","NORTH",61755,0.01,0.00,0.00
"03/28/2016 02:00","NPX",61845,12.87,0.00,-12.86
"03/28/2016 02:00","O H",61846,1.44,0.00,-1.43
"03/28/2016 02:00","PJM",61847,7.27,0.00,-7.26
"03/28/2016 02:00","WEST",61752,1.68,0.00,-1.67
"03/28/2016 03:00","CAPITL",61757,14.86,0.00,-14.85
"03/28/2016 03:00","CENTRL",61754,1.61,0.00,-1.60
"03/28/2016 03:00","DUNWOD",61760,11.03,0.00,-11.02
"03/28/2016 03:00","GENESE",61753,1.30,0.00,-1.29
"03/28/2016 03:00","H Q",61844,0.01,0.00,0.00
"03/28/2016 03:00","HUD VL",61758,10.87,0.00,-10.86
"03/28/2016 03:00","LONGIL",61762,11.03,0.00,-11.02
"03/28/2016 03:00","MHK VL",61756,1.36,0.00,-1.35
"03/28/2016 03:00","MILLWD",61759,11.10,0.00,-11.09
"03/28/2016 03:00","N.Y.C.",61761,11.03,0.00,-11.02
"03/28/2016 03:00","NORTH",61755,0.01,0.00,0.00
"03/28/2016 03:00","NPX",61845,12.95,0.00,-12.94
"03/28/2016 03:00","O H",61846,1.27,0.00,-1.26
"03/28/2016 03:00","PJM",61847,7.31,0.00,-7.30
"03/28/2016 03:00","WEST",61752,1.69,0.00,-1.68
"03/28/2016 04:00","CAPITL",61757,14.59,0.00,-14.49
"03/28/2016 04:00","CENTRL",61754,1.66,0.00,-1.56
"03/28/2016 04:00","DUNWOD",61760,10.86,0.01,-10.75
"03/28/2016 04:00","GENESE",61753,1.35,0.00,-1.26
"03/28/2016 04:00","H Q",61844,0.10,0.00,0.00
"03/28/2016 04:00","HUD VL",61758,10.71,0.01,-10.60
