"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWH"
"10/28/2015 00:00","CAPITL",61757,21.13,1.53,0.00
"10/28/2015 00:00","CENTRL",61754,19.89,0.29,0.00
"10/28/2015 00:00","DUNWOD",61760,21.30,1.70,0.00
"10/28/2015 00:00","GENESE",61753,19.99,0.39,0.00
"10/28/2015 00:00","H Q",61844,19.05,-0.55,0.00
"10/28/2015 00:00","HUD VL",61758,21.26,1.66,0.00
"10/28/2015 00:00","LONGIL",61762,29.72,2.57,-7.55
"10/28/2015 00:00","MHK VL",61756,20.07,0.47,0.00
"10/28/2015 00:00","MILLWD",61759,21.30,1.70,0.00
"10/28/2015 00:00","N.Y.C.",61761,21.40,1.80,0.00
"10/28/2015 00:00","NORTH",61755,18.64,-0.96,0.00
"10/28/2015 00:00","NPX",61845,30.01,1.70,-8.71
"10/28/2015 00:00","O H",61846,19.50,-0.10,0.00
"10/28/2015 00:00","PJM",61847,20.62,1.02,0.00
"10/28/2015 00:00","WEST",61752,19.85,0.25,0.00
"10/28/2015 01:00","CAPITL",61757,19.12,1.37,0.00
"10/28/2015 01:00","CENTRL",61754,18.02,0.27,0.00
"10/28/2015 01:00","DUNWOD",61760,19.29,1.54,0.00
"10/28/2015 01:00","GENESE",61753,18.10,0.35,0.00
"10/28/2015 01:00","H Q",61844,17.27,-0.48,0.00
"10/28/2015 01:00","HUD VL",61758,19.24,1.49,0.00
"10/28/2015 01:00","LONGIL",61762,24.12,2.32,-4.05
"10/28/2015 01:00","MHK VL",61756,18.19,0.44,0.00
"10/28/2015 01:00","MILLWD",61759,19.27,1.53,0.00
"10/28/2015 01:00","N.Y.C.",61761,19.36,1.61,0.00
"10/28/2015 01:00","NORTH",61755,16.93,-0.82,0.00
"10/28/2015 01:00","NPX",61845,28.28,1.53,-9.01
"10/28/2015 01:00","O H",61846,17.68,-0.07,0.00
"10/28/2015 01:00","PJM",61847,18.67,0.92,0.00
"10/28/2015 01:00","WEST",61752,18.00,0.25,0.00
"10/28/2015 02:00","CAPITL",61757,17.58,1.23,0.00
"10/28/2015 02:00","CENTRL",61754,16.59,0.23,0.00
"10/28/2015 02:00","DUNWOD",61760,17.71,1.36,0.00
"10/28/2015 02:00","GENESE",61753,16.67,0.31,0.00
"10/28/2015 02:00","H Q",61844,15.95,-0.41,0.00
"10/28/2015 02:00","HUD VL",61758,17.70,1.34,0.00
"10/28/2015 02:00","LONGIL",61762,22.72,2.08,-4.29
"10/28/2015 02:00","MHK VL",61756,16.73,0.38,0.00
"10/28/2015 02:00","MILLWD",61759,17.71,1.36,0.00
"10/28/2015 02:00","N.Y.C.",61761,17.76,1.41,0.00
"10/28/2015 02:00","NORTH",61755,15.62,-0.74,0.00
"10/28/2015 02:00","NPX",61845,25.04,1.37,-7.31
"10/28/2015 02:00","O H",61846,16.32,-0.03,0.00
"10/28/2015 02:00","PJM",61847,17.19,0.83,0.00
"10/28/2015 02:00","WEST",61752,16.59,0.23,0.00
"10/28/2015 03:00","CAPITL",61757,16.91,1.18,0.00
"10/28/2015 03:00","CENTRL",61754,15.94,0.20,0.00
"10/28/2015 03:00","DUNWOD",61760,17.07,1.34,0.00
"10/28/2015 03:00","GENESE",61753,15.98,0.25,0.00
"10/28/2015 03:00","H Q",61844,15.34,-0.39,0.00
"10/28/2015 03:00","HUD VL",61758,17.04,1.30,0.00
"10/28/2015 03:00","LONGIL",61762,21.97,2.01,-4.22
"10/28/2015 03:00","MHK VL",61756,16.11,0.38,0.00
"10/28/2015 03:00","MILLWD",61759,17.05,1.32,0.00
"10/28/2015 03:00","N.Y.C.",61761,17.10,1.37,0.00
"10/28/2015 03:00","NORTH",61755,15.04,-0.69,0.00
"10/28/2015 03:00","NPX",61845,24.00,1.32,-6.95
"10/28/2015 03:00","O H",61846,15.62,-0.11,0.00
"10/28/2015 03:00","PJM",61847,16.52,0.79,0.00
"10/28/2015 03:00","WEST",61752,15.89,0.16,0.00
"10/28/2015 04:00","CAPITL",61757,18.32,1.31,0.00
"10/28/2015 04:00","CENTRL",61754,17.23,0.22,0.00
"10/28/2015 04:00","DUNWOD",61760,18.45,1.45,0.00
"10/28/2015 04:00","GENESE",61753,17.25,0.24,0.00
"10/28/2015 04:00","H Q",61844,16.57,-0.44,0.00
"10/28/2015 04:00","HUD VL",61758,18.42,1.41,0.00
"10/28/2015 04:00","LONGIL",61762,22.97,2.20,-3.76
"10/28/2015 04:00","MHK VL",61756,17.42,0.41,0.00
"10/28/2015 04:00","MILLWD",61759,18.45,1.45,0.00
"10/28/2015 04:00","N.Y.C.",61761,18.51,1.50,0.00
"10/28/2015 04:00","NORTH",61755,16.21,-0.80,0.00
"10/28/2015 04:00","NPX",61845,26.08,1.45,-7.63
"10/28/2015 04:00","O H",61846,16.86,-0.15,0.00
"10/28/2015 04:00","PJM",61847,17.86,0.85,0.00
"10/28/2015 04:00","WEST",61752,17.15,0.14,0.00
"10/28/2015 05:00","CAPITL",61757,20.14,1.49,0.00
"10/28/2015 05:00","CENTRL",61754,18.96,0.32,0.00
"10/28/2015 05:00","DUNWOD",61760,20.27,1.62,0.00
"10/28/2015 05:00","GENESE",61753,19.00,0.35,0.00
"10/28/2015 05:00","H Q",61844,18.12,-0.52,0.00
"10/28/2015 05:00","HUD VL",61758,20.21,1.57,0.00
"10/28/2015 05:00","LONGIL",61762,28.57,2.46,-7.46
"10/28/2015 05:00","MHK VL",61756,19.13,0.48,0.00
"10/28/2015 05:00","MILLWD",61759,20.25,1.60,0.00
"10/28/2015 05:00","N.Y.C.",61761,20.33,1.68,0.00
"10/28/2015 05:00","NORTH",61755,17.75,-0.89,0.00
"10/28/2015 05:00","NPX",61845,33.46,1.62,-13.19
"10/28/2015 05:00","O H",61846,18.52,-0.13,0.00
"10/28/2015 05:00","PJM",61847,19.62,0.97,0.00
"10/28/2015 05:00","WEST",61752,18.85,0.21,0.00
"10/28/2015 06:00","CAPITL",61757,29.37,2.10,0.00
"10/28/2015 06:00","CENTRL",61754,28.08,0.82,0.00
