"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWH"
"08/24/2015 00:00","CAPITL",61757,20.00,1.22,-1.29
"08/24/2015 00:00","CENTRL",61754,17.21,0.00,0.27
"08/24/2015 00:00","DUNWOD",61760,23.53,2.13,-3.92
"08/24/2015 00:00","GENESE",61753,16.99,-0.28,0.21
"08/24/2015 00:00","H Q",61844,16.97,-0.51,0.00
"08/24/2015 00:00","HUD VL",61758,23.15,2.03,-3.64
"08/24/2015 00:00","LONGIL",61762,24.10,2.69,-3.93
"08/24/2015 00:00","MHK VL",61756,18.18,0.49,-0.21
"08/24/2015 00:00","MILLWD",61759,23.44,2.08,-3.88
"08/24/2015 00:00","N.Y.C.",61761,23.75,2.34,-3.93
"08/24/2015 00:00","NORTH",61755,16.94,-0.54,0.00
"08/24/2015 00:00","NPX",61845,21.97,1.57,-2.91
"08/24/2015 00:00","O H",61846,16.39,-0.80,0.29
"08/24/2015 00:00","PJM",61847,20.59,0.91,-2.20
"08/24/2015 00:00","WEST",61752,16.71,-0.49,0.28
"08/24/2015 01:00","CAPITL",61757,18.03,1.07,-1.16
"08/24/2015 01:00","CENTRL",61754,15.74,-0.06,-0.01
"08/24/2015 01:00","DUNWOD",61760,19.39,1.91,-1.69
"08/24/2015 01:00","GENESE",61753,15.44,-0.36,-0.01
"08/24/2015 01:00","H Q",61844,15.37,-0.43,0.00
"08/24/2015 01:00","HUD VL",61758,19.22,1.82,-1.61
"08/24/2015 01:00","LONGIL",61762,22.05,2.48,-3.78
"08/24/2015 01:00","MHK VL",61756,16.34,0.40,-0.15
"08/24/2015 01:00","MILLWD",61759,19.34,1.86,-1.68
"08/24/2015 01:00","N.Y.C.",61761,19.57,2.08,-1.69
"08/24/2015 01:00","NORTH",61755,15.32,-0.47,0.00
"08/24/2015 01:00","NPX",61845,18.74,1.42,-1.52
"08/24/2015 01:00","O H",61846,15.05,-0.76,-0.01
"08/24/2015 01:00","PJM",61847,17.59,0.79,-1.01
"08/24/2015 01:00","WEST",61752,15.32,-0.49,-0.01
"08/24/2015 02:00","CAPITL",61757,16.72,1.04,-0.83
"08/24/2015 02:00","CENTRL",61754,14.86,-0.07,-0.08
"08/24/2015 02:00","DUNWOD",61760,17.24,1.74,-0.65
"08/24/2015 02:00","GENESE",61753,14.53,-0.39,-0.07
"08/24/2015 02:00","H Q",61844,14.47,-0.39,0.00
"08/24/2015 02:00","HUD VL",61758,17.15,1.65,-0.65
"08/24/2015 02:00","LONGIL",61762,18.86,2.26,-1.75
"08/24/2015 02:00","MHK VL",61756,15.29,0.34,-0.09
"08/24/2015 02:00","MILLWD",61759,17.21,1.71,-0.65
"08/24/2015 02:00","N.Y.C.",61761,17.39,1.89,-0.65
"08/24/2015 02:00","NORTH",61755,14.44,-0.42,0.00
"08/24/2015 02:00","NPX",61845,16.94,1.34,-0.75
"08/24/2015 02:00","O H",61846,14.19,-0.76,-0.09
"08/24/2015 02:00","PJM",61847,15.98,0.70,-0.43
"08/24/2015 02:00","WEST",61752,14.43,-0.51,-0.09
"08/24/2015 03:00","CAPITL",61757,16.19,1.02,-0.64
"08/24/2015 03:00","CENTRL",61754,14.56,-0.04,-0.07
"08/24/2015 03:00","DUNWOD",61760,16.74,1.70,-0.50
"08/24/2015 03:00","GENESE",61753,14.27,-0.32,-0.05
"08/24/2015 03:00","H Q",61844,14.14,-0.39,0.00
"08/24/2015 03:00","HUD VL",61758,16.65,1.61,-0.50
"08/24/2015 03:00","LONGIL",61762,17.92,2.21,-1.18
"08/24/2015 03:00","MHK VL",61756,14.94,0.33,-0.07
"08/24/2015 03:00","MILLWD",61759,16.71,1.67,-0.51
