Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
09/09/2016 00:00,CAPITL,61757,29.47,1.81,-2.81
09/09/2016 00:00,CENTRL,61754,25.05,-0.07,-0.28
09/09/2016 00:00,DUNWOD,61760,29.66,2.83,-1.98
09/09/2016 00:00,GENESE,61753,24.43,-0.65,-0.23
09/09/2016 00:00,H Q,61844,24.10,-0.74,0.00
09/09/2016 00:00,HUD VL,61758,29.58,2.76,-1.97
09/09/2016 00:00,LONGIL,61762,47.80,3.50,-19.44
09/09/2016 00:00,MHK VL,61756,25.85,0.74,-0.26
09/09/2016 00:00,MILLWD,61759,29.66,2.81,-2.00
09/09/2016 00:00,N.Y.C.,61761,29.98,3.13,-2.00
09/09/2016 00:00,NORTH,61755,23.88,-0.97,0.00
09/09/2016 00:00,NPX,61845,29.42,2.16,-2.41
09/09/2016 00:00,O H,61846,23.87,-1.29,-0.31
09/09/2016 00:00,PJM,61847,26.62,0.69,-1.08
09/09/2016 00:00,WEST,61752,24.33,-0.82,-0.30
09/09/2016 01:00,CAPITL,61757,28.37,1.68,-3.99
09/09/2016 01:00,CENTRL,61754,23.05,-0.05,-0.39
09/09/2016 01:00,DUNWOD,61760,28.08,2.56,-2.82
09/09/2016 01:00,GENESE,61753,22.46,-0.57,-0.32
09/09/2016 01:00,H Q,61844,22.02,-0.68,0.00
09/09/2016 01:00,HUD VL,61758,28.00,2.50,-2.80
09/09/2016 01:00,LONGIL,61762,45.33,3.15,-19.47
09/09/2016 01:00,MHK VL,61756,23.71,0.63,-0.37
09/09/2016 01:00,MILLWD,61759,28.06,2.52,-2.84
09/09/2016 01:00,N.Y.C.,61761,28.32,2.79,-2.82
09/09/2016 01:00,NORTH,61755,21.79,-0.91,0.00
09/09/2016 01:00,NPX,61845,28.13,2.00,-3.43
09/09/2016 01:00,O H,61846,22.08,-1.07,-0.44
09/09/2016 01:00,PJM,61847,24.89,0.66,-1.53
09/09/2016 01:00,WEST,61752,22.47,-0.66,-0.42
09/09/2016 02:00,CAPITL,61757,27.32,1.49,-5.46
09/09/2016 02:00,CENTRL,61754,20.85,-0.06,-0.54
09/09/2016 02:00,DUNWOD,61760,26.49,2.26,-3.85
09/09/2016 02:00,GENESE,61753,20.29,-0.53,-0.44
09/09/2016 02:00,H Q,61844,19.76,-0.61,0.00
09/09/2016 02:00,HUD VL,61758,26.41,2.20,-3.84
09/09/2016 02:00,LONGIL,61762,41.77,2.81,-18.58
09/09/2016 02:00,MHK VL,61756,21.43,0.55,-0.51
09/09/2016 02:00,MILLWD,61759,26.52,2.26,-3.89
