"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWH"
"06/08/2015 00:00","CAPITL",61757,11.93,0.38,-5.82
"06/08/2015 00:00","CENTRL",61754,6.64,0.12,-0.79
"06/08/2015 00:00","DUNWOD",61760,11.13,0.62,-4.78
"06/08/2015 00:00","GENESE",61753,6.38,0.02,-0.63
"06/08/2015 00:00","H Q",61844,5.58,-0.15,0.00
"06/08/2015 00:00","HUD VL",61758,11.12,0.61,-4.79
"06/08/2015 00:00","LONGIL",61762,11.22,0.71,-4.78
"06/08/2015 00:00","MHK VL",61756,6.72,0.13,-0.86
"06/08/2015 00:00","MILLWD",61759,11.16,0.62,-4.81
"06/08/2015 00:00","N.Y.C.",61761,11.19,0.68,-4.79
"06/08/2015 00:00","NORTH",61755,5.46,-0.27,0.00
"06/08/2015 00:00","NPX",61845,11.53,0.48,-5.32
"06/08/2015 00:00","O H",61846,6.58,0.02,-0.83
"06/08/2015 00:00","PJM",61847,9.37,0.40,-3.24
"06/08/2015 00:00","WEST",61752,6.68,0.14,-0.81
"06/08/2015 01:00","CAPITL",61757,8.76,0.33,-3.23
"06/08/2015 01:00","CENTRL",61754,5.72,0.09,-0.44
"06/08/2015 01:00","DUNWOD",61760,8.42,0.57,-2.65
"06/08/2015 01:00","GENESE",61753,5.50,-0.05,-0.35
"06/08/2015 01:00","H Q",61844,5.08,-0.12,0.00
"06/08/2015 01:00","HUD VL",61758,8.41,0.55,-2.66
"06/08/2015 01:00","LONGIL",61762,8.48,0.62,-2.66
"06/08/2015 01:00","MHK VL",61756,5.80,0.13,-0.48
"06/08/2015 01:00","MILLWD",61759,8.43,0.57,-2.67
"06/08/2015 01:00","N.Y.C.",61761,8.47,0.61,-2.66
"06/08/2015 01:00","NORTH",61755,5.00,-0.20,0.00
"06/08/2015 01:00","NPX",61845,8.59,0.44,-2.96
"06/08/2015 01:00","O H",61846,5.65,-0.01,-0.46
"06/08/2015 01:00","PJM",61847,7.35,0.35,-1.80
"06/08/2015 01:00","WEST",61752,5.74,0.09,-0.45
"06/08/2015 02:00","CAPITL",61757,7.04,0.33,-1.77
