"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWH"
"05/23/2015 00:00","CAPITL",61757,19.55,0.64,-9.34
"05/23/2015 00:00","CENTRL",61754,10.92,0.09,-1.27
"05/23/2015 00:00","DUNWOD",61760,18.28,1.06,-7.65
"05/23/2015 00:00","GENESE",61753,10.31,-0.22,-0.96
"05/23/2015 00:00","H Q",61844,9.40,-0.17,0.00
"05/23/2015 00:00","HUD VL",61758,18.20,1.00,-7.62
"05/23/2015 00:00","LONGIL",61762,25.28,1.33,-14.38
"05/23/2015 00:00","MHK VL",61756,11.20,0.21,-1.42
"05/23/2015 00:00","MILLWD",61759,18.29,1.04,-7.68
"05/23/2015 00:00","N.Y.C.",61761,18.35,1.12,-7.66
"05/23/2015 00:00","NORTH",61755,9.19,-0.37,0.00
"05/23/2015 00:00","NPX",61845,19.02,0.85,-8.60
"05/23/2015 00:00","O H",61846,10.42,-0.36,-1.22
"05/23/2015 00:00","PJM",61847,15.19,0.51,-5.11
"05/23/2015 00:00","WEST",61752,10.55,-0.21,-1.19
"05/23/2015 01:00","CAPITL",61757,16.21,0.67,-5.57
"05/23/2015 01:00","CENTRL",61754,10.81,0.08,-0.76
"05/23/2015 01:00","DUNWOD",61760,15.61,1.08,-4.56
"05/23/2015 01:00","GENESE",61753,10.25,-0.30,-0.57
"05/23/2015 01:00","H Q",61844,9.79,-0.18,0.00
"05/23/2015 01:00","HUD VL",61758,15.56,1.05,-4.54
"05/23/2015 01:00","LONGIL",61762,21.13,1.36,-9.80
"05/23/2015 01:00","MHK VL",61756,11.06,0.24,-0.85
"05/23/2015 01:00","MILLWD",61759,15.63,1.08,-4.58
"05/23/2015 01:00","N.Y.C.",61761,15.68,1.14,-4.57
"05/23/2015 01:00","NORTH",61755,9.56,-0.42,0.00
"05/23/2015 01:00","NPX",61845,15.98,0.89,-5.12
"05/23/2015 01:00","O H",61846,10.28,-0.42,-0.73
"05/23/2015 01:00","PJM",61847,13.54,0.52,-3.05
"05/23/2015 01:00","WEST",61752,10.41,-0.27,-0.71
"05/23/2015 02:00","CAPITL",61757,14.49,0.69,-3.78
"05/23/2015 02:00","CENTRL",61754,10.61,0.08,-0.51
"05/23/2015 02:00","DUNWOD",61760,14.19,1.07,-3.10
"05/23/2015 02:00","GENESE",61753,10.11,-0.30,-0.39
"05/23/2015 02:00","H Q",61844,9.83,-0.19,0.00
"05/23/2015 02:00","HUD VL",61758,14.14,1.04,-3.08
"05/23/2015 02:00","LONGIL",61762,17.67,1.35,-6.30
"05/23/2015 02:00","MHK VL",61756,10.82,0.23,-0.58
"05/23/2015 02:00","MILLWD",61759,14.20,1.07,-3.11
"05/23/2015 02:00","N.Y.C.",61761,14.24,1.12,-3.10
"05/23/2015 02:00","NORTH",61755,9.55,-0.47,0.00
"05/23/2015 02:00","NPX",61845,14.40,0.90,-3.48
"05/23/2015 02:00","O H",61846,10.10,-0.41,-0.49
"05/23/2015 02:00","PJM",61847,12.60,0.51,-2.07
"05/23/2015 02:00","WEST",61752,10.24,-0.26,-0.48
"05/23/2015 03:00","CAPITL",61757,13.04,0.84,0.00
"05/23/2015 03:00","CENTRL",61754,12.28,0.09,0.00
"05/23/2015 03:00","DUNWOD",61760,13.45,1.26,0.00
"05/23/2015 03:00","GENESE",61753,11.85,-0.34,0.00
"05/23/2015 03:00","H Q",61844,11.98,-0.22,0.00
"05/23/2015 03:00","HUD VL",61758,13.43,1.23,0.00
"05/23/2015 03:00","LONGIL",61762,16.21,1.57,-2.45
"05/23/2015 03:00","MHK VL",61756,12.48,0.28,0.00
"05/23/2015 03:00","MILLWD",61759,13.45,1.26,0.00
"05/23/2015 03:00","N.Y.C.",61761,13.52,1.32,0.00
"05/23/2015 03:00","NORTH",61755,11.74,-0.45,0.00
"05/23/2015 03:00","NPX",61845,13.27,1.07,0.00
"05/23/2015 03:00","O H",61846,11.71,-0.49,0.00
"05/23/2015 03:00","PJM",61847,12.79,0.60,0.00
"05/23/2015 03:00","WEST",61752,11.89,-0.30,0.00
"05/23/2015 04:00","CAPITL",61757,12.85,0.82,0.00
"05/23/2015 04:00","CENTRL",61754,12.12,0.10,0.00
"05/23/2015 04:00","DUNWOD",61760,13.27,1.24,0.00
"05/23/2015 04:00","GENESE",61753,11.69,-0.34,0.00
"05/23/2015 04:00","H Q",61844,11.81,-0.22,0.00
"05/23/2015 04:00","HUD VL",61758,13.23,1.20,0.00
"05/23/2015 04:00","LONGIL",61762,17.86,1.55,-4.28
"05/23/2015 04:00","MHK VL",61756,12.31,0.28,0.00
"05/23/2015 04:00","MILLWD",61759,13.27,1.24,0.00
"05/23/2015 04:00","N.Y.C.",61761,13.33,1.30,0.00
"05/23/2015 04:00","NORTH",61755,11.57,-0.46,0.00
"05/23/2015 04:00","NPX",61845,13.09,1.06,0.00
"05/23/2015 04:00","O H",61846,11.57,-0.46,0.00
"05/23/2015 04:00","PJM",61847,12.63,0.60,0.00
"05/23/2015 04:00","WEST",61752,11.76,-0.26,0.00
"05/23/2015 05:00","CAPITL",61757,13.39,0.84,0.00
"05/23/2015 05:00","CENTRL",61754,12.66,0.11,0.00
"05/23/2015 05:00","DUNWOD",61760,13.86,1.31,0.00
"05/23/2015 05:00","GENESE",61753,12.19,-0.36,0.00
"05/23/2015 05:00","H Q",61844,12.33,-0.23,0.00
"05/23/2015 05:00","HUD VL",61758,13.82,1.27,0.00
"05/23/2015 05:00","LONGIL",61762,21.22,1.59,-7.07
"05/23/2015 05:00","MHK VL",61756,12.85,0.30,0.00
"05/23/2015 05:00","MILLWD",61759,13.85,1.29,0.00
"05/23/2015 05:00","N.Y.C.",61761,13.92,1.37,0.00
"05/23/2015 05:00","NORTH",61755,12.09,-0.46,0.00
"05/23/2015 05:00","NPX",61845,13.64,1.09,0.00
"05/23/2015 05:00","O H",61846,12.08,-0.48,0.00
"05/23/2015 05:00","PJM",61847,13.19,0.64,0.00
"05/23/2015 05:00","WEST",61752,12.26,-0.29,0.00
"05/23/2015 06:00","CAPITL",61757,14.18,0.66,-3.39
"05/23/2015 06:00","CENTRL",61754,10.65,0.06,-0.46
"05/23/2015 06:00","DUNWOD",61760,14.00,1.09,-2.78
"05/23/2015 06:00","GENESE",61753,10.07,-0.41,-0.35
"05/23/2015 06:00","H Q",61844,9.96,-0.16,0.00
"05/23/2015 06:00","HUD VL",61758,13.94,1.04,-2.77
"05/23/2015 06:00","LONGIL",61762,21.63,1.33,-10.18
"05/23/2015 06:00","MHK VL",61756,10.92,0.28,-0.52
"05/23/2015 06:00","MILLWD",61759,14.00,1.08,-2.79
"05/23/2015 06:00","N.Y.C.",61761,14.06,1.15,-2.79
"05/23/2015 06:00","NORTH",61755,9.79,-0.33,0.00
"05/23/2015 06:00","NPX",61845,14.15,0.90,-3.12
"05/23/2015 06:00","O H",61846,10.00,-0.57,-0.44
"05/23/2015 06:00","PJM",61847,12.47,0.49,-1.86
"05/23/2015 06:00","WEST",61752,10.13,-0.42,-0.43
"05/23/2015 07:00","CAPITL",61757,18.00,0.79,-5.13
"05/23/2015 07:00","CENTRL",61754,12.88,0.10,-0.70
"05/23/2015 07:00","DUNWOD",61760,17.59,1.31,-4.20
"05/23/2015 07:00","GENESE",61753,12.13,-0.48,-0.52
"05/23/2015 07:00","H Q",61844,11.88,-0.21,0.00
"05/23/2015 07:00","HUD VL",61758,17.52,1.25,-4.18
"05/23/2015 07:00","LONGIL",61762,23.90,1.58,-10.23
"05/23/2015 07:00","MHK VL",61756,13.20,0.35,-0.76
"05/23/2015 07:00","MILLWD",61759,17.60,1.29,-4.21
"05/23/2015 07:00","N.Y.C.",61761,17.65,1.37,-4.20
"05/23/2015 07:00","NORTH",61755,11.68,-0.41,0.00
"05/23/2015 07:00","NPX",61845,17.83,1.03,-4.71
"05/23/2015 07:00","O H",61846,12.00,-0.76,-0.67
"05/23/2015 07:00","PJM",61847,15.44,0.54,-2.81
"05/23/2015 07:00","WEST",61752,12.21,-0.54,-0.66
"05/23/2015 08:00","CAPITL",61757,18.80,1.10,-2.22
