"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWH"
"03/21/2015 00:00","CAPITL",61757,42.43,1.78,-14.13
"03/21/2015 00:00","CENTRL",61754,28.28,0.05,-1.71
"03/21/2015 00:00","DUNWOD",61760,39.80,2.60,-10.69
"03/21/2015 00:00","GENESE",61753,27.00,-0.87,-1.36
"03/21/2015 00:00","H Q",61844,22.70,-0.71,3.10
"03/21/2015 00:00","HUD VL",61758,39.52,2.47,-10.54
"03/21/2015 00:00","LONGIL",61762,45.31,3.90,-14.89
"03/21/2015 00:00","MHK VL",61756,28.92,0.72,-1.68
"03/21/2015 00:00","MILLWD",61759,39.87,2.60,-10.75
"03/21/2015 00:00","N.Y.C.",61761,39.99,2.78,-10.69
"03/21/2015 00:00","NORTH",61755,25.48,-1.03,0.00
"03/21/2015 00:00","NPX",61845,41.33,2.17,-12.64
"03/21/2015 00:00","O H",61846,26.82,-1.48,-1.78
"03/21/2015 00:00","PJM",61847,34.51,0.85,-7.14
"03/21/2015 00:00","WEST",61752,27.23,-1.03,-1.74
"03/21/2015 01:00","CAPITL",61757,38.48,1.62,-11.92
"03/21/2015 01:00","CENTRL",61754,26.43,0.05,-1.44
"03/21/2015 01:00","DUNWOD",61760,36.40,2.45,-9.01
"03/21/2015 01:00","GENESE",61753,25.19,-0.90,-1.14
"03/21/2015 01:00","H Q",61844,24.29,-0.65,0.00
"03/21/2015 01:00","HUD VL",61758,36.17,2.34,-8.89
"03/21/2015 01:00","LONGIL",61762,37.70,3.64,-9.12
"03/21/2015 01:00","MHK VL",61756,27.06,0.70,-1.42
"03/21/2015 01:00","MILLWD",61759,36.45,2.45,-9.07
"03/21/2015 01:00","N.Y.C.",61761,36.60,2.64,-9.02
"03/21/2015 01:00","NORTH",61755,23.99,-0.95,0.00
"03/21/2015 01:00","NPX",61845,37.64,2.05,-10.65
"03/21/2015 01:00","O H",61846,25.00,-1.45,-1.51
"03/21/2015 01:00","PJM",61847,31.76,0.80,-6.02
"03/21/2015 01:00","WEST",61752,25.37,-1.05,-1.47
"03/21/2015 02:00","CAPITL",61757,36.29,1.57,-11.00
"03/21/2015 02:00","CENTRL",61754,25.10,0.05,-1.33
"03/21/2015 02:00","DUNWOD",61760,34.37,2.33,-8.32
"03/21/2015 02:00","GENESE",61753,24.00,-0.78,-1.06
"03/21/2015 02:00","H Q",61844,21.05,-0.64,2.03
"03/21/2015 02:00","HUD VL",61758,34.16,2.23,-8.20
"03/21/2015 02:00","LONGIL",61762,35.50,3.44,-8.34
"03/21/2015 02:00","MHK VL",61756,25.70,0.66,-1.31
"03/21/2015 02:00","MILLWD",61759,34.42,2.33,-8.37
"03/21/2015 02:00","N.Y.C.",61761,34.52,2.47,-8.33
"03/21/2015 02:00","NORTH",61755,22.78,-0.95,0.00
"03/21/2015 02:00","NPX",61845,35.53,1.97,-9.84
"03/21/2015 02:00","O H",61846,23.83,-1.28,-1.39
"03/21/2015 02:00","PJM",61847,30.09,0.81,-5.56
"03/21/2015 02:00","WEST",61752,24.16,-0.93,-1.36
"03/21/2015 03:00","CAPITL",61757,34.49,1.48,-10.19
"03/21/2015 03:00","CENTRL",61754,24.08,0.02,-1.23
"03/21/2015 03:00","DUNWOD",61760,32.79,2.26,-7.70
"03/21/2015 03:00","GENESE",61753,23.05,-0.75,-0.98
"03/21/2015 03:00","H Q",61844,22.21,-0.62,0.00
"03/21/2015 03:00","HUD VL",61758,32.56,2.14,-7.60
"03/21/2015 03:00","LONGIL",61762,33.87,3.33,-7.71
"03/21/2015 03:00","MHK VL",61756,24.65,0.62,-1.21
"03/21/2015 03:00","MILLWD",61759,32.83,2.26,-7.75
"03/21/2015 03:00","N.Y.C.",61761,32.93,2.40,-7.71
"03/21/2015 03:00","NORTH",61755,21.91,-0.91,0.00
"03/21/2015 03:00","NPX",61845,33.82,1.89,-9.11
"03/21/2015 03:00","O H",61846,22.85,-1.26,-1.29
"03/21/2015 03:00","PJM",61847,28.75,0.78,-5.15
"03/21/2015 03:00","WEST",61752,23.17,-0.91,-1.26
"03/21/2015 04:00","CAPITL",61757,33.35,1.48,-9.04
"03/21/2015 04:00","CENTRL",61754,23.94,0.02,-1.09
"03/21/2015 04:00","DUNWOD",61760,31.90,2.24,-6.84
"03/21/2015 04:00","GENESE",61753,22.96,-0.73,-0.87
"03/21/2015 04:00","H Q",61844,20.25,-0.62,1.96
"03/21/2015 04:00","HUD VL",61758,31.71,2.14,-6.74
"03/21/2015 04:00","LONGIL",61762,32.98,3.31,-6.85
"03/21/2015 04:00","MHK VL",61756,24.54,0.64,-1.08
"03/21/2015 04:00","MILLWD",61759,31.94,2.24,-6.88
"03/21/2015 04:00","N.Y.C.",61761,32.04,2.37,-6.84
"03/21/2015 04:00","NORTH",61755,21.91,-0.91,0.00
"03/21/2015 04:00","NPX",61845,32.80,1.89,-8.08
"03/21/2015 04:00","O H",61846,22.71,-1.26,-1.14
"03/21/2015 04:00","PJM",61847,28.17,0.78,-4.57
"03/21/2015 04:00","WEST",61752,23.02,-0.91,-1.12
"03/21/2015 05:00","CAPITL",61757,34.26,1.69,-6.51
"03/21/2015 05:00","CENTRL",61754,26.92,0.08,-0.79
"03/21/2015 05:00","DUNWOD",61760,33.56,2.58,-4.92
"03/21/2015 05:00","GENESE",61753,25.84,-0.83,-0.63
"03/21/2015 05:00","H Q",61844,22.70,-0.73,2.62
"03/21/2015 05:00","HUD VL",61758,33.39,2.48,-4.86
"03/21/2015 05:00","LONGIL",61762,34.76,3.78,-4.93
"03/21/2015 05:00","MHK VL",61756,27.56,0.73,-0.78
