"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWH"
"01/24/2015 00:00","CAPITL",61757,36.12,1.64,-12.27
"01/24/2015 00:00","CENTRL",61754,23.93,0.24,-1.48
"01/24/2015 00:00","DUNWOD",61760,33.34,2.00,-9.13
"01/24/2015 00:00","GENESE",61753,23.22,-0.15,-1.16
"01/24/2015 00:00","H Q",61844,21.61,-0.60,0.00
"01/24/2015 00:00","HUD VL",61758,33.24,1.95,-9.08
"01/24/2015 00:00","LONGIL",61762,42.73,2.71,-17.82
"01/24/2015 00:00","MHK VL",61756,24.54,0.69,-1.64
"01/24/2015 00:00","MILLWD",61759,33.48,2.07,-9.20
"01/24/2015 00:00","N.Y.C.",61761,33.47,2.13,-9.13
"01/24/2015 00:00","NORTH",61755,21.17,-1.04,0.00
"01/24/2015 00:00","NPX",61845,34.96,1.87,-10.89
"01/24/2015 00:00","O H",61846,23.13,-0.62,-1.54
"01/24/2015 00:00","PJM",61847,29.15,0.82,-6.12
"01/24/2015 00:00","WEST",61752,23.55,-0.15,-1.50
"01/24/2015 01:00","CAPITL",61757,35.04,1.52,-12.69
"01/24/2015 01:00","CENTRL",61754,22.57,0.21,-1.53
"01/24/2015 01:00","DUNWOD",61760,32.15,1.88,-9.44
"01/24/2015 01:00","GENESE",61753,21.85,-0.19,-1.20
"01/24/2015 01:00","H Q",61844,20.25,-0.58,0.00
"01/24/2015 01:00","HUD VL",61758,32.14,1.92,-9.39
"01/24/2015 01:00","LONGIL",61762,40.63,2.58,-17.21
"01/24/2015 01:00","MHK VL",61756,23.11,0.58,-1.69
"01/24/2015 01:00","MILLWD",61759,32.31,1.96,-9.52
"01/24/2015 01:00","N.Y.C.",61761,32.30,2.02,-9.44
"01/24/2015 01:00","NORTH",61755,19.73,-1.10,0.00
"01/24/2015 01:00","NPX",61845,33.82,1.73,-11.26
"01/24/2015 01:00","O H",61846,21.80,-0.62,-1.60
"01/24/2015 01:00","PJM",61847,27.93,0.77,-6.33
"01/24/2015 01:00","WEST",61752,22.18,-0.21,-1.55
"01/24/2015 02:00","CAPITL",61757,32.00,1.50,-9.71
"01/24/2015 02:00","CENTRL",61754,22.12,0.17,-1.17
"01/24/2015 02:00","DUNWOD",61760,29.84,1.83,-7.22
"01/24/2015 02:00","GENESE",61753,21.42,-0.29,-0.92
"01/24/2015 02:00","H Q",61844,20.25,-0.54,0.00
"01/24/2015 02:00","HUD VL",61758,29.85,1.87,-7.19
"01/24/2015 02:00","LONGIL",61762,38.74,2.54,-15.41
"01/24/2015 02:00","MHK VL",61756,22.67,0.58,-1.30
"01/24/2015 02:00","MILLWD",61759,29.97,1.89,-7.28
"01/24/2015 02:00","N.Y.C.",61761,29.97,1.95,-7.23
"01/24/2015 02:00","NORTH",61755,19.71,-1.08,0.00
"01/24/2015 02:00","NPX",61845,31.11,1.71,-8.62
"01/24/2015 02:00","O H",61846,21.30,-0.71,-1.22
"01/24/2015 02:00","PJM",61847,26.34,0.71,-4.84
"01/24/2015 02:00","WEST",61752,21.67,-0.31,-1.19
