"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWH"
"03/01/2015 00:00","CAPITL",61757,105.14,2.32,-71.85
"03/01/2015 00:00","CENTRL",61754,39.73,0.19,-8.58
"03/01/2015 00:00","DUNWOD",61760,87.75,2.94,-53.85
"03/01/2015 00:00","GENESE",61753,37.05,-0.68,-6.77
"03/01/2015 00:00","H Q",61844,30.16,-0.81,0.00
"03/01/2015 00:00","HUD VL",61758,87.20,2.85,-53.39
"03/01/2015 00:00","LONGIL",61762,89.16,4.30,-53.89
"03/01/2015 00:00","MHK VL",61756,42.53,1.33,-10.24
"03/01/2015 00:00","MILLWD",61759,88.36,3.07,-54.33
"03/01/2015 00:00","N.Y.C.",61761,88.00,3.16,-53.88
"03/01/2015 00:00","NORTH",61755,29.73,-1.24,0.00
"03/01/2015 00:00","NPX",61845,111.44,2.57,-77.91
"03/01/2015 00:00","O H",61846,38.30,-1.64,-8.98
"03/01/2015 00:00","PJM",61847,67.82,0.87,-35.99
"03/01/2015 00:00","WEST",61752,38.62,-1.08,-8.73
"03/01/2015 01:00","CAPITL",61757,96.31,2.23,-63.15
"03/01/2015 01:00","CENTRL",61754,38.57,0.09,-7.54
"03/01/2015 01:00","DUNWOD",61760,81.07,2.81,-47.32
"03/01/2015 01:00","GENESE",61753,35.95,-0.93,-5.95
"03/01/2015 01:00","H Q",61844,30.16,-0.77,0.00
"03/01/2015 01:00","HUD VL",61758,80.70,2.84,-46.92
"03/01/2015 01:00","LONGIL",61762,82.19,3.90,-47.36
"03/01/2015 01:00","MHK VL",61756,41.23,1.30,-9.00
"03/01/2015 01:00","MILLWD",61759,81.65,2.97,-47.75
"03/01/2015 01:00","N.Y.C.",61761,81.28,3.00,-47.35
"03/01/2015 01:00","NORTH",61755,29.82,-1.11,0.00
"03/01/2015 01:00","NPX",61845,105.92,2.50,-72.48
"03/01/2015 01:00","O H",61846,36.93,-1.89,-7.89
"03/01/2015 01:00","PJM",61847,63.30,0.74,-31.63
"03/01/2015 01:00","WEST",61752,37.22,-1.39,-7.68
"03/01/2015 02:00","CAPITL",61757,91.06,2.29,-57.83
"03/01/2015 02:00","CENTRL",61754,37.96,0.12,-6.91
"03/01/2015 02:00","DUNWOD",61760,77.00,2.72,-43.34
"03/01/2015 02:00","GENESE",61753,35.51,-0.87,-5.45
"03/01/2015 02:00","H Q",61844,30.16,-0.77,0.00
"03/01/2015 02:00","HUD VL",61758,76.66,2.75,-42.97
"03/01/2015 02:00","LONGIL",61762,78.02,3.71,-43.38
"03/01/2015 02:00","MHK VL",61756,40.47,1.30,-8.24
"03/01/2015 02:00","MILLWD",61759,77.51,2.84,-43.73
"03/01/2015 02:00","N.Y.C.",61761,77.15,2.84,-43.37
"03/01/2015 02:00","NORTH",61755,29.82,-1.11,0.00
"03/01/2015 02:00","NPX",61845,102.41,2.54,-68.94
"03/01/2015 02:00","O H",61846,36.40,-1.76,-7.23
"03/01/2015 02:00","PJM",61847,60.64,0.74,-28.97
"03/01/2015 02:00","WEST",61752,36.73,-1.24,-7.03
"03/01/2015 03:00","CAPITL",61757,85.66,2.30,-52.23
"03/01/2015 03:00","CENTRL",61754,37.49,0.13,-6.24
"03/01/2015 03:00","DUNWOD",61760,73.01,2.74,-39.14
"03/01/2015 03:00","GENESE",61753,35.23,-0.81,-4.92
"03/01/2015 03:00","H Q",61844,30.35,-0.78,0.00
"03/01/2015 03:00","HUD VL",61758,72.70,2.77,-38.81
"03/01/2015 03:00","LONGIL",61762,74.00,3.70,-39.17
"03/01/2015 03:00","MHK VL",61756,39.90,1.34,-7.44
"03/01/2015 03:00","MILLWD",61759,73.51,2.90,-39.49
"03/01/2015 03:00","N.Y.C.",61761,73.15,2.86,-39.17
"03/01/2015 03:00","NORTH",61755,30.13,-1.00,0.00
"03/01/2015 03:00","NPX",61845,100.30,2.55,-66.62
"03/01/2015 03:00","O H",61846,35.91,-1.74,-6.53
"03/01/2015 03:00","PJM",61847,58.03,0.75,-26.16
"03/01/2015 03:00","WEST",61752,36.23,-1.25,-6.35
"03/01/2015 04:00","CAPITL",61757,88.19,2.29,-54.97
"03/01/2015 04:00","CENTRL",61754,37.59,0.09,-6.56
"03/01/2015 04:00","DUNWOD",61760,74.82,2.69,-41.20
"03/01/2015 04:00","GENESE",61753,35.34,-0.77,-5.18
"03/01/2015 04:00","H Q",61844,30.16,-0.77,0.00
"03/01/2015 04:00","HUD VL",61758,74.53,2.75,-40.85
"03/01/2015 04:00","LONGIL",61762,75.78,3.62,-41.23
"03/01/2015 04:00","MHK VL",61756,40.03,1.27,-7.83
