"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWH"
"04/09/2016 00:00","CAPITL",61757,27.56,1.34,-8.41
"04/09/2016 00:00","CENTRL",61754,19.38,0.53,-1.03
"04/09/2016 00:00","DUNWOD",61760,26.85,1.96,-7.08
"04/09/2016 00:00","GENESE",61753,19.05,0.41,-0.83
"04/09/2016 00:00","H Q",61844,10.25,-0.77,6.80
"04/09/2016 00:00","HUD VL",61758,26.64,1.85,-6.98
"04/09/2016 00:00","LONGIL",61762,27.04,2.15,-7.08
"04/09/2016 00:00","MHK VL",61756,18.66,0.52,-0.33
"04/09/2016 00:00","MILLWD",61759,26.86,1.98,-7.07
"04/09/2016 00:00","N.Y.C.",61761,26.86,1.98,-7.08
"04/09/2016 00:00","NORTH",61755,10.30,-1.30,6.22
"04/09/2016 00:00","NPX",61845,27.20,1.60,-7.79
"04/09/2016 00:00","O H",61846,8.00,0.69,10.51
"04/09/2016 00:00","PJM",61847,24.30,1.60,-4.88
"04/09/2016 00:00","WEST",61752,20.14,1.14,-1.19
"04/09/2016 01:00","CAPITL",61757,24.75,1.43,-3.74
"04/09/2016 01:00","CENTRL",61754,20.56,0.59,-0.39
"04/09/2016 01:00","DUNWOD",61760,24.86,2.07,-3.20
"04/09/2016 01:00","GENESE",61753,20.33,0.43,-0.32
"04/09/2016 01:00","H Q",61844,10.25,-0.84,8.49
"04/09/2016 01:00","HUD VL",61758,24.78,2.04,-3.16
"04/09/2016 01:00","LONGIL",61762,24.88,2.10,-3.20
"04/09/2016 01:00","MHK VL",61756,19.55,0.57,0.60
"04/09/2016 01:00","MILLWD",61759,24.92,2.13,-3.20
"04/09/2016 01:00","N.Y.C.",61761,24.86,2.07,-3.20
"04/09/2016 01:00","NORTH",61755,10.51,-1.31,7.77
"04/09/2016 01:00","NPX",61845,24.85,1.74,-3.52
"04/09/2016 01:00","O H",61846,7.30,0.76,13.05
"04/09/2016 01:00","PJM",61847,23.53,1.74,-2.21
"04/09/2016 01:00","WEST",61752,21.35,1.23,-0.54
"04/09/2016 02:00","CAPITL",61757,24.52,1.20,-6.69
"04/09/2016 02:00","CENTRL",61754,17.93,0.48,-0.82
"04/09/2016 02:00","DUNWOD",61760,24.04,1.78,-5.63
"04/09/2016 02:00","GENESE",61753,17.62,0.33,-0.66
"04/09/2016 02:00","H Q",61844,10.25,-0.71,5.66
"04/09/2016 02:00","HUD VL",61758,23.91,1.73,-5.55
"04/09/2016 02:00","LONGIL",61762,23.69,1.43,-5.63
"04/09/2016 02:00","MHK VL",61756,17.30,0.45,-0.22
"04/09/2016 02:00","MILLWD",61759,24.07,1.81,-5.63
"04/09/2016 02:00","N.Y.C.",61761,24.05,1.80,-5.63
"04/09/2016 02:00","NORTH",61755,10.28,-1.16,5.18
"04/09/2016 02:00","NPX",61845,24.30,1.48,-6.20
"04/09/2016 02:00","O H",61846,7.25,0.60,9.97
"04/09/2016 02:00","PJM",61847,21.97,1.46,-3.88
"04/09/2016 02:00","WEST",61752,18.57,1.00,-0.94
"04/09/2016 03:00","CAPITL",61757,24.67,1.25,-6.80
"04/09/2016 03:00","CENTRL",61754,17.94,0.48,-0.83
"04/09/2016 03:00","DUNWOD",61760,24.07,1.73,-5.72
"04/09/2016 03:00","GENESE",61753,17.65,0.37,-0.67
"04/09/2016 03:00","H Q",61844,10.25,-0.71,5.66
"04/09/2016 03:00","HUD VL",61758,23.96,1.70,-5.64
"04/09/2016 03:00","LONGIL",61762,23.64,1.30,-5.72
"04/09/2016 03:00","MHK VL",61756,17.31,0.45,-0.24
"04/09/2016 03:00","MILLWD",61759,24.10,1.76,-5.72
"04/09/2016 03:00","N.Y.C.",61761,24.07,1.73,-5.72
"04/09/2016 03:00","NORTH",61755,10.33,-1.11,5.17
"04/09/2016 03:00","NPX",61845,24.38,1.46,-6.29
"04/09/2016 03:00","O H",61846,7.25,0.65,10.02
"04/09/2016 03:00","PJM",61847,22.01,1.45,-3.94
"04/09/2016 03:00","WEST",61752,18.63,1.05,-0.96
"04/09/2016 04:00","CAPITL",61757,23.52,1.48,-2.39
"04/09/2016 04:00","CENTRL",61754,20.45,0.59,-0.20
