Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
10/24/2016 00:00,CAPITL,61757,14.06,0.99,0.01
10/24/2016 00:00,CENTRL,61754,13.18,0.12,0.01
10/24/2016 00:00,DUNWOD,61760,14.38,1.31,0.00
10/24/2016 00:00,GENESE,61753,12.99,-0.08,0.00
10/24/2016 00:00,H Q,61844,12.27,-0.51,0.29
10/24/2016 00:00,HUD VL,61758,14.32,1.25,0.00
10/24/2016 00:00,LONGIL,61762,14.91,1.78,-0.06
10/24/2016 00:00,MHK VL,61756,13.33,0.30,0.04
10/24/2016 00:00,MILLWD,61759,14.35,1.28,0.00
10/24/2016 00:00,N.Y.C.,61761,14.50,1.42,0.00
10/24/2016 00:00,NORTH,61755,11.94,-0.86,0.27
10/24/2016 00:00,NPX,61845,20.10,1.36,-5.67
10/24/2016 00:00,O H,61846,13.00,-0.07,0.00
10/24/2016 00:00,PJM,61847,14.88,0.61,-1.20
10/24/2016 00:00,WEST,61752,13.25,0.18,0.00
10/24/2016 01:00,CAPITL,61757,13.54,0.97,0.00
10/24/2016 01:00,CENTRL,61754,12.67,0.10,0.00
10/24/2016 01:00,DUNWOD,61760,13.79,1.22,0.00
10/24/2016 01:00,GENESE,61753,12.46,-0.11,0.00
10/24/2016 01:00,H Q,61844,12.08,-0.49,0.00
10/24/2016 01:00,HUD VL,61758,13.75,1.18,0.00
10/24/2016 01:00,LONGIL,61762,14.16,1.58,0.00
10/24/2016 01:00,MHK VL,61756,12.84,0.26,0.00
10/24/2016 01:00,MILLWD,61759,13.77,1.19,0.00
10/24/2016 01:00,N.Y.C.,61761,13.89,1.32,0.00
10/24/2016 01:00,NORTH,61755,11.78,-0.79,0.00
10/24/2016 01:00,NPX,61845,19.01,1.28,-5.15
10/24/2016 01:00,O H,61846,12.53,-0.04,0.00
10/24/2016 01:00,PJM,61847,17.24,0.59,-4.07
10/24/2016 01:00,WEST,61752,12.77,0.20,0.00
10/24/2016 02:00,CAPITL,61757,11.74,0.84,0.00
10/24/2016 02:00,CENTRL,61754,10.95,0.05,0.00
10/24/2016 02:00,DUNWOD,61760,11.90,1.00,0.00
10/24/2016 02:00,GENESE,61753,10.76,-0.14,0.00
10/24/2016 02:00,H Q,61844,10.52,-0.38,0.00
10/24/2016 02:00,HUD VL,61758,11.88,0.98,0.00
10/24/2016 02:00,LONGIL,61762,12.15,1.24,-0.01
10/24/2016 02:00,MHK VL,61756,11.13,0.23,0.00
10/24/2016 02:00,MILLWD,61759,11.91,1.01,0.00
10/24/2016 02:00,N.Y.C.,61761,11.99,1.09,0.00
10/24/2016 02:00,NORTH,61755,10.30,-0.60,0.00
10/24/2016 02:00,NPX,61845,18.04,1.08,-6.06
10/24/2016 02:00,O H,61846,10.84,-0.05,0.00
10/24/2016 02:00,PJM,61847,16.31,0.48,-4.93
10/24/2016 02:00,WEST,61752,11.04,0.14,0.00
10/24/2016 03:00,CAPITL,61757,11.28,0.74,0.00
10/24/2016 03:00,CENTRL,61754,10.59,0.05,0.00
10/24/2016 03:00,DUNWOD,61760,11.49,0.95,0.00
10/24/2016 03:00,GENESE,61753,10.42,-0.12,0.00
10/24/2016 03:00,H Q,61844,10.19,-0.35,0.00
10/24/2016 03:00,HUD VL,61758,11.48,0.94,0.00
10/24/2016 03:00,LONGIL,61762,11.72,1.18,0.00
10/24/2016 03:00,MHK VL,61756,10.76,0.22,0.00
10/24/2016 03:00,MILLWD,61759,11.49,0.95,0.00
10/24/2016 03:00,N.Y.C.,61761,11.56,1.02,0.00
10/24/2016 03:00,NORTH,61755,9.99,-0.55,0.00
10/24/2016 03:00,NPX,61845,17.13,1.00,-5.59
10/24/2016 03:00,O H,61846,10.48,-0.06,0.00
10/24/2016 03:00,PJM,61847,15.55,0.44,-4.57
10/24/2016 03:00,WEST,61752,10.67,0.13,0.00
10/24/2016 04:00,CAPITL,61757,11.39,0.74,0.00
10/24/2016 04:00,CENTRL,61754,10.74,0.10,0.00
10/24/2016 04:00,DUNWOD,61760,11.62,0.98,0.00
10/24/2016 04:00,GENESE,61753,10.58,-0.06,0.00
10/24/2016 04:00,H Q,61844,10.27,-0.37,0.00
10/24/2016 04:00,HUD VL,61758,11.59,0.95,0.00
10/24/2016 04:00,LONGIL,61762,12.49,1.37,-0.48
10/24/2016 04:00,MHK VL,61756,10.90,0.26,0.00
10/24/2016 04:00,MILLWD,61759,11.61,0.97,0.00
10/24/2016 04:00,N.Y.C.,61761,11.71,1.06,0.00
10/24/2016 04:00,NORTH,61755,10.06,-0.59,0.00
10/24/2016 04:00,NPX,61845,17.60,1.02,-5.94
10/24/2016 04:00,O H,61846,10.63,-0.01,0.00
10/24/2016 04:00,PJM,61847,16.01,0.48,-4.89
10/24/2016 04:00,WEST,61752,10.82,0.18,0.00
10/24/2016 05:00,CAPITL,61757,13.55,0.90,0.00
10/24/2016 05:00,CENTRL,61754,12.83,0.18,0.00
10/24/2016 05:00,DUNWOD,61760,13.91,1.25,0.00
10/24/2016 05:00,GENESE,61753,12.72,0.06,0.00
10/24/2016 05:00,H Q,61844,12.25,-0.51,-0.10
10/24/2016 05:00,HUD VL,61758,13.84,1.19,0.00
10/24/2016 05:00,LONGIL,61762,15.18,1.73,-0.79
10/24/2016 05:00,MHK VL,61756,12.94,0.29,0.00
10/24/2016 05:00,MILLWD,61759,13.89,1.24,0.00
10/24/2016 05:00,N.Y.C.,61761,13.99,1.34,0.00
10/24/2016 05:00,NORTH,61755,11.80,-0.85,0.01
10/24/2016 05:00,NPX,61845,21.61,1.28,-7.68
10/24/2016 05:00,O H,61846,12.86,0.10,-0.11
10/24/2016 05:00,PJM,61847,14.63,0.67,-1.31
10/24/2016 05:00,WEST,61752,13.02,0.37,0.00
10/24/2016 06:00,CAPITL,61757,20.01,1.29,0.00
