"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWH"
"03/16/2015 00:00","CAPITL",61757,27.78,1.79,0.00
"03/16/2015 00:00","CENTRL",61754,26.27,0.29,0.00
"03/16/2015 00:00","DUNWOD",61760,28.50,2.52,0.00
"03/16/2015 00:00","GENESE",61753,25.62,-0.36,0.00
"03/16/2015 00:00","H Q",61844,24.80,-0.75,0.43
"03/16/2015 00:00","HUD VL",61758,28.37,2.39,0.00
"03/16/2015 00:00","LONGIL",61762,30.10,3.48,-0.63
"03/16/2015 00:00","MHK VL",61756,26.71,0.73,0.00
"03/16/2015 00:00","MILLWD",61759,28.53,2.55,0.00
"03/16/2015 00:00","N.Y.C.",61761,28.66,2.68,0.00
"03/16/2015 00:00","NORTH",61755,24.92,-1.07,0.00
"03/16/2015 00:00","NPX",61845,28.04,2.05,0.00
"03/16/2015 00:00","O H",61846,24.55,-0.81,0.63
"03/16/2015 00:00","PJM",61847,26.97,0.99,0.00
"03/16/2015 00:00","WEST",61752,25.83,-0.15,0.00
"03/16/2015 01:00","CAPITL",61757,26.47,1.52,0.00
"03/16/2015 01:00","CENTRL",61754,25.19,0.25,0.00
"03/16/2015 01:00","DUNWOD",61760,27.19,2.25,0.00
"03/16/2015 01:00","GENESE",61753,24.65,-0.30,0.00
"03/16/2015 01:00","H Q",61844,24.32,-0.62,0.00
"03/16/2015 01:00","HUD VL",61758,27.09,2.15,0.00
"03/16/2015 01:00","LONGIL",61762,30.17,3.17,-2.06
"03/16/2015 01:00","MHK VL",61756,25.72,0.77,0.00
"03/16/2015 01:00","MILLWD",61759,27.24,2.29,0.00
"03/16/2015 01:00","N.Y.C.",61761,27.36,2.42,0.00
"03/16/2015 01:00","NORTH",61755,24.14,-0.80,0.00
"03/16/2015 01:00","NPX",61845,26.72,1.77,0.00
"03/16/2015 01:00","O H",61846,23.78,-0.80,0.36
"03/16/2015 01:00","PJM",61847,25.79,0.85,0.00
"03/16/2015 01:00","WEST",61752,24.74,-0.20,0.00
"03/16/2015 02:00","CAPITL",61757,25.18,1.45,0.00
"03/16/2015 02:00","CENTRL",61754,23.94,0.21,0.00
"03/16/2015 02:00","DUNWOD",61760,25.82,2.09,0.00
"03/16/2015 02:00","GENESE",61753,23.40,-0.33,0.00
"03/16/2015 02:00","H Q",61844,23.16,-0.57,0.00
"03/16/2015 02:00","HUD VL",61758,25.72,1.99,0.00
"03/16/2015 02:00","LONGIL",61762,26.70,2.97,-0.01
"03/16/2015 02:00","MHK VL",61756,24.42,0.69,0.00
"03/16/2015 02:00","MILLWD",61759,25.84,2.11,0.00
"03/16/2015 02:00","N.Y.C.",61761,25.96,2.23,0.00
"03/16/2015 02:00","NORTH",61755,23.09,-0.64,0.00
"03/16/2015 02:00","NPX",61845,25.44,1.71,0.00
"03/16/2015 02:00","O H",61846,22.95,-0.78,0.00
"03/16/2015 02:00","PJM",61847,24.49,0.76,0.00
"03/16/2015 02:00","WEST",61752,23.52,-0.21,0.00
"03/16/2015 03:00","CAPITL",61757,25.36,1.46,0.00
"03/16/2015 03:00","CENTRL",61754,24.14,0.24,0.00
"03/16/2015 03:00","DUNWOD",61760,26.01,2.10,0.00
"03/16/2015 03:00","GENESE",61753,23.62,-0.29,0.00
"03/16/2015 03:00","H Q",61844,23.33,-0.57,0.00
"03/16/2015 03:00","HUD VL",61758,25.91,2.01,0.00
"03/16/2015 03:00","LONGIL",61762,26.90,2.99,-0.01
"03/16/2015 03:00","MHK VL",61756,24.60,0.69,0.00
"03/16/2015 03:00","MILLWD",61759,26.03,2.13,0.00
"03/16/2015 03:00","N.Y.C.",61761,26.15,2.25,0.00
"03/16/2015 03:00","NORTH",61755,23.23,-0.67,0.00
"03/16/2015 03:00","NPX",61845,25.60,1.70,0.00
"03/16/2015 03:00","O H",61846,22.97,-0.77,0.17
