"Time Stamp","Time Zone","Name","PTID","Load"
"10/29/2021 00:00:00","EDT","CAPITL",61757,1107.2606
"10/29/2021 00:00:00","EDT","CENTRL",61754,1485.0272
"10/29/2021 00:00:00","EDT","DUNWOD",61760,528.6231
"10/29/2021 00:00:00","EDT","GENESE",61753,925.9595
"10/29/2021 00:00:00","EDT","HUD VL",61758,827.2136
"10/29/2021 00:00:00","EDT","LONGIL",61762,1724.9265
"10/29/2021 00:00:00","EDT","MHK VL",61756,636.1089
"10/29/2021 00:00:00","EDT","MILLWD",61759,252.9511
"10/29/2021 00:00:00","EDT","N.Y.C.",61761,4330.693
"10/29/2021 00:00:00","EDT","NORTH",61755,592.5181
"10/29/2021 00:00:00","EDT","WEST",61752,1425.9984
"10/29/2021 00:05:00","EDT","CAPITL",61757,1097.895
"10/29/2021 00:05:00","EDT","CENTRL",61754,1481.3633
"10/29/2021 00:05:00","EDT","DUNWOD",61760,531.8347
"10/29/2021 00:05:00","EDT","GENESE",61753,924.1682
"10/29/2021 00:05:00","EDT","HUD VL",61758,807.7888
"10/29/2021 00:05:00","EDT","LONGIL",61762,1720.9249
"10/29/2021 00:05:00","EDT","MHK VL",61756,630.6502
"10/29/2021 00:05:00","EDT","MILLWD",61759,253.7623
"10/29/2021 00:05:00","EDT","N.Y.C.",61761,4303.4272
"10/29/2021 00:05:00","EDT","NORTH",61755,592.6504
"10/29/2021 00:05:00","EDT","WEST",61752,1425.2533
"10/29/2021 00:10:00","EDT","CAPITL",61757,1100.4889
"10/29/2021 00:10:00","EDT","CENTRL",61754,1477.6299
"10/29/2021 00:10:00","EDT","DUNWOD",61760,531.4206
"10/29/2021 00:10:00","EDT","GENESE",61753,916.0013
"10/29/2021 00:10:00","EDT","HUD VL",61758,849.8995
"10/29/2021 00:10:00","EDT","LONGIL",61762,1720.8828
"10/29/2021 00:10:00","EDT","MHK VL",61756,633.8446
"10/29/2021 00:10:00","EDT","MILLWD",61759,252.1807
"10/29/2021 00:10:00","EDT","N.Y.C.",61761,4274.6724
"10/29/2021 00:10:00","EDT","NORTH",61755,584.5405
"10/29/2021 00:10:00","EDT","WEST",61752,1416.8716
"10/29/2021 00:15:00","EDT","CAPITL",61757,1090.2987
"10/29/2021 00:15:00","EDT","CENTRL",61754,1423.6377
"10/29/2021 00:15:00","EDT","DUNWOD",61760,526.6325
"10/29/2021 00:15:00","EDT","GENESE",61753,916.1834
"10/29/2021 00:15:00","EDT","HUD VL",61758,840.653
"10/29/2021 00:15:00","EDT","LONGIL",61762,1685.6489
"10/29/2021 00:15:00","EDT","MHK VL",61756,626.5766
"10/29/2021 00:15:00","EDT","MILLWD",61759,251.4553
"10/29/2021 00:15:00","EDT","N.Y.C.",61761,4257.5986
"10/29/2021 00:15:00","EDT","NORTH",61755,590.3315
"10/29/2021 00:15:00","EDT","WEST",61752,1415.1395
