"Time Stamp","Time Zone","Name","PTID","Load"
"10/20/2021 00:00:00","EDT","CAPITL",61757,1122.0962
"10/20/2021 00:00:00","EDT","CENTRL",61754,1391.5945
"10/20/2021 00:00:00","EDT","DUNWOD",61760,461.2411
"10/20/2021 00:00:00","EDT","GENESE",61753,898.7447
"10/20/2021 00:00:00","EDT","HUD VL",61758,809.9084
"10/20/2021 00:00:00","EDT","LONGIL",61762,1686.4525
"10/20/2021 00:00:00","EDT","MHK VL",61756,658.0291
"10/20/2021 00:00:00","EDT","MILLWD",61759,236.8897
"10/20/2021 00:00:00","EDT","N.Y.C.",61761,4339.578
"10/20/2021 00:00:00","EDT","NORTH",61755,588.7018
"10/20/2021 00:00:00","EDT","WEST",61752,1436.3754
"10/20/2021 00:05:00","EDT","CAPITL",61757,1112.3339
"10/20/2021 00:05:00","EDT","CENTRL",61754,1414.4116
"10/20/2021 00:05:00","EDT","DUNWOD",61760,464.4239
"10/20/2021 00:05:00","EDT","GENESE",61753,899.0637
"10/20/2021 00:05:00","EDT","HUD VL",61758,823.4562
"10/20/2021 00:05:00","EDT","LONGIL",61762,1674.8756
"10/20/2021 00:05:00","EDT","MHK VL",61756,637.0983
"10/20/2021 00:05:00","EDT","MILLWD",61759,225.3008
"10/20/2021 00:05:00","EDT","N.Y.C.",61761,4331.111
"10/20/2021 00:05:00","EDT","NORTH",61755,589.2128
"10/20/2021 00:05:00","EDT","WEST",61752,1422.0978
"10/20/2021 00:10:00","EDT","CAPITL",61757,1105.6069
"10/20/2021 00:10:00","EDT","CENTRL",61754,1424.9701
"10/20/2021 00:10:00","EDT","DUNWOD",61760,465.8173
"10/20/2021 00:10:00","EDT","GENESE",61753,906.7487
"10/20/2021 00:10:00","EDT","HUD VL",61758,796.6697
"10/20/2021 00:10:00","EDT","LONGIL",61762,1663.4598
"10/20/2021 00:10:00","EDT","MHK VL",61756,629.4686
"10/20/2021 00:10:00","EDT","MILLWD",61759,229.512
"10/20/2021 00:10:00","EDT","N.Y.C.",61761,4271.0513
"10/20/2021 00:10:00","EDT","NORTH",61755,572.2248
"10/20/2021 00:10:00","EDT","WEST",61752,1396.2948
"10/20/2021 00:15:00","EDT","CAPITL",61757,1100.4814
"10/20/2021 00:15:00","EDT","CENTRL",61754,1414.8846
"10/20/2021 00:15:00","EDT","DUNWOD",61760,459.328
"10/20/2021 00:15:00","EDT","GENESE",61753,908.6224
"10/20/2021 00:15:00","EDT","HUD VL",61758,802.5959
"10/20/2021 00:15:00","EDT","LONGIL",61762,1642.6935
"10/20/2021 00:15:00","EDT","MHK VL",61756,611.9566
"10/20/2021 00:15:00","EDT","MILLWD",61759,242.3602
"10/20/2021 00:15:00","EDT","N.Y.C.",61761,4268.6084
"10/20/2021 00:15:00","EDT","NORTH",61755,598.5297
"10/20/2021 00:15:00","EDT","WEST",61752,1405.4304
"10/20/2021 00:20:00","EDT","CAPITL",61757,1089.7732
"10/20/2021 00:20:00","EDT","CENTRL",61754,1419.6068
"10/20/2021 00:20:00","EDT","DUNWOD",61760,460.3543
"10/20/2021 00:20:00","EDT","GENESE",61753,892.6359
"10/20/2021 00:20:00","EDT","HUD VL",61758,813.6259
"10/20/2021 00:20:00","EDT","LONGIL",61762,1635.6455
"10/20/2021 00:20:00","EDT","MHK VL",61756,633.2028
"10/20/2021 00:20:00","EDT","MILLWD",61759,231.7489
"10/20/2021 00:20:00","EDT","N.Y.C.",61761,4258.0093
"10/20/2021 00:20:00","EDT","NORTH",61755,577.027
"10/20/2021 00:20:00","EDT","WEST",61752,1410.4708
"10/20/2021 00:25:00","EDT","CAPITL",61757,1092.5491
"10/20/2021 00:25:00","EDT","CENTRL",61754,1408.994
"10/20/2021 00:25:00","EDT","DUNWOD",61760,457.7911
"10/20/2021 00:25:00","EDT","GENESE",61753,896.2513
"10/20/2021 00:25:00","EDT","HUD VL",61758,802.0139
"10/20/2021 00:25:00","EDT","LONGIL",61762,1616.7747
"10/20/2021 00:25:00","EDT","MHK VL",61756,620.2843
"10/20/2021 00:25:00","EDT","MILLWD",61759,228.1486
"10/20/2021 00:25:00","EDT","N.Y.C.",61761,4219.554
"10/20/2021 00:25:00","EDT","NORTH",61755,562.4625
"10/20/2021 00:25:00","EDT","WEST",61752,1410.1769
"10/20/2021 00:30:00","EDT","CAPITL",61757,1080.1062
"10/20/2021 00:30:00","EDT","CENTRL",61754,1411.4082
"10/20/2021 00:30:00","EDT","DUNWOD",61760,462.2093
"10/20/2021 00:30:00","EDT","GENESE",61753,888.7692
"10/20/2021 00:30:00","EDT","HUD VL",61758,787.2718
"10/20/2021 00:30:00","EDT","LONGIL",61762,1623.5585
"10/20/2021 00:30:00","EDT","MHK VL",61756,625.7423
"10/20/2021 00:30:00","EDT","MILLWD",61759,242.832
"10/20/2021 00:30:00","EDT","N.Y.C.",61761,4209.2246
"10/20/2021 00:30:00","EDT","NORTH",61755,575.1583
"10/20/2021 00:30:00","EDT","WEST",61752,1402.8481
"10/20/2021 00:35:00","EDT","CAPITL",61757,1083.6003
"10/20/2021 00:35:00","EDT","CENTRL",61754,1404.9391
"10/20/2021 00:35:00","EDT","DUNWOD",61760,453.7263
"10/20/2021 00:35:00","EDT","GENESE",61753,887.1643
"10/20/2021 00:35:00","EDT","HUD VL",61758,785.0098
"10/20/2021 00:35:00","EDT","LONGIL",61762,1613.4993
"10/20/2021 00:35:00","EDT","MHK VL",61756,616.7134
"10/20/2021 00:35:00","EDT","MILLWD",61759,234.1088
"10/20/2021 00:35:00","EDT","N.Y.C.",61761,4194.5537
"10/20/2021 00:35:00","EDT","NORTH",61755,582.9015
"10/20/2021 00:35:00","EDT","WEST",61752,1397.5576
"10/20/2021 00:40:00","EDT","CAPITL",61757,1079.2362
"10/20/2021 00:40:00","EDT","CENTRL",61754,1403.487
"10/20/2021 00:40:00","EDT","DUNWOD",61760,456.5392
"10/20/2021 00:40:00","EDT","GENESE",61753,885.3818
"10/20/2021 00:40:00","EDT","HUD VL",61758,784.5502
"10/20/2021 00:40:00","EDT","LONGIL",61762,1607.1232
"10/20/2021 00:40:00","EDT","MHK VL",61756,627.8547
"10/20/2021 00:40:00","EDT","MILLWD",61759,239.1295
"10/20/2021 00:40:00","EDT","N.Y.C.",61761,4191.1455
"10/20/2021 00:40:00","EDT","NORTH",61755,571.5192
"10/20/2021 00:40:00","EDT","WEST",61752,1406.0658
"10/20/2021 00:45:00","EDT","CAPITL",61757,1078.8314
"10/20/2021 00:45:00","EDT","CENTRL",61754,1409.06
"10/20/2021 00:45:00","EDT","DUNWOD",61760,456.1704
"10/20/2021 00:45:00","EDT","GENESE",61753,878.5018
"10/20/2021 00:45:00","EDT","HUD VL",61758,755.2914
"10/20/2021 00:45:00","EDT","LONGIL",61762,1590.1636
"10/20/2021 00:45:00","EDT","MHK VL",61756,610.074
"10/20/2021 00:45:00","EDT","MILLWD",61759,228.3784
"10/20/2021 00:45:00","EDT","N.Y.C.",61761,4150.778
"10/20/2021 00:45:00","EDT","NORTH",61755,585.4674
"10/20/2021 00:45:00","EDT","WEST",61752,1398.6409
"10/20/2021 00:50:00","EDT","CAPITL",61757,1073.6536
"10/20/2021 00:50:00","EDT","CENTRL",61754,1403.4366
"10/20/2021 00:50:00","EDT","DUNWOD",61760,453.4026
"10/20/2021 00:50:00","EDT","GENESE",61753,874.7109
"10/20/2021 00:50:00","EDT","HUD VL",61758,779.103
"10/20/2021 00:50:00","EDT","LONGIL",61762,1588.3373
"10/20/2021 00:50:00","EDT","MHK VL",61756,617.8142
"10/20/2021 00:50:00","EDT","MILLWD",61759,221.663
"10/20/2021 00:50:00","EDT","N.Y.C.",61761,4140.292
"10/20/2021 00:50:00","EDT","NORTH",61755,579.8689
"10/20/2021 00:50:00","EDT","WEST",61752,1395.459
"10/20/2021 00:55:00","EDT","CAPITL",61757,1067.5182
"10/20/2021 00:55:00","EDT","CENTRL",61754,1353.9647
"10/20/2021 00:55:00","EDT","DUNWOD",61760,442.8449
"10/20/2021 00:55:00","EDT","GENESE",61753,870.2271
"10/20/2021 00:55:00","EDT","HUD VL",61758,779.2565
"10/20/2021 00:55:00","EDT","LONGIL",61762,1577.8364
"10/20/2021 00:55:00","EDT","MHK VL",61756,607.9044
"10/20/2021 00:55:00","EDT","MILLWD",61759,224.1282
"10/20/2021 00:55:00","EDT","N.Y.C.",61761,4118.2334
"10/20/2021 00:55:00","EDT","NORTH",61755,577.7743
"10/20/2021 00:55:00","EDT","WEST",61752,1378.381
"10/20/2021 01:00:00","EDT","CAPITL",61757,1063.5693
"10/20/2021 01:00:00","EDT","CENTRL",61754,1355.3492
"10/20/2021 01:00:00","EDT","DUNWOD",61760,443.3525
"10/20/2021 01:00:00","EDT","GENESE",61753,868.0104
"10/20/2021 01:00:00","EDT","HUD VL",61758,793.368
"10/20/2021 01:00:00","EDT","LONGIL",61762,1582.1626
"10/20/2021 01:00:00","EDT","MHK VL",61756,619.2557
"10/20/2021 01:00:00","EDT","MILLWD",61759,216.5329
"10/20/2021 01:00:00","EDT","N.Y.C.",61761,4103.1567
"10/20/2021 01:00:00","EDT","NORTH",61755,568.1566
"10/20/2021 01:00:00","EDT","WEST",61752,1376.3965
"10/20/2021 01:05:00","EDT","CAPITL",61757,1052.6575
"10/20/2021 01:05:00","EDT","CENTRL",61754,1375.2896
"10/20/2021 01:05:00","EDT","DUNWOD",61760,446.5992
"10/20/2021 01:05:00","EDT","GENESE",61753,865.3415
"10/20/2021 01:05:00","EDT","HUD VL",61758,779.902
"10/20/2021 01:05:00","EDT","LONGIL",61762,1559.2318
"10/20/2021 01:05:00","EDT","MHK VL",61756,609.2285
"10/20/2021 01:05:00","EDT","MILLWD",61759,225.1829
"10/20/2021 01:05:00","EDT","N.Y.C.",61761,4074.8389
"10/20/2021 01:05:00","EDT","NORTH",61755,579.4579
"10/20/2021 01:05:00","EDT","WEST",61752,1392.8345
"10/20/2021 01:10:00","EDT","CAPITL",61757,1061.173
"10/20/2021 01:10:00","EDT","CENTRL",61754,1363.3358
"10/20/2021 01:10:00","EDT","DUNWOD",61760,443.8611
"10/20/2021 01:10:00","EDT","GENESE",61753,874.9591
"10/20/2021 01:10:00","EDT","HUD VL",61758,781.0723
"10/20/2021 01:10:00","EDT","LONGIL",61762,1567.2604
"10/20/2021 01:10:00","EDT","MHK VL",61756,610.1276
"10/20/2021 01:10:00","EDT","MILLWD",61759,224.2245
"10/20/2021 01:10:00","EDT","N.Y.C.",61761,4069.4502
"10/20/2021 01:10:00","EDT","NORTH",61755,572.9182
"10/20/2021 01:10:00","EDT","WEST",61752,1363.8455
"10/20/2021 01:15:00","EDT","CAPITL",61757,1056.0282
"10/20/2021 01:15:00","EDT","CENTRL",61754,1382.3271
"10/20/2021 01:15:00","EDT","DUNWOD",61760,449.412
"10/20/2021 01:15:00","EDT","GENESE",61753,863.5387
"10/20/2021 01:15:00","EDT","HUD VL",61758,756.425
"10/20/2021 01:15:00","EDT","LONGIL",61762,1551.7406
"10/20/2021 01:15:00","EDT","MHK VL",61756,597.5812
"10/20/2021 01:15:00","EDT","MILLWD",61759,228.4222
"10/20/2021 01:15:00","EDT","N.Y.C.",61761,4059.63
"10/20/2021 01:15:00","EDT","NORTH",61755,574.9712
"10/20/2021 01:15:00","EDT","WEST",61752,1366.9319
"10/20/2021 01:20:00","EDT","CAPITL",61757,1067.449
"10/20/2021 01:20:00","EDT","CENTRL",61754,1381.0508
"10/20/2021 01:20:00","EDT","DUNWOD",61760,456.0369
"10/20/2021 01:20:00","EDT","GENESE",61753,865.1395
"10/20/2021 01:20:00","EDT","HUD VL",61758,760.9403
"10/20/2021 01:20:00","EDT","LONGIL",61762,1550.0903
"10/20/2021 01:20:00","EDT","MHK VL",61756,599.9172
"10/20/2021 01:20:00","EDT","MILLWD",61759,226.5213
"10/20/2021 01:20:00","EDT","N.Y.C.",61761,4043.348
"10/20/2021 01:20:00","EDT","NORTH",61755,578.4246
"10/20/2021 01:20:00","EDT","WEST",61752,1379.7753
"10/20/2021 01:25:00","EDT","CAPITL",61757,1059.5383
"10/20/2021 01:25:00","EDT","CENTRL",61754,1326.3317
