"Time Stamp","Time Zone","Name","PTID","Load"
"12/02/2021 00:00:00","EST","CAPITL",61757,1268.3618
"12/02/2021 00:00:00","EST","CENTRL",61754,1670.7509
"12/02/2021 00:00:00","EST","DUNWOD",61760,546.7178
"12/02/2021 00:00:00","EST","GENESE",61753,1009.9242
"12/02/2021 00:00:00","EST","HUD VL",61758,971.0151
"12/02/2021 00:00:00","EST","LONGIL",61762,1867.6125
"12/02/2021 00:00:00","EST","MHK VL",61756,862.77
"12/02/2021 00:00:00","EST","MILLWD",61759,313.6814
"12/02/2021 00:00:00","EST","N.Y.C.",61761,4707.5234
"12/02/2021 00:00:00","EST","NORTH",61755,631.4884
"12/02/2021 00:00:00","EST","WEST",61752,1527.0736
"12/02/2021 00:05:00","EST","CAPITL",61757,1253.6262
"12/02/2021 00:05:00","EST","CENTRL",61754,1687.6608
"12/02/2021 00:05:00","EST","DUNWOD",61760,532.4087
"12/02/2021 00:05:00","EST","GENESE",61753,1001.1327
"12/02/2021 00:05:00","EST","HUD VL",61758,958.8868
"12/02/2021 00:05:00","EST","LONGIL",61762,1872.7723
"12/02/2021 00:05:00","EST","MHK VL",61756,857.4045
"12/02/2021 00:05:00","EST","MILLWD",61759,320.4896
"12/02/2021 00:05:00","EST","N.Y.C.",61761,4673.5283
"12/02/2021 00:05:00","EST","NORTH",61755,645.8665
"12/02/2021 00:05:00","EST","WEST",61752,1524.6553
"12/02/2021 00:10:00","EST","CAPITL",61757,1239.3413
"12/02/2021 00:10:00","EST","CENTRL",61754,1680.3232
"12/02/2021 00:10:00","EST","DUNWOD",61760,540.9823
"12/02/2021 00:10:00","EST","GENESE",61753,991.8554
"12/02/2021 00:10:00","EST","HUD VL",61758,932.6787
"12/02/2021 00:10:00","EST","LONGIL",61762,1844.7639
"12/02/2021 00:10:00","EST","MHK VL",61756,839.3947
"12/02/2021 00:10:00","EST","MILLWD",61759,329.719
"12/02/2021 00:10:00","EST","N.Y.C.",61761,4637.3696
"12/02/2021 00:10:00","EST","NORTH",61755,635.7172
"12/02/2021 00:10:00","EST","WEST",61752,1521.9917
"12/02/2021 00:15:00","EST","CAPITL",61757,1239.7998
"12/02/2021 00:15:00","EST","CENTRL",61754,1671.595
"12/02/2021 00:15:00","EST","DUNWOD",61760,532.0511
"12/02/2021 00:15:00","EST","GENESE",61753,995.629
"12/02/2021 00:15:00","EST","HUD VL",61758,920.257
"12/02/2021 00:15:00","EST","LONGIL",61762,1828.7451
"12/02/2021 00:15:00","EST","MHK VL",61756,834.4846
"12/02/2021 00:15:00","EST","MILLWD",61759,309.7821
"12/02/2021 00:15:00","EST","N.Y.C.",61761,4608.96
"12/02/2021 00:15:00","EST","NORTH",61755,641.4426
