"Time Stamp","Time Zone","Name","PTID","Load"
"10/14/2021 00:00:00","EDT","CAPITL",61757,1170.5504
"10/14/2021 00:00:00","EDT","CENTRL",61754,1405.2123
"10/14/2021 00:00:00","EDT","DUNWOD",61760,535.0849
"10/14/2021 00:00:00","EDT","GENESE",61753,955.6531
"10/14/2021 00:00:00","EDT","HUD VL",61758,842.5837
"10/14/2021 00:00:00","EDT","LONGIL",61762,1890.2744
"10/14/2021 00:00:00","EDT","MHK VL",61756,652.5419
"10/14/2021 00:00:00","EDT","MILLWD",61759,256.1416
"10/14/2021 00:00:00","EDT","N.Y.C.",61761,4831.569
"10/14/2021 00:00:00","EDT","NORTH",61755,568.4099
"10/14/2021 00:00:00","EDT","WEST",61752,1419.4795
"10/14/2021 00:05:00","EDT","CAPITL",61757,1160.698
"10/14/2021 00:05:00","EDT","CENTRL",61754,1394.0623
"10/14/2021 00:05:00","EDT","DUNWOD",61760,531.048
"10/14/2021 00:05:00","EDT","GENESE",61753,945.5205
"10/14/2021 00:05:00","EDT","HUD VL",61758,856.0037
"10/14/2021 00:05:00","EDT","LONGIL",61762,1860.797
"10/14/2021 00:05:00","EDT","MHK VL",61756,654.8726
"10/14/2021 00:05:00","EDT","MILLWD",61759,258.6168
"10/14/2021 00:05:00","EDT","N.Y.C.",61761,4795.8467
"10/14/2021 00:05:00","EDT","NORTH",61755,562.0996
"10/14/2021 00:05:00","EDT","WEST",61752,1418.2922
"10/14/2021 00:10:00","EDT","CAPITL",61757,1166.4578
"10/14/2021 00:10:00","EDT","CENTRL",61754,1396.668
"10/14/2021 00:10:00","EDT","DUNWOD",61760,520.1544
"10/14/2021 00:10:00","EDT","GENESE",61753,941.0095
"10/14/2021 00:10:00","EDT","HUD VL",61758,847.5321
"10/14/2021 00:10:00","EDT","LONGIL",61762,1866.749
"10/14/2021 00:10:00","EDT","MHK VL",61756,672.7827
"10/14/2021 00:10:00","EDT","MILLWD",61759,249.0626
"10/14/2021 00:10:00","EDT","N.Y.C.",61761,4751.9277
"10/14/2021 00:10:00","EDT","NORTH",61755,555.1388
"10/14/2021 00:10:00","EDT","WEST",61752,1388.1694
"10/14/2021 00:15:00","EDT","CAPITL",61757,1150.0586
"10/14/2021 00:15:00","EDT","CENTRL",61754,1386.3143
"10/14/2021 00:15:00","EDT","DUNWOD",61760,520.2503
"10/14/2021 00:15:00","EDT","GENESE",61753,936.5387
"10/14/2021 00:15:00","EDT","HUD VL",61758,807.025
"10/14/2021 00:15:00","EDT","LONGIL",61762,1846.5365
"10/14/2021 00:15:00","EDT","MHK VL",61756,654.0158
"10/14/2021 00:15:00","EDT","MILLWD",61759,258.6008
"10/14/2021 00:15:00","EDT","N.Y.C.",61761,4728.5615
"10/14/2021 00:15:00","EDT","NORTH",61755,573.0905
"10/14/2021 00:15:00","EDT","WEST",61752,1388.0197
"10/14/2021 00:20:00","EDT","CAPITL",61757,1152.4689
"10/14/2021 00:20:00","EDT","CENTRL",61754,1421.9025
"10/14/2021 00:20:00","EDT","DUNWOD",61760,522.6691
"10/14/2021 00:20:00","EDT","GENESE",61753,939.591
"10/14/2021 00:20:00","EDT","HUD VL",61758,799.1735
"10/14/2021 00:20:00","EDT","LONGIL",61762,1829.6416
"10/14/2021 00:20:00","EDT","MHK VL",61756,650.2791
"10/14/2021 00:20:00","EDT","MILLWD",61759,257.8443
"10/14/2021 00:20:00","EDT","N.Y.C.",61761,4737.147
"10/14/2021 00:20:00","EDT","NORTH",61755,555.5845
"10/14/2021 00:20:00","EDT","WEST",61752,1378.0267
"10/14/2021 00:25:00","EDT","CAPITL",61757,1149.8267
"10/14/2021 00:25:00","EDT","CENTRL",61754,1403.6934
"10/14/2021 00:25:00","EDT","DUNWOD",61760,534.4446
"10/14/2021 00:25:00","EDT","GENESE",61753,936.7618
"10/14/2021 00:25:00","EDT","HUD VL",61758,835.4203
"10/14/2021 00:25:00","EDT","LONGIL",61762,1831.0781
"10/14/2021 00:25:00","EDT","MHK VL",61756,654.9655
"10/14/2021 00:25:00","EDT","MILLWD",61759,249.8202
"10/14/2021 00:25:00","EDT","N.Y.C.",61761,4705.29
"10/14/2021 00:25:00","EDT","NORTH",61755,564.7058
"10/14/2021 00:25:00","EDT","WEST",61752,1377.3677
"10/14/2021 00:30:00","EDT","CAPITL",61757,1138.8647
"10/14/2021 00:30:00","EDT","CENTRL",61754,1433.1017
"10/14/2021 00:30:00","EDT","DUNWOD",61760,522.659
"10/14/2021 00:30:00","EDT","GENESE",61753,930.753
"10/14/2021 00:30:00","EDT","HUD VL",61758,809.1262
"10/14/2021 00:30:00","EDT","LONGIL",61762,1809.2906
"10/14/2021 00:30:00","EDT","MHK VL",61756,647.5554
"10/14/2021 00:30:00","EDT","MILLWD",61759,250.4193
"10/14/2021 00:30:00","EDT","N.Y.C.",61761,4678.6953
