"Time Stamp","Time Zone","Name","PTID","Load"
"10/31/2021 00:00:00","EDT","CAPITL",61757,1030.4028
"10/31/2021 00:00:00","EDT","CENTRL",61754,1445.5361
"10/31/2021 00:00:00","EDT","DUNWOD",61760,488.504
"10/31/2021 00:00:00","EDT","GENESE",61753,894.6213
"10/31/2021 00:00:00","EDT","HUD VL",61758,794.7989
"10/31/2021 00:00:00","EDT","LONGIL",61762,1698.8519
"10/31/2021 00:00:00","EDT","MHK VL",61756,605.6162
"10/31/2021 00:00:00","EDT","MILLWD",61759,264.6385
"10/31/2021 00:00:00","EDT","N.Y.C.",61761,4358.201
"10/31/2021 00:00:00","EDT","NORTH",61755,562.5112
"10/31/2021 00:00:00","EDT","WEST",61752,1404.7366
"10/31/2021 00:05:00","EDT","CAPITL",61757,1035.6666
"10/31/2021 00:05:00","EDT","CENTRL",61754,1419.2623
"10/31/2021 00:05:00","EDT","DUNWOD",61760,470.7103
"10/31/2021 00:05:00","EDT","GENESE",61753,896.1546
"10/31/2021 00:05:00","EDT","HUD VL",61758,767.7695
"10/31/2021 00:05:00","EDT","LONGIL",61762,1697.1094
"10/31/2021 00:05:00","EDT","MHK VL",61756,599.225
"10/31/2021 00:05:00","EDT","MILLWD",61759,265.591
"10/31/2021 00:05:00","EDT","N.Y.C.",61761,4337.6123
"10/31/2021 00:05:00","EDT","NORTH",61755,564.3385
"10/31/2021 00:05:00","EDT","WEST",61752,1387.7789
"10/31/2021 00:10:00","EDT","CAPITL",61757,1029.3599
"10/31/2021 00:10:00","EDT","CENTRL",61754,1445.8372
"10/31/2021 00:10:00","EDT","DUNWOD",61760,475.4942
"10/31/2021 00:10:00","EDT","GENESE",61753,890.8137
"10/31/2021 00:10:00","EDT","HUD VL",61758,821.1487
"10/31/2021 00:10:00","EDT","LONGIL",61762,1690.8743
"10/31/2021 00:10:00","EDT","MHK VL",61756,591.8662
"10/31/2021 00:10:00","EDT","MILLWD",61759,258.672
"10/31/2021 00:10:00","EDT","N.Y.C.",61761,4323.7876
"10/31/2021 00:10:00","EDT","NORTH",61755,567.6786
"10/31/2021 00:10:00","EDT","WEST",61752,1405.7473
"10/31/2021 00:15:00","EDT","CAPITL",61757,1024.6486
"10/31/2021 00:15:00","EDT","CENTRL",61754,1438.5815
"10/31/2021 00:15:00","EDT","DUNWOD",61760,489.4436
"10/31/2021 00:15:00","EDT","GENESE",61753,883.0349
"10/31/2021 00:15:00","EDT","HUD VL",61758,765.7658
"10/31/2021 00:15:00","EDT","LONGIL",61762,1671.1239
"10/31/2021 00:15:00","EDT","MHK VL",61756,585.8203
"10/31/2021 00:15:00","EDT","MILLWD",61759,263.574
"10/31/2021 00:15:00","EDT","N.Y.C.",61761,4323.494
"10/31/2021 00:15:00","EDT","NORTH",61755,571.4175
"10/31/2021 00:15:00","EDT","WEST",61752,1399.8743
"10/31/2021 00:20:00","EDT","CAPITL",61757,1021.1597
"10/31/2021 00:20:00","EDT","CENTRL",61754,1438.0942
"10/31/2021 00:20:00","EDT","DUNWOD",61760,471.1386
"10/31/2021 00:20:00","EDT","GENESE",61753,875.4899
"10/31/2021 00:20:00","EDT","HUD VL",61758,805.4016
"10/31/2021 00:20:00","EDT","LONGIL",61762,1660.9677
"10/31/2021 00:20:00","EDT","MHK VL",61756,582.3071
"10/31/2021 00:20:00","EDT","MILLWD",61759,245.9197
"10/31/2021 00:20:00","EDT","N.Y.C.",61761,4313.4004
"10/31/2021 00:20:00","EDT","NORTH",61755,576.4294
"10/31/2021 00:20:00","EDT","WEST",61752,1393.5597
"10/31/2021 00:25:00","EDT","CAPITL",61757,1025.2195
"10/31/2021 00:25:00","EDT","CENTRL",61754,1404.8682
