"Time Stamp","Time Zone","Name","PTID","Load"
"12/12/2021 00:00:00","EST","CAPITL",61757,1179.8411
"12/12/2021 00:00:00","EST","CENTRL",61754,1654.9347
"12/12/2021 00:00:00","EST","DUNWOD",61760,598.358
"12/12/2021 00:00:00","EST","GENESE",61753,915.3937
"12/12/2021 00:00:00","EST","HUD VL",61758,921.9831
"12/12/2021 00:00:00","EST","LONGIL",61762,1812.8016
"12/12/2021 00:00:00","EST","MHK VL",61756,716.8342
"12/12/2021 00:00:00","EST","MILLWD",61759,247.8931
"12/12/2021 00:00:00","EST","N.Y.C.",61761,4519.1904
"12/12/2021 00:00:00","EST","NORTH",61755,599.7453
"12/12/2021 00:00:00","EST","WEST",61752,1492.7854
"12/12/2021 00:05:00","EST","CAPITL",61757,1172.811
"12/12/2021 00:05:00","EST","CENTRL",61754,1649.263
"12/12/2021 00:05:00","EST","DUNWOD",61760,576.36
"12/12/2021 00:05:00","EST","GENESE",61753,907.3734
"12/12/2021 00:05:00","EST","HUD VL",61758,891.5443
"12/12/2021 00:05:00","EST","LONGIL",61762,1792.2124
"12/12/2021 00:05:00","EST","MHK VL",61756,711.7518
"12/12/2021 00:05:00","EST","MILLWD",61759,246.2778
"12/12/2021 00:05:00","EST","N.Y.C.",61761,4476.3105
"12/12/2021 00:05:00","EST","NORTH",61755,598.9462
"12/12/2021 00:05:00","EST","WEST",61752,1482.7181
"12/12/2021 00:10:00","EST","CAPITL",61757,1155.2628
"12/12/2021 00:10:00","EST","CENTRL",61754,1629.5276
"12/12/2021 00:10:00","EST","DUNWOD",61760,568.2737
"12/12/2021 00:10:00","EST","GENESE",61753,901.1885
"12/12/2021 00:10:00","EST","HUD VL",61758,899.6019
"12/12/2021 00:10:00","EST","LONGIL",61762,1784.2781
"12/12/2021 00:10:00","EST","MHK VL",61756,705.2269
"12/12/2021 00:10:00","EST","MILLWD",61759,236.6916
"12/12/2021 00:10:00","EST","N.Y.C.",61761,4505.629
"12/12/2021 00:10:00","EST","NORTH",61755,591.5081
"12/12/2021 00:10:00","EST","WEST",61752,1471.5353
"12/12/2021 00:15:00","EST","CAPITL",61757,1131.159
"12/12/2021 00:15:00","EST","CENTRL",61754,1630.1779
"12/12/2021 00:15:00","EST","DUNWOD",61760,481.5591
"12/12/2021 00:15:00","EST","GENESE",61753,894.4548
"12/12/2021 00:15:00","EST","HUD VL",61758,881.3898
"12/12/2021 00:15:00","EST","LONGIL",61762,1792.3313
"12/12/2021 00:15:00","EST","MHK VL",61756,716.1825
"12/12/2021 00:15:00","EST","MILLWD",61759,247.1363
"12/12/2021 00:15:00","EST","N.Y.C.",61761,4556.6343
"12/12/2021 00:15:00","EST","NORTH",61755,588.0637
"12/12/2021 00:15:00","EST","WEST",61752,1447.4532
"12/12/2021 00:20:00","EST","CAPITL",61757,1116.6958
"12/12/2021 00:20:00","EST","CENTRL",61754,1630.9279
"12/12/2021 00:20:00","EST","DUNWOD",61760,419.4504
"12/12/2021 00:20:00","EST","GENESE",61753,894.6246
"12/12/2021 00:20:00","EST","HUD VL",61758,875.833
"12/12/2021 00:20:00","EST","LONGIL",61762,1772.9762
"12/12/2021 00:20:00","EST","MHK VL",61756,710.7489
"12/12/2021 00:20:00","EST","MILLWD",61759,238.3574
"12/12/2021 00:20:00","EST","N.Y.C.",61761,4566.969
"12/12/2021 00:20:00","EST","NORTH",61755,591.4597
"12/12/2021 00:20:00","EST","WEST",61752,1437.2465
"12/12/2021 00:25:00","EST","CAPITL",61757,1087.7109
"12/12/2021 00:25:00","EST","CENTRL",61754,1582.8767
"12/12/2021 00:25:00","EST","DUNWOD",61760,425.1435
"12/12/2021 00:25:00","EST","GENESE",61753,884.6708
"12/12/2021 00:25:00","EST","HUD VL",61758,872.2003
"12/12/2021 00:25:00","EST","LONGIL",61762,1771.1404
"12/12/2021 00:25:00","EST","MHK VL",61756,710.136
"12/12/2021 00:25:00","EST","MILLWD",61759,231.8921
"12/12/2021 00:25:00","EST","N.Y.C.",61761,4548.803
"12/12/2021 00:25:00","EST","NORTH",61755,600.0857
"12/12/2021 00:25:00","EST","WEST",61752,1442.3734
"12/12/2021 00:30:00","EST","CAPITL",61757,1086.1249
"12/12/2021 00:30:00","EST","CENTRL",61754,1577.8174
"12/12/2021 00:30:00","EST","DUNWOD",61760,422.5919
"12/12/2021 00:30:00","EST","GENESE",61753,887.6909
"12/12/2021 00:30:00","EST","HUD VL",61758,885.2554
"12/12/2021 00:30:00","EST","LONGIL",61762,1755.8739
"12/12/2021 00:30:00","EST","MHK VL",61756,706.2127
"12/12/2021 00:30:00","EST","MILLWD",61759,229.8598
"12/12/2021 00:30:00","EST","N.Y.C.",61761,4532.6797
"12/12/2021 00:30:00","EST","NORTH",61755,603.6966
"12/12/2021 00:30:00","EST","WEST",61752,1450.397
"12/12/2021 00:35:00","EST","CAPITL",61757,1075.0709
"12/12/2021 00:35:00","EST","CENTRL",61754,1635.7012
"12/12/2021 00:35:00","EST","DUNWOD",61760,407.5983
"12/12/2021 00:35:00","EST","GENESE",61753,884.6237
"12/12/2021 00:35:00","EST","HUD VL",61758,885.544
"12/12/2021 00:35:00","EST","LONGIL",61762,1746.8159
"12/12/2021 00:35:00","EST","MHK VL",61756,695.4714
"12/12/2021 00:35:00","EST","MILLWD",61759,234.0095
"12/12/2021 00:35:00","EST","N.Y.C.",61761,4520.1973
"12/12/2021 00:35:00","EST","NORTH",61755,609.7615
"12/12/2021 00:35:00","EST","WEST",61752,1430.2446
"12/12/2021 00:40:00","EST","CAPITL",61757,1060.0786
"12/12/2021 00:40:00","EST","CENTRL",61754,1634.7247
"12/12/2021 00:40:00","EST","DUNWOD",61760,407.6458
"12/12/2021 00:40:00","EST","GENESE",61753,884.6033
"12/12/2021 00:40:00","EST","HUD VL",61758,891.4401
"12/12/2021 00:40:00","EST","LONGIL",61762,1734.4552
"12/12/2021 00:40:00","EST","MHK VL",61756,681.2222
"12/12/2021 00:40:00","EST","MILLWD",61759,221.1057
"12/12/2021 00:40:00","EST","N.Y.C.",61761,4523.3716
"12/12/2021 00:40:00","EST","NORTH",61755,602.1263
"12/12/2021 00:40:00","EST","WEST",61752,1438.2236
"12/12/2021 00:45:00","EST","CAPITL",61757,1055.9268
"12/12/2021 00:45:00","EST","CENTRL",61754,1611.1654
"12/12/2021 00:45:00","EST","DUNWOD",61760,413.2051
"12/12/2021 00:45:00","EST","GENESE",61753,879.7926
"12/12/2021 00:45:00","EST","HUD VL",61758,866.931
"12/12/2021 00:45:00","EST","LONGIL",61762,1716.8285
"12/12/2021 00:45:00","EST","MHK VL",61756,702.949
"12/12/2021 00:45:00","EST","MILLWD",61759,223.2033
"12/12/2021 00:45:00","EST","N.Y.C.",61761,4503.7393
"12/12/2021 00:45:00","EST","NORTH",61755,603.4021
"12/12/2021 00:45:00","EST","WEST",61752,1437.8016
"12/12/2021 00:50:00","EST","CAPITL",61757,1065.3224
"12/12/2021 00:50:00","EST","CENTRL",61754,1584.4087
"12/12/2021 00:50:00","EST","DUNWOD",61760,413.4103
"12/12/2021 00:50:00","EST","GENESE",61753,881.8654
"12/12/2021 00:50:00","EST","HUD VL",61758,851.4838
"12/12/2021 00:50:00","EST","LONGIL",61762,1722.627
"12/12/2021 00:50:00","EST","MHK VL",61756,690.2194
"12/12/2021 00:50:00","EST","MILLWD",61759,229.3757
"12/12/2021 00:50:00","EST","N.Y.C.",61761,4502.6084
"12/12/2021 00:50:00","EST","NORTH",61755,611.5157
"12/12/2021 00:50:00","EST","WEST",61752,1436.6599
"12/12/2021 00:55:00","EST","CAPITL",61757,1066.1608
"12/12/2021 00:55:00","EST","CENTRL",61754,1599.0199
"12/12/2021 00:55:00","EST","DUNWOD",61760,408.3308
