date,DAP,LF,RTP
2017-01-01 05:00:00+00:00,3.3614165116503107,5065,5.143474780742367
2017-01-01 06:00:00+00:00,3.3061538329752613,4934,5.134621273877247
2017-01-01 07:00:00+00:00,3.1970391302590264,4812,5.136974216139274
2017-01-01 08:00:00+00:00,3.0081547935525483,4728,5.1418389797116
2017-01-01 09:00:00+00:00,3.09874002362822,4665,5.117514655723352
2017-01-01 10:00:00+00:00,3.0373539482448106,4605,5.11954948795338
2017-01-01 11:00:00+00:00,2.9580304063699794,4501,5.157156946759023
2017-01-01 12:00:00+00:00,3.1175073304799117,4390,5.102728182753178
2017-01-01 13:00:00+00:00,3.2507620137305224,4437,5.086917092253414
2017-01-01 14:00:00+00:00,3.421979920844684,4579,5.098035484377089
2017-01-01 15:00:00+00:00,3.2857865301508276,4744,5.076672691357563
2017-01-01 16:00:00+00:00,3.2457124788217606,4882,5.049343055199305
2017-01-01 17:00:00+00:00,3.2962071678045244,4950,5.025326842839245
2017-01-01 18:00:00+00:00,3.226447090364519,4964,5.045294336581097
2017-01-01 19:00:00+00:00,3.2311995745570328,4984,5.058154810064233
2017-01-01 20:00:00+00:00,3.2315945972759756,5003,5.052416828111211
2017-01-01 21:00:00+00:00,3.4187098067467865,5080,5.104793295246089
2017-01-01 22:00:00+00:00,3.707946516831162,5272,5.268167389597154
2017-01-01 23:00:00+00:00,3.5879535355239756,5379,5.213576138092946
2017-01-02 00:00:00+00:00,3.5504790843779097,5429,5.148888853056108
2017-01-02 01:00:00+00:00,3.4836986031738992,5431,5.135974892069394
2017-01-02 02:00:00+00:00,3.4265401893339504,5396,5.121401174412632
2017-01-02 03:00:00+00:00,3.29842610362621,5300,5.117155137473929
2017-01-02 04:00:00+00:00,3.2204745462318978,5136,5.101937452503042
2017-01-02 05:00:00+00:00,3.446489370853862,4786,5.119967910506483
2017-01-02 06:00:00+00:00,3.4111477125153233,4617,5.108185387662105
2017-01-02 07:00:00+00:00,3.2335673736111907,4472,5.102788982266801
2017-01-02 08:00:00+00:00,3.117064558721516,4380,5.116135799954996
2017-01-02 09:00:00+00:00,3.2240623515555007,4363,5.111927545578128
2017-01-02 10:00:00+00:00,3.2240623515555007,4454,5.122117036759018
2017-01-02 11:00:00+00:00,3.3054204262683866,4613,5.119788607992779
2017-01-02 12:00:00+00:00,3.426865128410733,4782,5.120983351265121
2017-01-02 13:00:00+00:00,3.5325179989895132,5056,5.318021949822372
2017-01-02 14:00:00+00:00,3.658677945380815,5281,5.504924949222147
2017-01-02 15:00:00+00:00,3.5380565643793527,5512,5.76916439003684
2017-01-02 16:00:00+00:00,3.5452977256359124,5742,5.20559882554483
2017-01-02 17:00:00+00:00,3.548179572010801,5818,5.160491049640633
2017-01-02 18:00:00+00:00,3.497113438491982,5810,5.1420728294642
2017-01-02 19:00:00+00:00,3.4436180975461075,5826,5.143708248320618
2017-01-02 20:00:00+00:00,3.472587377748828,5820,5.151729681705193
2017-01-02 21:00:00+00:00,3.6656108271745818,5923,5.1961185142277895
2017-01-02 22:00:00+00:00,3.947776175133964,6149,5.15779013141106
2017-01-02 23:00:00+00:00,3.8106545110398575,6080,5.2924501882699895
2017-01-03 00:00:00+00:00,3.714303506454095,5976,5.1688349087698
2017-01-03 01:00:00+00:00,3.5709401562492498,5822,5.212541589526633
2017-01-03 02:00:00+00:00,3.46885603013597,5646,5.35936542811297
2017-01-03 03:00:00+00:00,3.319625727968344,5359,5.132616910770318
2017-01-03 04:00:00+00:00,3.173459961337718,5023,5.120326419114528
2017-01-03 05:00:00+00:00,3.255400599550573,4742,5.133914310256427
2017-01-03 06:00:00+00:00,3.2120525995200753,4531,5.1315541486699345
2017-01-03 07:00:00+00:00,3.1276373444339294,4406,5.147843253193202
2017-01-03 08:00:00+00:00,3.122364924487357,4352,5.1223555437066635
2017-01-03 09:00:00+00:00,3.1625170911988163,4382,5.122653597418148
2017-01-03 10:00:00+00:00,3.2100368762009963,4596,5.109273263993256
2017-01-03 11:00:00+00:00,3.429784838514068,5041,5.139614675352716
2017-01-03 12:00:00+00:00,3.6019589820832345,5500,5.19011949607005
2017-01-03 13:00:00+00:00,3.679334041270405,5813,5.154620191290849
2017-01-03 14:00:00+00:00,3.7653774250866614,6054,5.170029346246506
2017-01-03 15:00:00+00:00,3.646754527813265,6147,5.179871611341555
2017-01-03 16:00:00+00:00,3.6438820881832004,6178,5.196561457593649
2017-01-03 17:00:00+00:00,3.571502585960364,6201,5.2140658141004455
2017-01-03 18:00:00+00:00,3.5618979923531464,6196,5.241323645027917
2017-01-03 19:00:00+00:00,3.5476038667559826,6184,5.200704537681037
2017-01-03 20:00:00+00:00,3.6082115510464816,6208,5.2467082328148065
2017-01-03 21:00:00+00:00,3.7630588522881876,6325,5.221058281001085
2017-01-03 22:00:00+00:00,3.9015685475242874,6481,5.2430160507629475
2017-01-03 23:00:00+00:00,3.784416880823,6343,5.1923455529745945
2017-01-04 00:00:00+00:00,3.710640945895449,6186,5.15675380222625
2017-01-04 01:00:00+00:00,3.559624618256674,6012,5.1327939280299635
2017-01-04 02:00:00+00:00,3.469790173127767,5789,5.111083765393062
2017-01-04 03:00:00+00:00,3.3304171996011083,5487,5.155485717440494
2017-01-04 04:00:00+00:00,3.1801349965517702,5115,5.159916996812011
2017-01-04 05:00:00+00:00,3.2801590532850993,4804,5.127706965682093
2017-01-04 06:00:00+00:00,3.176803048446293,4558,5.142131283358708
2017-01-04 07:00:00+00:00,3.1625170911988163,4411,5.121818823056871
