"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)","Scarcity In Effect (Y/N)"
"04/18/2016 00:00","CAPITL",61757,18.46,0.96,-1.51
"04/18/2016 00:00","CENTRL",61754,16.51,0.32,-0.20
"04/18/2016 00:00","DUNWOD",61760,18.77,1.53,-1.25
"04/18/2016 00:00","GENESE",61753,15.79,-0.35,-0.16
"04/18/2016 00:00","H Q",61844,15.43,-0.56,0.00
"04/18/2016 00:00","HUD VL",61758,18.65,1.42,-1.23
"04/18/2016 00:00","LONGIL",61762,19.32,2.08,-1.25
"04/18/2016 00:00","MHK VL",61756,16.57,0.35,-0.23
"04/18/2016 00:00","MILLWD",61759,18.74,1.51,-1.25
"04/18/2016 00:00","N.Y.C.",61761,18.87,1.64,-1.25
"04/18/2016 00:00","NORTH",61755,15.29,-0.70,0.00
"04/18/2016 00:00","NPX",61845,18.60,1.22,-1.39
"04/18/2016 00:00","O H",61846,15.45,-0.74,-0.20
"04/18/2016 00:00","PJM",61847,17.61,0.77,-0.85
"04/18/2016 00:00","WEST",61752,15.53,-0.65,-0.19
"04/18/2016 01:00","CAPITL",61757,20.95,1.09,0.00
"04/18/2016 01:00","CENTRL",61754,20.27,0.42,0.00
"04/18/2016 01:00","DUNWOD",61760,21.56,1.70,0.00
"04/18/2016 01:00","GENESE",61753,19.48,-0.38,0.00
"04/18/2016 01:00","H Q",61844,19.15,-0.71,0.00
"04/18/2016 01:00","HUD VL",61758,21.48,1.63,0.00
"04/18/2016 01:00","LONGIL",61762,22.05,2.19,0.00
"04/18/2016 01:00","MHK VL",61756,20.30,0.45,0.00
"04/18/2016 01:00","MILLWD",61759,21.54,1.69,0.00
"04/18/2016 01:00","N.Y.C.",61761,21.66,1.81,0.00
"04/18/2016 01:00","NORTH",61755,18.96,-0.90,0.00
"04/18/2016 01:00","NPX",61845,21.24,1.39,0.00
"04/18/2016 01:00","O H",61846,19.03,-0.82,0.00
"04/18/2016 01:00","PJM",61847,20.69,0.84,0.00
"04/18/2016 01:00","WEST",61752,19.14,-0.72,0.00
"04/18/2016 02:00","CAPITL",61757,17.59,0.96,0.00
"04/18/2016 02:00","CENTRL",61754,16.97,0.33,0.00
"04/18/2016 02:00","DUNWOD",61760,18.08,1.45,0.00
"04/18/2016 02:00","GENESE",61753,16.24,-0.39,0.00
"04/18/2016 02:00","H Q",61844,16.03,-0.60,0.00
"04/18/2016 02:00","HUD VL",61758,18.02,1.39,0.00
"04/18/2016 02:00","LONGIL",61762,18.55,1.92,0.00
"04/18/2016 02:00","MHK VL",61756,17.00,0.37,0.00
"04/18/2016 02:00","MILLWD",61759,18.07,1.43,0.00
"04/18/2016 02:00","N.Y.C.",61761,18.17,1.53,0.00
"04/18/2016 02:00","NORTH",61755,15.84,-0.79,0.00
"04/18/2016 02:00","NPX",61845,17.76,1.20,0.07
"04/18/2016 02:00","O H",61846,15.87,-0.77,0.00
"04/18/2016 02:00","PJM",61847,17.34,0.70,0.00
"04/18/2016 02:00","WEST",61752,15.94,-0.70,0.00
"04/18/2016 03:00","CAPITL",61757,17.70,0.92,-0.90
"04/18/2016 03:00","CENTRL",61754,16.30,0.30,-0.12
"04/18/2016 03:00","DUNWOD",61760,18.03,1.40,-0.75
"04/18/2016 03:00","GENESE",61753,15.56,-0.41,-0.09
"04/18/2016 03:00","H Q",61844,15.30,-0.58,0.00
"04/18/2016 03:00","HUD VL",61758,17.96,1.34,-0.74
"04/18/2016 03:00","LONGIL",61762,18.49,1.87,-0.75
"04/18/2016 03:00","MHK VL",61756,16.37,0.35,-0.14
"04/18/2016 03:00","MILLWD",61759,18.01,1.39,-0.75
"04/18/2016 03:00","N.Y.C.",61761,18.10,1.48,-0.75
"04/18/2016 03:00","NORTH",61755,15.10,-0.78,0.00
"04/18/2016 03:00","NPX",61845,18.15,1.16,-1.11
"04/18/2016 03:00","O H",61846,15.21,-0.79,-0.12
"04/18/2016 03:00","PJM",61847,17.05,0.67,-0.51
"04/18/2016 03:00","WEST",61752,15.26,-0.73,-0.11
"04/18/2016 04:00","CAPITL",61757,15.28,0.84,0.00
"04/18/2016 04:00","CENTRL",61754,14.72,0.28,0.00
"04/18/2016 04:00","DUNWOD",61760,15.71,1.28,0.00
"04/18/2016 04:00","GENESE",61753,14.07,-0.37,0.00
"04/18/2016 04:00","H Q",61844,13.90,-0.53,0.00
"04/18/2016 04:00","HUD VL",61758,15.66,1.22,0.00
"04/18/2016 04:00","LONGIL",61762,16.15,1.71,0.00
"04/18/2016 04:00","MHK VL",61756,14.78,0.35,0.00
"04/18/2016 04:00","MILLWD",61759,15.70,1.27,0.00
"04/18/2016 04:00","N.Y.C.",61761,15.78,1.35,0.00
"04/18/2016 04:00","NORTH",61755,13.76,-0.68,0.00
"04/18/2016 04:00","NPX",61845,15.47,1.03,0.00
"04/18/2016 04:00","O H",61846,13.72,-0.72,0.00
"04/18/2016 04:00","PJM",61847,15.05,0.62,0.00
"04/18/2016 04:00","WEST",61752,13.76,-0.67,0.00
"04/18/2016 05:00","CAPITL",61757,17.56,1.00,0.05
"04/18/2016 05:00","CENTRL",61754,16.95,0.41,0.07
"04/18/2016 05:00","DUNWOD",61760,18.18,1.57,0.00
"04/18/2016 05:00","GENESE",61753,16.30,-0.26,0.05
"04/18/2016 05:00","H Q",61844,12.31,-0.65,3.65
"04/18/2016 05:00","HUD VL",61758,18.09,1.48,0.00
"04/18/2016 05:00","LONGIL",61762,18.79,2.19,0.00
"04/18/2016 05:00","MHK VL",61756,16.63,0.45,0.43
"04/18/2016 05:00","MILLWD",61759,18.16,1.55,0.00
"04/18/2016 05:00","N.Y.C.",61761,18.28,1.67,0.00
"04/18/2016 05:00","NORTH",61755,12.45,-0.88,3.28
"04/18/2016 05:00","NPX",61845,17.81,1.19,-0.02
"04/18/2016 05:00","O H",61846,15.88,-0.68,0.05
"04/18/2016 05:00","PJM",61847,17.37,0.81,0.05
"04/18/2016 05:00","WEST",61752,15.97,-0.59,0.05
"04/18/2016 06:00","CAPITL",61757,25.56,1.37,0.00
