"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"07/22/2017 00:00","CAPITL",61757,38.13,2.44,0.00
"07/22/2017 00:00","CENTRL",61754,36.08,0.39,0.00
"07/22/2017 00:00","DUNWOD",61760,39.92,4.24,0.00
"07/22/2017 00:00","GENESE",61753,35.21,-0.47,0.00
"07/22/2017 00:00","H Q",61844,34.46,-1.23,0.00
"07/22/2017 00:00","HUD VL",61758,39.71,4.03,0.00
"07/22/2017 00:00","LONGIL",61762,45.31,5.63,-3.99
"07/22/2017 00:00","MHK VL",61756,36.76,1.07,0.00
"07/22/2017 00:00","MILLWD",61759,39.93,4.25,0.00
"07/22/2017 00:00","N.Y.C.",61761,50.35,4.66,-10.00
"07/22/2017 00:00","NORTH",61755,34.02,-1.67,0.00
"07/22/2017 00:00","NPX",61845,36.03,3.01,2.67
"07/22/2017 00:00","O H",61846,34.36,-1.33,0.00
"07/22/2017 00:00","PJM",61847,37.30,1.61,0.00
"07/22/2017 00:00","WEST",61752,35.02,-0.66,0.00
"07/22/2017 01:00","CAPITL",61757,37.13,2.38,0.00
"07/22/2017 01:00","CENTRL",61754,35.09,0.33,0.00
"07/22/2017 01:00","DUNWOD",61760,38.67,3.91,0.00
"07/22/2017 01:00","GENESE",61753,34.37,-0.38,0.00
"07/22/2017 01:00","H Q",61844,33.60,-1.15,0.00
"07/22/2017 01:00","HUD VL",61758,38.46,3.70,0.00
"07/22/2017 01:00","LONGIL",61762,43.19,5.15,-3.29
"07/22/2017 01:00","MHK VL",61756,35.69,0.94,0.00
"07/22/2017 01:00","MILLWD",61759,38.67,3.91,0.00
"07/22/2017 01:00","N.Y.C.",61761,43.83,4.28,-4.79
"07/22/2017 01:00","NORTH",61755,33.20,-1.55,0.00
"07/22/2017 01:00","NPX",61845,37.67,2.92,0.00
"07/22/2017 01:00","O H",61846,33.51,-1.24,0.00
"07/22/2017 01:00","PJM",61847,36.16,1.41,0.00
"07/22/2017 01:00","WEST",61752,34.11,-0.64,0.00
"07/22/2017 02:00","CAPITL",61757,31.95,1.95,0.00
"07/22/2017 02:00","CENTRL",61754,30.24,0.24,0.00
"07/22/2017 02:00","DUNWOD",61760,33.46,3.46,0.00
"07/22/2017 02:00","GENESE",61753,29.61,-0.40,0.00
"07/22/2017 02:00","H Q",61844,29.04,-0.97,0.00
"07/22/2017 02:00","HUD VL",61758,33.24,3.24,0.00
"07/22/2017 02:00","LONGIL",61762,38.77,4.52,-4.25
"07/22/2017 02:00","MHK VL",61756,30.77,0.77,0.00
"07/22/2017 02:00","MILLWD",61759,33.43,3.43,0.00
"07/22/2017 02:00","N.Y.C.",61761,36.61,3.85,-2.77
"07/22/2017 02:00","NORTH",61755,28.68,-1.32,0.00
"07/22/2017 02:00","NPX",61845,32.47,2.47,0.00
"07/22/2017 02:00","O H",61846,28.86,-1.14,0.00
"07/22/2017 02:00","PJM",61847,31.21,1.21,0.00
"07/22/2017 02:00","WEST",61752,29.35,-0.66,0.00
"07/22/2017 03:00","CAPITL",61757,35.76,2.25,0.00
"07/22/2017 03:00","CENTRL",61754,33.73,0.21,0.00
"07/22/2017 03:00","DUNWOD",61760,37.26,3.75,0.00
"07/22/2017 03:00","GENESE",61753,33.04,-0.47,0.00
"07/22/2017 03:00","H Q",61844,32.44,-1.07,0.00
"07/22/2017 03:00","HUD VL",61758,37.01,3.50,0.00
"07/22/2017 03:00","LONGIL",61762,40.67,4.81,-2.36
"07/22/2017 03:00","MHK VL",61756,34.33,0.81,0.00
"07/22/2017 03:00","MILLWD",61759,37.23,3.72,0.00
"07/22/2017 03:00","N.Y.C.",61761,39.52,4.18,-1.83
"07/22/2017 03:00","NORTH",61755,32.07,-1.45,0.00
"07/22/2017 03:00","NPX",61845,36.30,2.78,0.00
"07/22/2017 03:00","O H",61846,32.23,-1.28,0.00
"07/22/2017 03:00","PJM",61847,34.77,1.26,0.00
"07/22/2017 03:00","WEST",61752,32.74,-0.77,0.00
"07/22/2017 04:00","CAPITL",61757,35.42,2.23,0.00
"07/22/2017 04:00","CENTRL",61754,33.35,0.16,0.00
"07/22/2017 04:00","DUNWOD",61760,36.84,3.65,0.00
"07/22/2017 04:00","GENESE",61753,32.63,-0.56,0.00
"07/22/2017 04:00","H Q",61844,32.19,-1.01,0.00
"07/22/2017 04:00","HUD VL",61758,36.60,3.40,0.00
"07/22/2017 04:00","LONGIL",61762,39.77,4.66,-1.93
"07/22/2017 04:00","MHK VL",61756,34.01,0.82,0.00
"07/22/2017 04:00","MILLWD",61759,36.79,3.60,0.00
"07/22/2017 04:00","N.Y.C.",61761,39.23,4.09,-1.94
"07/22/2017 04:00","NORTH",61755,31.91,-1.28,0.00
"07/22/2017 04:00","NPX",61845,36.32,2.77,-0.36
"07/22/2017 04:00","O H",61846,31.81,-1.38,0.00
"07/22/2017 04:00","PJM",61847,34.37,1.18,0.00
"07/22/2017 04:00","WEST",61752,32.28,-0.91,0.00
"07/22/2017 05:00","CAPITL",61757,29.44,1.78,0.00
"07/22/2017 05:00","CENTRL",61754,27.84,0.17,0.00
"07/22/2017 05:00","DUNWOD",61760,30.76,3.10,0.00
"07/22/2017 05:00","GENESE",61753,27.25,-0.41,0.00
"07/22/2017 05:00","H Q",61844,26.81,-0.85,0.00
"07/22/2017 05:00","HUD VL",61758,30.54,2.87,0.00
"07/22/2017 05:00","LONGIL",61762,34.73,3.95,-3.12
"07/22/2017 05:00","MHK VL",61756,28.35,0.69,0.00
"07/22/2017 05:00","MILLWD",61759,30.71,3.04,0.00
"07/22/2017 05:00","N.Y.C.",61761,34.06,3.49,-2.90
"07/22/2017 05:00","NORTH",61755,26.60,-1.07,0.00
"07/22/2017 05:00","NPX",61845,29.92,2.26,0.00
"07/22/2017 05:00","O H",61846,26.59,-1.08,0.00
"07/22/2017 05:00","PJM",61847,28.70,1.04,0.00
"07/22/2017 05:00","WEST",61752,26.97,-0.69,0.00
"07/22/2017 06:00","CAPITL",61757,34.05,2.07,0.00
"07/22/2017 06:00","CENTRL",61754,32.22,0.24,0.00
"07/22/2017 06:00","DUNWOD",61760,35.47,3.50,0.00
"07/22/2017 06:00","GENESE",61753,31.48,-0.50,0.00
"07/22/2017 06:00","H Q",61844,31.02,-0.96,0.00
"07/22/2017 06:00","HUD VL",61758,35.23,3.26,0.00
"07/22/2017 06:00","LONGIL",61762,40.07,4.68,-3.41
"07/22/2017 06:00","MHK VL",61756,32.81,0.84,0.00
"07/22/2017 06:00","MILLWD",61759,35.43,3.45,0.00
"07/22/2017 06:00","N.Y.C.",61761,38.03,3.93,-2.12
"07/22/2017 06:00","NORTH",61755,30.79,-1.19,0.00
"07/22/2017 06:00","NPX",61845,34.53,2.56,0.00
"07/22/2017 06:00","O H",61846,30.67,-1.30,0.00
"07/22/2017 06:00","PJM",61847,33.14,1.17,0.00
"07/22/2017 06:00","WEST",61752,31.11,-0.86,0.00
"07/22/2017 07:00","CAPITL",61757,28.96,1.77,0.00
"07/22/2017 07:00","CENTRL",61754,27.41,0.22,0.00
"07/22/2017 07:00","DUNWOD",61760,30.33,3.15,0.00
"07/22/2017 07:00","GENESE",61753,26.65,-0.54,0.00
"07/22/2017 07:00","H Q",61844,26.34,-0.85,0.00
"07/22/2017 07:00","HUD VL",61758,30.12,2.93,0.00
"07/22/2017 07:00","LONGIL",61762,40.28,4.23,-8.87
"07/22/2017 07:00","MHK VL",61756,27.99,0.81,0.00
"07/22/2017 07:00","MILLWD",61759,30.29,3.11,0.00
"07/22/2017 07:00","N.Y.C.",61761,33.27,3.52,-2.56
"07/22/2017 07:00","NORTH",61755,26.15,-1.03,0.00
"07/22/2017 07:00","NPX",61845,29.37,2.18,0.00
"07/22/2017 07:00","O H",61846,25.77,-1.42,0.00
"07/22/2017 07:00","PJM",61847,28.18,0.99,0.00
"07/22/2017 07:00","WEST",61752,26.11,-1.08,0.00
"07/22/2017 08:00","CAPITL",61757,31.42,1.92,0.00
"07/22/2017 08:00","CENTRL",61754,29.78,0.27,0.00
"07/22/2017 08:00","DUNWOD",61760,32.83,3.33,0.00
"07/22/2017 08:00","GENESE",61753,29.06,-0.44,0.00
"07/22/2017 08:00","H Q",61844,28.58,-0.93,0.00
"07/22/2017 08:00","HUD VL",61758,32.63,3.13,0.00
"07/22/2017 08:00","LONGIL",61762,41.10,4.50,-7.09
"07/22/2017 08:00","MHK VL",61756,30.45,0.95,0.00
"07/22/2017 08:00","MILLWD",61759,32.82,3.32,0.00
"07/22/2017 08:00","N.Y.C.",61761,38.56,3.71,-5.35
"07/22/2017 08:00","NORTH",61755,28.42,-1.09,0.00
"07/22/2017 08:00","NPX",61845,31.89,2.27,-0.12
"07/22/2017 08:00","O H",61846,28.00,-1.50,0.00
"07/22/2017 08:00","PJM",61847,30.49,0.99,0.00
"07/22/2017 08:00","WEST",61752,28.47,-1.03,0.00
"07/22/2017 09:00","CAPITL",61757,32.26,1.92,0.00
"07/22/2017 09:00","CENTRL",61754,30.45,0.11,0.00
"07/22/2017 09:00","DUNWOD",61760,33.80,3.47,0.00
"07/22/2017 09:00","GENESE",61753,29.56,-0.78,0.00
"07/22/2017 09:00","H Q",61844,29.48,-0.86,0.00
"07/22/2017 09:00","HUD VL",61758,33.60,3.26,0.00
"07/22/2017 09:00","LONGIL",61762,42.38,4.70,-7.34
"07/22/2017 09:00","MHK VL",61756,31.33,1.00,0.00
"07/22/2017 09:00","MILLWD",61759,33.80,3.47,0.00
"07/22/2017 09:00","N.Y.C.",61761,40.29,3.87,-6.08
"07/22/2017 09:00","NORTH",61755,29.42,-0.92,0.00
"07/22/2017 09:00","NPX",61845,32.42,2.27,0.18
"07/22/2017 09:00","O H",61846,28.15,-2.19,0.00
"07/22/2017 09:00","PJM",61847,31.04,0.70,0.00
"07/22/2017 09:00","WEST",61752,28.59,-1.75,0.00
"07/22/2017 10:00","CAPITL",61757,30.63,1.78,0.00
"07/22/2017 10:00","CENTRL",61754,29.46,0.19,-0.43
"07/22/2017 10:00","DUNWOD",61760,32.13,3.28,0.00
"07/22/2017 10:00","GENESE",61753,28.23,-0.61,0.00
"07/22/2017 10:00","H Q",61844,28.07,-0.78,0.00
"07/22/2017 10:00","HUD VL",61758,31.97,3.12,0.00
"07/22/2017 10:00","LONGIL",61762,53.45,4.27,-20.34
"07/22/2017 10:00","MHK VL",61756,30.13,1.02,-0.26
"07/22/2017 10:00","MILLWD",61759,32.16,3.31,0.00
"07/22/2017 10:00","N.Y.C.",61761,34.36,3.66,-1.85
"07/22/2017 10:00","NORTH",61755,28.10,-0.75,0.00
"07/22/2017 10:00","NPX",61845,31.38,2.10,-0.42
"07/22/2017 10:00","O H",61846,26.97,-1.87,0.00
"07/22/2017 10:00","PJM",61847,29.84,0.82,-0.17
"07/22/2017 10:00","WEST",61752,27.40,-1.45,0.00
"07/22/2017 11:00","CAPITL",61757,29.13,1.68,0.00
"07/22/2017 11:00","CENTRL",61754,27.85,0.13,-0.28
"07/22/2017 11:00","DUNWOD",61760,30.69,3.25,0.00
"07/22/2017 11:00","GENESE",61753,26.78,-0.66,0.00
"07/22/2017 11:00","H Q",61844,26.71,-0.74,0.00
"07/22/2017 11:00","HUD VL",61758,30.53,3.08,0.00
"07/22/2017 11:00","LONGIL",61762,45.87,4.24,-14.19
"07/22/2017 11:00","MHK VL",61756,28.61,0.99,-0.17
"07/22/2017 11:00","MILLWD",61759,30.72,3.28,0.00
"07/22/2017 11:00","N.Y.C.",61761,37.75,3.61,-6.69
"07/22/2017 11:00","NORTH",61755,26.73,-0.72,0.00
"07/22/2017 11:00","NPX",61845,29.45,2.00,0.00
"07/22/2017 11:00","O H",61846,25.52,-1.93,0.00
"07/22/2017 11:00","PJM",61847,28.42,0.75,-0.22
"07/22/2017 11:00","WEST",61752,25.93,-1.52,0.00
"07/22/2017 12:00","CAPITL",61757,34.13,1.87,0.00
"07/22/2017 12:00","CENTRL",61754,32.95,0.29,-0.40
"07/22/2017 12:00","DUNWOD",61760,35.99,3.72,0.00
"07/22/2017 12:00","GENESE",61753,31.74,-0.52,0.00
"07/22/2017 12:00","H Q",61844,31.80,-0.86,-0.40
"07/22/2017 12:00","HUD VL",61758,35.84,3.58,0.00
"07/22/2017 12:00","LONGIL",61762,44.34,4.71,-7.37
"07/22/2017 12:00","MHK VL",61756,33.70,1.20,-0.24
"07/22/2017 12:00","MILLWD",61759,36.06,3.79,0.00
"07/22/2017 12:00","N.Y.C.",61761,45.76,4.13,-9.36
"07/22/2017 12:00","NORTH",61755,31.43,-0.83,0.00
"07/22/2017 12:00","NPX",61845,34.68,2.18,-0.23
"07/22/2017 12:00","O H",61846,30.38,-1.88,0.00
"07/22/2017 12:00","PJM",61847,33.88,1.06,-0.55
"07/22/2017 12:00","WEST",61752,30.90,-1.37,0.00
"07/22/2017 13:00","CAPITL",61757,39.40,2.16,0.00
"07/22/2017 13:00","CENTRL",61754,37.82,0.36,-0.22
"07/22/2017 13:00","DUNWOD",61760,41.51,4.27,0.00
"07/22/2017 13:00","GENESE",61753,36.71,-0.53,0.00
"07/22/2017 13:00","H Q",61844,36.24,-1.00,0.00
"07/22/2017 13:00","HUD VL",61758,41.38,4.14,0.00
"07/22/2017 13:00","LONGIL",61762,48.16,5.35,-5.58
"07/22/2017 13:00","MHK VL",61756,38.76,1.38,-0.13
"07/22/2017 13:00","MILLWD",61759,41.61,4.38,0.00
"07/22/2017 13:00","N.Y.C.",61761,76.88,4.71,-34.94
"07/22/2017 13:00","NORTH",61755,36.28,-0.95,0.00
"07/22/2017 13:00","NPX",61845,39.97,2.50,-0.23
"07/22/2017 13:00","O H",61846,35.18,-2.06,0.00
"07/22/2017 13:00","PJM",61847,38.62,1.30,-0.08
"07/22/2017 13:00","WEST",61752,35.77,-1.47,0.00
"07/22/2017 14:00","CAPITL",61757,30.90,1.74,-0.01
"07/22/2017 14:00","CENTRL",61754,29.33,0.18,0.00
"07/22/2017 14:00","DUNWOD",61760,32.60,3.36,-0.08
"07/22/2017 14:00","GENESE",61753,28.63,-0.52,0.00
"07/22/2017 14:00","H Q",61844,28.49,-0.76,-0.09
"07/22/2017 14:00","HUD VL",61758,32.48,3.27,-0.07
"07/22/2017 14:00","LONGIL",61762,38.80,4.26,-5.39
"07/22/2017 14:00","MHK VL",61756,30.19,1.04,-0.01
"07/22/2017 14:00","MILLWD",61759,32.69,3.45,-0.08
"07/22/2017 14:00","N.Y.C.",61761,93.36,3.72,-60.49
"07/22/2017 14:00","NORTH",61755,28.46,-0.69,0.00
"07/22/2017 14:00","NPX",61845,32.17,2.04,-0.97
"07/22/2017 14:00","O H",61846,27.38,-1.77,0.00
"07/22/2017 14:00","PJM",61847,30.18,0.90,-0.13
"07/22/2017 14:00","WEST",61752,27.84,-1.31,0.00
"07/22/2017 15:00","CAPITL",61757,32.50,1.77,0.00
"07/22/2017 15:00","CENTRL",61754,30.98,0.25,0.00
"07/22/2017 15:00","DUNWOD",61760,34.22,3.49,0.00
"07/22/2017 15:00","GENESE",61753,30.32,-0.41,0.00
"07/22/2017 15:00","H Q",61844,29.94,-0.79,0.00
"07/22/2017 15:00","HUD VL",61758,34.14,3.40,0.00
"07/22/2017 15:00","LONGIL",61762,34.93,4.19,-0.01
"07/22/2017 15:00","MHK VL",61756,31.83,1.09,0.00
"07/22/2017 15:00","MILLWD",61759,34.33,3.59,0.00
"07/22/2017 15:00","N.Y.C.",61761,61.18,3.85,-26.60
"07/22/2017 15:00","NORTH",61755,30.00,-0.73,0.00
"07/22/2017 15:00","NPX",61845,31.71,2.07,1.10
"07/22/2017 15:00","O H",61846,29.06,-1.67,0.00
"07/22/2017 15:00","PJM",61847,31.76,1.03,0.00
"07/22/2017 15:00","WEST",61752,29.54,-1.19,0.00
"07/22/2017 16:00","CAPITL",61757,32.17,1.79,0.00
"07/22/2017 16:00","CENTRL",61754,31.04,0.24,-0.42
"07/22/2017 16:00","DUNWOD",61760,33.91,3.53,0.00
"07/22/2017 16:00","GENESE",61753,29.86,-0.52,0.00
"07/22/2017 16:00","H Q",61844,30.16,-0.81,-0.59
"07/22/2017 16:00","HUD VL",61758,33.81,3.43,0.00
"07/22/2017 16:00","LONGIL",61762,34.62,4.23,-0.01
"07/22/2017 16:00","MHK VL",61756,31.50,1.08,-0.04
"07/22/2017 16:00","MILLWD",61759,34.01,3.62,0.00
"07/22/2017 16:00","N.Y.C.",61761,48.82,3.86,-14.58
"07/22/2017 16:00","NORTH",61755,29.63,-0.75,0.00
"07/22/2017 16:00","NPX",61845,32.19,2.11,0.30
"07/22/2017 16:00","O H",61846,27.26,-1.80,1.32
"07/22/2017 16:00","PJM",61847,32.71,1.07,-1.26
"07/22/2017 16:00","WEST",61752,33.81,-1.34,-4.77
"07/22/2017 17:00","CAPITL",61757,31.45,1.70,0.00
"07/22/2017 17:00","CENTRL",61754,30.02,0.26,0.00
"07/22/2017 17:00","DUNWOD",61760,33.18,3.43,0.00
"07/22/2017 17:00","GENESE",61753,29.35,-0.41,0.00
"07/22/2017 17:00","H Q",61844,28.97,-0.78,0.00
"07/22/2017 17:00","HUD VL",61758,33.08,3.32,0.00
"07/22/2017 17:00","LONGIL",61762,33.93,4.17,-0.01
"07/22/2017 17:00","MHK VL",61756,30.79,1.04,0.00
"07/22/2017 17:00","MILLWD",61759,33.27,3.52,0.00
"07/22/2017 17:00","N.Y.C.",61761,40.92,3.76,-7.41
"07/22/2017 17:00","NORTH",61755,29.02,-0.73,0.00
"07/22/2017 17:00","NPX",61845,30.99,2.01,0.77
"07/22/2017 17:00","O H",61846,28.11,-1.64,0.00
"07/22/2017 17:00","PJM",61847,30.81,1.06,0.00
"07/22/2017 17:00","WEST",61752,28.57,-1.18,0.00
"07/22/2017 18:00","CAPITL",61757,28.75,1.59,0.00
"07/22/2017 18:00","CENTRL",61754,27.37,0.20,0.00
"07/22/2017 18:00","DUNWOD",61760,30.26,3.09,0.00
"07/22/2017 18:00","GENESE",61753,26.69,-0.48,0.00
"07/22/2017 18:00","H Q",61844,26.48,-0.71,-0.03
"07/22/2017 18:00","HUD VL",61758,30.16,3.00,0.00
"07/22/2017 18:00","LONGIL",61762,30.87,3.71,0.00
"07/22/2017 18:00","MHK VL",61756,28.09,0.93,0.00
"07/22/2017 18:00","MILLWD",61759,30.33,3.16,0.00
"07/22/2017 18:00","N.Y.C.",61761,32.19,3.43,-1.59
"07/22/2017 18:00","NORTH",61755,26.54,-0.63,0.00
"07/22/2017 18:00","NPX",61845,29.13,1.88,-0.08
"07/22/2017 18:00","O H",61846,25.55,-1.62,0.00
"07/22/2017 18:00","PJM",61847,28.11,0.92,-0.03
"07/22/2017 18:00","WEST",61752,25.94,-1.22,0.00
"07/22/2017 19:00","CAPITL",61757,27.38,1.48,0.00
"07/22/2017 19:00","CENTRL",61754,26.14,0.23,0.00
"07/22/2017 19:00","DUNWOD",61760,28.79,2.88,0.00
"07/22/2017 19:00","GENESE",61753,25.46,-0.44,0.00
"07/22/2017 19:00","H Q",61844,25.23,-0.67,0.00
"07/22/2017 19:00","HUD VL",61758,28.69,2.78,0.00
"07/22/2017 19:00","LONGIL",61762,29.24,3.34,0.00
"07/22/2017 19:00","MHK VL",61756,26.79,0.88,0.00
"07/22/2017 19:00","MILLWD",61759,28.84,2.94,0.00
"07/22/2017 19:00","N.Y.C.",61761,32.01,3.21,-2.89
"07/22/2017 19:00","NORTH",61755,25.31,-0.60,0.00
"07/22/2017 19:00","NPX",61845,27.65,1.75,0.00
"07/22/2017 19:00","O H",61846,24.45,-1.45,0.00
"07/22/2017 19:00","PJM",61847,26.83,0.93,0.00
"07/22/2017 19:00","WEST",61752,24.82,-1.08,0.00
"07/22/2017 20:00","CAPITL",61757,27.45,1.50,0.00
"07/22/2017 20:00","CENTRL",61754,26.19,0.24,0.00
"07/22/2017 20:00","DUNWOD",61760,28.74,2.78,0.00
"07/22/2017 20:00","GENESE",61753,25.45,-0.50,0.00
"07/22/2017 20:00","H Q",61844,25.26,-0.69,0.00
"07/22/2017 20:00","HUD VL",61758,28.65,2.70,0.00
