"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"12/07/2017 00:05:00","CAPITL",61757,-10.83,-0.71,0.00
"12/07/2017 00:05:00","CENTRL",61754,-10.22,-0.10,0.00
"12/07/2017 00:05:00","DUNWOD",61760,-10.98,-0.86,0.00
"12/07/2017 00:05:00","GENESE",61753,-9.82,0.30,0.00
"12/07/2017 00:05:00","H Q",61844,-9.75,0.37,0.00
"12/07/2017 00:05:00","HUD VL",61758,-10.97,-0.85,0.00
"12/07/2017 00:05:00","LONGIL",61762,-11.07,-0.95,0.00
"12/07/2017 00:05:00","MHK VL",61756,-10.37,-0.25,0.00
"12/07/2017 00:05:00","MILLWD",61759,-11.00,-0.88,0.00
"12/07/2017 00:05:00","N.Y.C.",61761,-11.07,-0.95,0.00
"12/07/2017 00:05:00","NORTH",61755,-9.68,0.45,0.00
"12/07/2017 00:05:00","NPX",61845,-11.57,-0.85,0.60
"12/07/2017 00:05:00","O H",61846,-9.55,0.57,0.00
"12/07/2017 00:05:00","PJM",61847,-10.50,-0.37,0.00
"12/07/2017 00:05:00","WEST",61752,-9.70,0.42,0.00
"12/07/2017 00:10:00","CAPITL",61757,35.87,-0.54,-44.10
"12/07/2017 00:10:00","CENTRL",61754,-3.20,-0.05,-4.54
"12/07/2017 00:10:00","DUNWOD",61760,21.77,-0.67,-30.14
"12/07/2017 00:10:00","GENESE",61753,-3.90,0.22,-3.58
"12/07/2017 00:10:00","H Q",61844,-7.42,0.28,0.00
"12/07/2017 00:10:00","HUD VL",61758,22.02,-0.65,-30.37
"12/07/2017 00:10:00","LONGIL",61762,21.73,-0.75,-30.18
"12/07/2017 00:10:00","MHK VL",61756,-3.24,-0.18,-4.63
"12/07/2017 00:10:00","MILLWD",61759,22.18,-0.68,-30.56
"12/07/2017 00:10:00","N.Y.C.",61761,21.73,-0.74,-30.17
"12/07/2017 00:10:00","NORTH",61755,-7.37,0.33,0.00
"12/07/2017 00:10:00","NPX",61845,28.70,-0.65,-37.05
"12/07/2017 00:10:00","O H",61846,-2.57,0.44,-4.69
"12/07/2017 00:10:00","PJM",61847,10.83,-0.26,-18.79
"12/07/2017 00:10:00","WEST",61752,-2.82,0.33,-4.55
"12/07/2017 00:15:00","CAPITL",61757,35.83,-0.53,-44.12
"12/07/2017 00:15:00","CENTRL",61754,-3.30,-0.10,-4.55
"12/07/2017 00:15:00","DUNWOD",61760,21.77,-0.67,-30.19
"12/07/2017 00:15:00","GENESE",61753,-4.03,0.14,-3.58
"12/07/2017 00:15:00","H Q",61844,-7.45,0.30,0.00
"12/07/2017 00:15:00","HUD VL",61758,22.02,-0.66,-30.44
"12/07/2017 00:15:00","LONGIL",61762,21.71,-0.77,-30.23
"12/07/2017 00:15:00","MHK VL",61756,-3.18,-0.19,-4.76
"12/07/2017 00:15:00","MILLWD",61759,22.18,-0.67,-30.61
"12/07/2017 00:15:00","N.Y.C.",61761,21.74,-0.73,-30.22
"12/07/2017 00:15:00","NORTH",61755,-7.40,0.36,0.00
"12/07/2017 00:15:00","NPX",61845,28.72,-0.64,-37.12
"12/07/2017 00:15:00","O H",61846,-2.75,0.30,-4.70
"12/07/2017 00:15:00","PJM",61847,10.75,-0.32,-18.82
"12/07/2017 00:15:00","WEST",61752,-3.02,0.19,-4.55
"12/07/2017 00:20:00","CAPITL",61757,48.36,-0.50,-55.98
"12/07/2017 00:20:00","CENTRL",61754,-1.45,-0.10,-5.78
"12/07/2017 00:20:00","DUNWOD",61760,30.57,-0.61,-38.31
"12/07/2017 00:20:00","GENESE",61753,-2.47,0.11,-4.55
"12/07/2017 00:20:00","H Q",61844,-6.84,0.29,0.00
"12/07/2017 00:20:00","HUD VL",61758,30.89,-0.61,-38.62
"12/07/2017 00:20:00","LONGIL",61762,30.54,-0.70,-38.36
"12/07/2017 00:20:00","MHK VL",61756,-1.26,-0.18,-6.04
"12/07/2017 00:20:00","MILLWD",61759,31.10,-0.62,-38.84
"12/07/2017 00:20:00","N.Y.C.",61761,30.56,-0.67,-38.35
"12/07/2017 00:20:00","NORTH",61755,-6.78,0.34,0.00
"12/07/2017 00:20:00","NPX",61845,40.13,-0.61,-47.86
"12/07/2017 00:20:00","O H",61846,-0.92,0.24,-5.97
"12/07/2017 00:20:00","PJM",61847,16.46,-0.31,-23.89
"12/07/2017 00:20:00","WEST",61752,-1.22,0.13,-5.77
"12/07/2017 00:25:00","CAPITL",61757,50.55,-0.33,-55.51
"12/07/2017 00:25:00","CENTRL",61754,1.03,-0.07,-5.73
"12/07/2017 00:25:00","DUNWOD",61760,32.98,-0.39,-37.99
"12/07/2017 00:25:00","GENESE",61753,-0.06,0.06,-4.51
"12/07/2017 00:25:00","H Q",61844,-4.43,0.19,0.00
"12/07/2017 00:25:00","HUD VL",61758,33.29,-0.38,-38.29
"12/07/2017 00:25:00","LONGIL",61762,32.97,-0.44,-38.04
"12/07/2017 00:25:00","MHK VL",61756,1.25,-0.12,-5.99
"12/07/2017 00:25:00","MILLWD",61759,33.50,-0.39,-38.51
"12/07/2017 00:25:00","N.Y.C.",61761,32.99,-0.42,-38.03
"12/07/2017 00:25:00","NORTH",61755,-4.39,0.24,0.00
"12/07/2017 00:25:00","NPX",61845,42.43,-0.40,-47.46
"12/07/2017 00:25:00","O H",61846,1.43,0.14,-5.91
"12/07/2017 00:25:00","PJM",61847,18.86,-0.20,-23.68
"12/07/2017 00:25:00","WEST",61752,1.17,0.06,-5.72
"12/07/2017 00:30:00","CAPITL",61757,35.66,-0.21,-38.80
"12/07/2017 00:30:00","CENTRL",61754,1.03,-0.05,-4.00
"12/07/2017 00:30:00","DUNWOD",61760,23.38,-0.25,-26.55
"12/07/2017 00:30:00","GENESE",61753,0.26,0.04,-3.15
"12/07/2017 00:30:00","H Q",61844,-2.81,0.12,0.00
"12/07/2017 00:30:00","HUD VL",61758,23.59,-0.25,-26.77
"12/07/2017 00:30:00","LONGIL",61762,23.36,-0.29,-26.59
"12/07/2017 00:30:00","MHK VL",61756,1.18,-0.07,-4.19
"12/07/2017 00:30:00","MILLWD",61759,23.74,-0.25,-26.92
"12/07/2017 00:30:00","N.Y.C.",61761,23.38,-0.27,-26.58
"12/07/2017 00:30:00","NORTH",61755,-2.77,0.16,0.00
"12/07/2017 00:30:00","NPX",61845,29.99,-0.25,-33.17
"12/07/2017 00:30:00","O H",61846,1.30,0.09,-4.13
"12/07/2017 00:30:00","PJM",61847,13.50,-0.13,-16.55
"12/07/2017 00:30:00","WEST",61752,1.12,0.05,-4.00
"12/07/2017 00:35:00","CAPITL",61757,1.15,0.09,0.14
"12/07/2017 00:35:00","CENTRL",61754,1.02,0.02,0.21
"12/07/2017 00:35:00","DUNWOD",61760,1.31,0.10,0.00
"12/07/2017 00:35:00","GENESE",61753,1.04,-0.02,0.15
"12/07/2017 00:35:00","H Q",61844,-11.74,-0.05,12.90
"12/07/2017 00:35:00","HUD VL",61758,1.31,0.10,0.00
"12/07/2017 00:35:00","LONGIL",61762,1.33,0.12,0.00
"12/07/2017 00:35:00","MHK VL",61756,-0.44,0.03,1.68
"12/07/2017 00:35:00","MILLWD",61759,1.31,0.10,0.00
"12/07/2017 00:35:00","N.Y.C.",61761,1.32,0.11,0.00
"12/07/2017 00:35:00","NORTH",61755,-9.64,-0.06,10.79
"12/07/2017 00:35:00","NPX",61845,-2.03,0.10,3.34
"12/07/2017 00:35:00","O H",61846,1.03,-0.04,0.15
"12/07/2017 00:35:00","PJM",61847,0.19,0.05,1.08
"12/07/2017 00:35:00","WEST",61752,1.05,-0.02,0.15
"12/07/2017 00:40:00","CAPITL",61757,1.14,0.08,0.14
"12/07/2017 00:40:00","CENTRL",61754,1.01,0.02,0.21
"12/07/2017 00:40:00","DUNWOD",61760,1.30,0.10,0.00
"12/07/2017 00:40:00","GENESE",61753,1.04,-0.01,0.15
"12/07/2017 00:40:00","H Q",61844,-11.73,-0.05,12.88
"12/07/2017 00:40:00","HUD VL",61758,1.30,0.10,0.00
"12/07/2017 00:40:00","LONGIL",61762,1.32,0.12,0.00
"12/07/2017 00:40:00","MHK VL",61756,-0.45,0.03,1.68
"12/07/2017 00:40:00","MILLWD",61759,1.30,0.10,0.00
"12/07/2017 00:40:00","N.Y.C.",61761,1.31,0.11,0.00
"12/07/2017 00:40:00","NORTH",61755,-9.64,-0.06,10.78
"12/07/2017 00:40:00","NPX",61845,-2.04,0.10,3.34
"12/07/2017 00:40:00","O H",61846,1.02,-0.03,0.15
"12/07/2017 00:40:00","PJM",61847,0.18,0.05,1.08
"12/07/2017 00:40:00","WEST",61752,1.04,-0.01,0.15
"12/07/2017 00:45:00","CAPITL",61757,1.13,0.08,0.00
"12/07/2017 00:45:00","CENTRL",61754,1.07,0.02,0.00
"12/07/2017 00:45:00","DUNWOD",61760,1.14,0.09,0.00
"12/07/2017 00:45:00","GENESE",61753,1.04,-0.02,0.00
"12/07/2017 00:45:00","H Q",61844,0.08,-0.04,0.93
"12/07/2017 00:45:00","HUD VL",61758,1.14,0.09,0.00
"12/07/2017 00:45:00","LONGIL",61762,1.16,0.10,0.00
"12/07/2017 00:45:00","MHK VL",61756,1.08,0.03,0.00
"12/07/2017 00:45:00","MILLWD",61759,1.15,0.09,0.00
"12/07/2017 00:45:00","N.Y.C.",61761,1.15,0.10,0.00
"12/07/2017 00:45:00","NORTH",61755,1.01,-0.05,0.00
"12/07/2017 00:45:00","NPX",61845,-2.19,0.09,3.34
"12/07/2017 00:45:00","O H",61846,1.02,-0.03,0.00
"12/07/2017 00:45:00","PJM",61847,0.17,0.05,0.93
"12/07/2017 00:45:00","WEST",61752,1.04,-0.02,0.00
"12/07/2017 00:50:00","CAPITL",61757,35.66,-0.21,-38.77
"12/07/2017 00:50:00","CENTRL",61754,1.06,-0.04,-4.00
"12/07/2017 00:50:00","DUNWOD",61760,23.38,-0.25,-26.53
"12/07/2017 00:50:00","GENESE",61753,0.28,0.03,-3.15
"12/07/2017 00:50:00","H Q",61844,-2.79,0.12,0.00
"12/07/2017 00:50:00","HUD VL",61758,23.60,-0.25,-26.75
"12/07/2017 00:50:00","LONGIL",61762,23.38,-0.29,-26.57
"12/07/2017 00:50:00","MHK VL",61756,1.21,-0.07,-4.18
"12/07/2017 00:50:00","MILLWD",61759,23.74,-0.25,-26.90
"12/07/2017 00:50:00","N.Y.C.",61761,23.38,-0.27,-26.56
"12/07/2017 00:50:00","NORTH",61755,-2.76,0.15,0.00
"12/07/2017 00:50:00","NPX",61845,29.99,-0.25,-33.15
"12/07/2017 00:50:00","O H",61846,1.31,0.09,-4.13
"12/07/2017 00:50:00","PJM",61847,13.51,-0.12,-16.54
"12/07/2017 00:50:00","WEST",61752,1.14,0.04,-4.00
"12/07/2017 00:55:00","CAPITL",61757,1.12,0.07,0.00
"12/07/2017 00:55:00","CENTRL",61754,1.06,0.02,0.00
"12/07/2017 00:55:00","DUNWOD",61760,1.13,0.09,0.00
"12/07/2017 00:55:00","GENESE",61753,1.03,-0.01,0.00
"12/07/2017 00:55:00","H Q",61844,1.00,-0.04,0.00
"12/07/2017 00:55:00","HUD VL",61758,1.13,0.09,0.00
"12/07/2017 00:55:00","LONGIL",61762,24.61,0.10,-23.47
"12/07/2017 00:55:00","MHK VL",61756,1.07,0.02,0.00
"12/07/2017 00:55:00","MILLWD",61759,1.13,0.09,0.00
"12/07/2017 00:55:00","N.Y.C.",61761,1.14,0.10,0.00
"12/07/2017 00:55:00","NORTH",61755,0.99,-0.05,0.00
"12/07/2017 00:55:00","NPX",61845,1.13,0.09,0.00
"12/07/2017 00:55:00","O H",61846,1.02,-0.02,0.00
"12/07/2017 00:55:00","PJM",61847,1.09,0.05,0.00
"12/07/2017 00:55:00","WEST",61752,1.03,-0.01,0.00
"12/07/2017 01:00:00","CAPITL",61757,1.12,0.08,0.00
"12/07/2017 01:00:00","CENTRL",61754,1.06,0.02,0.00
"12/07/2017 01:00:00","DUNWOD",61760,1.12,0.08,0.00
"12/07/2017 01:00:00","GENESE",61753,1.03,-0.01,0.00
"12/07/2017 01:00:00","H Q",61844,1.00,-0.04,0.00
"12/07/2017 01:00:00","HUD VL",61758,1.12,0.08,0.00
"12/07/2017 01:00:00","LONGIL",61762,24.89,0.10,-23.76
"12/07/2017 01:00:00","MHK VL",61756,1.06,0.02,0.00
"12/07/2017 01:00:00","MILLWD",61759,1.13,0.09,0.00
"12/07/2017 01:00:00","N.Y.C.",61761,1.13,0.09,0.00
"12/07/2017 01:00:00","NORTH",61755,0.99,-0.05,0.00
"12/07/2017 01:00:00","NPX",61845,1.13,0.09,0.00
"12/07/2017 01:00:00","O H",61846,1.02,-0.02,0.00
"12/07/2017 01:00:00","PJM",61847,1.09,0.05,0.00
"12/07/2017 01:00:00","WEST",61752,1.03,-0.01,0.00
"12/07/2017 01:05:00","CAPITL",61757,1.11,0.08,0.00
"12/07/2017 01:05:00","CENTRL",61754,1.05,0.02,0.00
"12/07/2017 01:05:00","DUNWOD",61760,1.11,0.08,0.00
"12/07/2017 01:05:00","GENESE",61753,1.03,0.00,0.00
"12/07/2017 01:05:00","H Q",61844,0.99,-0.04,0.00
"12/07/2017 01:05:00","HUD VL",61758,1.11,0.08,0.00
"12/07/2017 01:05:00","LONGIL",61762,42.51,0.09,-41.39
"12/07/2017 01:05:00","MHK VL",61756,1.05,0.02,0.00
"12/07/2017 01:05:00","MILLWD",61759,1.11,0.08,0.00
"12/07/2017 01:05:00","N.Y.C.",61761,1.12,0.09,0.00
"12/07/2017 01:05:00","NORTH",61755,0.98,-0.05,0.00
"12/07/2017 01:05:00","NPX",61845,1.12,0.09,0.00
"12/07/2017 01:05:00","O H",61846,1.01,-0.02,0.00
"12/07/2017 01:05:00","PJM",61847,1.07,0.04,0.00
"12/07/2017 01:05:00","WEST",61752,1.03,0.00,0.00
"12/07/2017 01:10:00","CAPITL",61757,1.11,0.07,0.00
"12/07/2017 01:10:00","CENTRL",61754,1.05,0.02,0.00
"12/07/2017 01:10:00","DUNWOD",61760,1.12,0.08,0.00
"12/07/2017 01:10:00","GENESE",61753,1.03,-0.01,0.00
"12/07/2017 01:10:00","H Q",61844,0.99,-0.04,0.00
"12/07/2017 01:10:00","HUD VL",61758,1.12,0.08,0.00
"12/07/2017 01:10:00","LONGIL",61762,32.83,0.09,-31.70
"12/07/2017 01:10:00","MHK VL",61756,1.06,0.02,0.00
"12/07/2017 01:10:00","MILLWD",61759,1.12,0.08,0.00
"12/07/2017 01:10:00","N.Y.C.",61761,1.12,0.09,0.00
"12/07/2017 01:10:00","NORTH",61755,0.99,-0.05,0.00
"12/07/2017 01:10:00","NPX",61845,1.12,0.09,0.00
"12/07/2017 01:10:00","O H",61846,1.02,-0.02,0.00
"12/07/2017 01:10:00","PJM",61847,1.08,0.04,0.00
"12/07/2017 01:10:00","WEST",61752,1.03,0.00,0.00
"12/07/2017 01:15:00","CAPITL",61757,34.39,-0.20,-37.33
"12/07/2017 01:15:00","CENTRL",61754,1.07,-0.03,-3.84
"12/07/2017 01:15:00","DUNWOD",61760,22.55,-0.23,-25.52
"12/07/2017 01:15:00","GENESE",61753,0.32,0.03,-3.03
"12/07/2017 01:15:00","H Q",61844,-2.64,0.10,0.00
"12/07/2017 01:15:00","HUD VL",61758,22.78,-0.23,-25.75
"12/07/2017 01:15:00","LONGIL",61762,22.57,-0.24,-25.56
"12/07/2017 01:15:00","MHK VL",61756,1.21,-0.06,-4.02
