"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)","Scarcity In Effect (Y/N)"
"07/30/2015 00:00","CAPITL",61757,28.50,2.19,0.00,""
"07/30/2015 00:00","CENTRL",61754,26.70,0.24,-0.14,""
"07/30/2015 00:00","DUNWOD",61760,29.21,2.89,0.00,""
"07/30/2015 00:00","GENESE",61753,26.24,-0.07,0.00,""
"07/30/2015 00:00","H Q",61844,25.52,-0.80,0.00,""
"07/30/2015 00:00","HUD VL",61758,29.11,2.80,0.00,""
"07/30/2015 00:00","LONGIL",61762,33.47,3.24,-3.91,""
"07/30/2015 00:00","MHK VL",61756,27.28,0.89,-0.08,""
"07/30/2015 00:00","MILLWD",61759,29.21,2.90,0.00,""
"07/30/2015 00:00","N.Y.C.",61761,40.87,3.18,-11.37,""
"07/30/2015 00:00","NORTH",61755,25.46,-0.86,0.00,""
"07/30/2015 00:00","NPX",61845,28.62,2.31,0.00,""
"07/30/2015 00:00","O H",61846,25.50,-0.82,0.00,""
"07/30/2015 00:00","PJM",61847,27.76,1.40,-0.04,""
"07/30/2015 00:00","WEST",61752,25.88,-0.43,0.00,""
"07/30/2015 01:00","CAPITL",61757,27.85,2.14,0.00,""
"07/30/2015 01:00","CENTRL",61754,25.85,0.13,-0.02,""
"07/30/2015 01:00","DUNWOD",61760,28.50,2.80,0.00,""
"07/30/2015 01:00","GENESE",61753,25.43,-0.28,0.00,""
"07/30/2015 01:00","H Q",61844,24.95,-0.76,0.00,""
"07/30/2015 01:00","HUD VL",61758,28.40,2.69,0.00,""
"07/30/2015 01:00","LONGIL",61762,34.55,3.32,-5.52,""
"07/30/2015 01:00","MHK VL",61756,26.51,0.80,-0.01,""
"07/30/2015 01:00","MILLWD",61759,28.50,2.79,0.00,""
"07/30/2015 01:00","N.Y.C.",61761,34.03,3.01,-5.31,""
"07/30/2015 01:00","NORTH",61755,24.88,-0.83,0.00,""
"07/30/2015 01:00","NPX",61845,27.99,2.28,0.00,""
"07/30/2015 01:00","O H",61846,24.72,-0.98,0.00,""
"07/30/2015 01:00","PJM",61847,26.98,1.27,-0.01,""
"07/30/2015 01:00","WEST",61752,25.07,-0.64,0.00,""
"07/30/2015 02:00","CAPITL",61757,15.87,1.14,0.00,""
"07/30/2015 02:00","CENTRL",61754,14.81,0.08,0.00,""
"07/30/2015 02:00","DUNWOD",61760,16.30,1.57,0.00,""
"07/30/2015 02:00","GENESE",61753,14.58,-0.15,0.00,""
"07/30/2015 02:00","H Q",61844,14.29,-0.44,0.00,""
