"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)","Scarcity In Effect (Y/N)"
"09/28/2015 00:00","CAPITL",61757,3.48,0.25,0.00
"09/28/2015 00:00","CENTRL",61754,3.32,0.09,0.00
"09/28/2015 00:00","DUNWOD",61760,3.59,0.37,0.00
"09/28/2015 00:00","GENESE",61753,3.31,0.09,0.00
"09/28/2015 00:00","H Q",61844,3.13,-0.10,0.00
"09/28/2015 00:00","HUD VL",61758,3.58,0.36,0.00
"09/28/2015 00:00","LONGIL",61762,5.45,0.40,-1.82
"09/28/2015 00:00","MHK VL",61756,3.33,0.11,0.00
"09/28/2015 00:00","MILLWD",61759,3.59,0.36,0.00
"09/28/2015 00:00","N.Y.C.",61761,7.03,0.39,-3.42
"09/28/2015 00:00","NORTH",61755,3.06,-0.16,0.00
"09/28/2015 00:00","NPX",61845,3.49,0.27,0.00
"09/28/2015 00:00","O H",61846,3.34,0.12,0.00
"09/28/2015 00:00","PJM",61847,3.52,0.29,0.00
"09/28/2015 00:00","WEST",61752,3.36,0.14,0.00
"09/28/2015 01:00","CAPITL",61757,3.65,0.27,0.00
"09/28/2015 01:00","CENTRL",61754,3.49,0.11,0.00
"09/28/2015 01:00","DUNWOD",61760,3.76,0.38,0.00
"09/28/2015 01:00","GENESE",61753,3.49,0.10,0.00
"09/28/2015 01:00","H Q",61844,3.28,-0.10,0.00
"09/28/2015 01:00","HUD VL",61758,3.76,0.38,0.00
"09/28/2015 01:00","LONGIL",61762,3.79,0.41,0.00
"09/28/2015 01:00","MHK VL",61756,3.50,0.12,0.00
"09/28/2015 01:00","MILLWD",61759,3.76,0.37,0.00
"09/28/2015 01:00","N.Y.C.",61761,7.76,0.39,-3.99
"09/28/2015 01:00","NORTH",61755,3.21,-0.17,0.00
"09/28/2015 01:00","NPX",61845,3.67,0.29,0.00
"09/28/2015 01:00","O H",61846,3.52,0.14,0.00
"09/28/2015 01:00","PJM",61847,3.69,0.31,0.00
