"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)","Scarcity In Effect (Y/N)"
"06/19/2015 00:00","CAPITL",61757,35.72,1.76,0.00,""
"06/19/2015 00:00","CENTRL",61754,34.66,0.71,0.00,""
"06/19/2015 00:00","DUNWOD",61760,36.85,2.89,0.00,""
"06/19/2015 00:00","GENESE",61753,34.34,0.39,0.00,""
"06/19/2015 00:00","H Q",61844,33.20,-0.76,0.00,""
"06/19/2015 00:00","HUD VL",61758,36.76,2.80,0.00,""
"06/19/2015 00:00","LONGIL",61762,132.76,3.47,-95.33,""
"06/19/2015 00:00","MHK VL",61756,34.61,0.65,0.00,""
"06/19/2015 00:00","MILLWD",61759,36.85,2.89,0.00,""
"06/19/2015 00:00","N.Y.C.",61761,37.08,3.12,0.00,""
"06/19/2015 00:00","NORTH",61755,33.07,-0.88,0.00,""
"06/19/2015 00:00","NPX",61845,36.16,2.20,0.00,""
"06/19/2015 00:00","O H",61846,33.81,-0.15,0.00,""
"06/19/2015 00:00","PJM",61847,35.66,1.70,0.00,""
"06/19/2015 00:00","WEST",61752,34.46,0.51,0.00,""
"06/19/2015 01:00","CAPITL",61757,24.16,1.11,0.00,""
"06/19/2015 01:00","CENTRL",61754,23.46,0.41,0.00,""
"06/19/2015 01:00","DUNWOD",61760,24.97,1.92,0.00,""
"06/19/2015 01:00","GENESE",61753,23.08,0.03,0.00,""
"06/19/2015 01:00","H Q",61844,22.59,-0.46,0.00,""
"06/19/2015 01:00","HUD VL",61758,24.91,1.85,0.00,""
"06/19/2015 01:00","LONGIL",61762,190.66,2.33,-165.28,""
"06/19/2015 01:00","MHK VL",61756,23.45,0.40,0.00,""
"06/19/2015 01:00","MILLWD",61759,24.97,1.92,0.00,""
"06/19/2015 01:00","N.Y.C.",61761,25.15,2.10,0.00,""
"06/19/2015 01:00","NORTH",61755,22.45,-0.60,0.00,""
"06/19/2015 01:00","NPX",61845,24.49,1.44,0.00,""
