"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)","Scarcity In Effect (Y/N)"
"04/20/2015 00:00","CAPITL",61757,13.07,0.39,-6.25,""
"04/20/2015 00:00","CENTRL",61754,7.34,0.07,-0.84,""
"04/20/2015 00:00","DUNWOD",61760,12.24,0.70,-5.11,""
"04/20/2015 00:00","GENESE",61753,7.06,-0.04,-0.66,""
"04/20/2015 00:00","H Q",61844,6.31,-0.12,0.00,""
"04/20/2015 00:00","HUD VL",61758,12.11,0.67,-5.01,""
"04/20/2015 00:00","LONGIL",61762,12.43,0.88,-5.12,""
"04/20/2015 00:00","MHK VL",61756,7.48,0.12,-0.93,""
"04/20/2015 00:00","MILLWD",61759,12.26,0.69,-5.14,""
"04/20/2015 00:00","N.Y.C.",61761,12.30,0.75,-5.12,""
"04/20/2015 00:00","NORTH",61755,6.19,-0.24,0.00,""
"04/20/2015 00:00","NPX",61845,12.71,0.52,-5.75,""
"04/20/2015 00:00","O H",61846,7.24,-0.07,-0.88,""
"04/20/2015 00:00","PJM",61847,10.24,0.40,-3.41,""
"04/20/2015 00:00","WEST",61752,7.29,0.00,-0.85,""
"04/20/2015 01:00","CAPITL",61757,47.17,-1.46,-72.92,""
"04/20/2015 01:00","CENTRL",61754,-14.61,-0.14,-9.81,""
"04/20/2015 01:00","DUNWOD",61760,32.88,-2.50,-59.67,""
"04/20/2015 01:00","GENESE",61753,-16.12,0.45,-7.72,""
"04/20/2015 01:00","H Q",61844,-23.89,0.40,0.00,""
"04/20/2015 01:00","HUD VL",61758,31.75,-2.42,-58.45,""
"04/20/2015 01:00","LONGIL",61762,32.39,-3.08,-59.75,""
"04/20/2015 01:00","MHK VL",61756,-13.90,-0.46,-10.84,""
"04/20/2015 01:00","MILLWD",61759,33.20,-2.47,-59.95,""
"04/20/2015 01:00","N.Y.C.",61761,32.77,-2.67,-59.73,""
"04/20/2015 01:00","NORTH",61755,-23.58,0.71,0.00,""
"04/20/2015 01:00","NPX",61845,40.76,-2.07,-67.11,""
"04/20/2015 01:00","O H",61846,-13.39,0.67,-10.23,""
"04/20/2015 01:00","PJM",61847,14.15,-1.32,-39.76,""
"04/20/2015 01:00","WEST",61752,-13.88,0.44,-9.97,""
"04/20/2015 02:00","CAPITL",61757,71.07,-0.57,-81.70,""
"04/20/2015 02:00","CENTRL",61754,0.90,-0.05,-11.00,""
"04/20/2015 02:00","DUNWOD",61760,55.81,-1.00,-66.86,""
"04/20/2015 02:00","GENESE",61753,-1.22,0.18,-8.65,""
"04/20/2015 02:00","H Q",61844,-9.90,0.16,0.00,""
"04/20/2015 02:00","HUD VL",61758,54.49,-0.98,-65.52,""
"04/20/2015 02:00","LONGIL",61762,55.65,-1.25,-66.96,""
"04/20/2015 02:00","MHK VL",61756,1.95,-0.19,-12.20,""
"04/20/2015 02:00","MILLWD",61759,56.13,-0.99,-67.17,""
"04/20/2015 02:00","N.Y.C.",61761,55.82,-1.06,-66.94,""
"04/20/2015 02:00","NORTH",61755,-9.77,0.28,0.00,""
"04/20/2015 02:00","NPX",61845,64.35,-0.81,-75.22,""
"04/20/2015 02:00","O H",61846,1.68,0.27,-11.46,""
"04/20/2015 02:00","PJM",61847,33.98,-0.53,-44.56,""
"04/20/2015 02:00","WEST",61752,1.29,0.18,-11.17,""
"04/20/2015 03:00","CAPITL",61757,33.66,-0.49,-42.93,""
"04/20/2015 03:00","CENTRL",61754,-3.06,-0.04,-5.76,""
"04/20/2015 03:00","DUNWOD",61760,25.46,-0.91,-35.15,""
"04/20/2015 03:00","GENESE",61753,-4.05,0.18,-4.55,""
"04/20/2015 03:00","H Q",61844,-8.64,0.14,0.00,""
"04/20/2015 03:00","HUD VL",61758,24.79,-0.88,-34.45,""
"04/20/2015 03:00","LONGIL",61762,25.29,-1.13,-35.20,""
"04/20/2015 03:00","MHK VL",61756,-2.52,-0.18,-6.44,""
"04/20/2015 03:00","MILLWD",61759,25.63,-0.89,-35.31,""
"04/20/2015 03:00","N.Y.C.",61761,25.44,-0.97,-35.19,""
"04/20/2015 03:00","NORTH",61755,-8.52,0.25,0.00,""
"04/20/2015 03:00","NPX",61845,30.06,-0.70,-39.54,""
"04/20/2015 03:00","O H",61846,-2.48,0.28,-6.03,""
"04/20/2015 03:00","PJM",61847,14.17,-0.47,-23.43,""
"04/20/2015 03:00","WEST",61752,-2.71,0.20,-5.87,""
"04/20/2015 04:00","CAPITL",61757,3.61,0.18,-0.29,""
"04/20/2015 04:00","CENTRL",61754,3.16,-0.01,-0.04,""
"04/20/2015 04:00","DUNWOD",61760,3.71,0.33,-0.24,""
"04/20/2015 04:00","GENESE",61753,3.07,-0.10,-0.03,""
"04/20/2015 04:00","H Q",61844,3.10,-0.04,0.00,""
"04/20/2015 04:00","HUD VL",61758,3.69,0.32,-0.23,""
"04/20/2015 04:00","LONGIL",61762,3.81,0.43,-0.24,""
"04/20/2015 04:00","MHK VL",61756,3.22,0.04,-0.04,""
"04/20/2015 04:00","MILLWD",61759,3.70,0.32,-0.24,""
"04/20/2015 04:00","N.Y.C.",61761,3.73,0.35,-0.24,""
"04/20/2015 04:00","NORTH",61755,3.03,-0.11,0.00,""
"04/20/2015 04:00","NPX",61845,3.66,0.26,-0.27,""
"04/20/2015 04:00","O H",61846,3.03,-0.15,-0.04,""
"04/20/2015 04:00","PJM",61847,3.45,0.15,-0.16,""
"04/20/2015 04:00","WEST",61752,3.04,-0.14,-0.04,""
"04/20/2015 05:00","CAPITL",61757,-3.22,-0.18,0.00,""
"04/20/2015 05:00","CENTRL",61754,-3.11,-0.07,0.00,""
"04/20/2015 05:00","DUNWOD",61760,-3.36,-0.32,0.00,""
"04/20/2015 05:00","GENESE",61753,-3.07,-0.03,0.00,""
"04/20/2015 05:00","H Q",61844,-2.97,0.07,0.00,""
"04/20/2015 05:00","HUD VL",61758,-3.36,-0.32,0.00,""
"04/20/2015 05:00","LONGIL",61762,-3.42,-0.38,0.00,""
"04/20/2015 05:00","MHK VL",61756,-3.12,-0.08,0.00,""
"04/20/2015 05:00","MILLWD",61759,-3.36,-0.32,0.00,""
