"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)","Scarcity In Effect (Y/N)"
"05/05/2015 00:00","CAPITL",61757,18.15,1.00,0.00,""
"05/05/2015 00:00","CENTRL",61754,17.17,0.02,0.00,""
"05/05/2015 00:00","DUNWOD",61760,18.62,1.47,0.00,""
"05/05/2015 00:00","GENESE",61753,16.52,-0.63,0.00,""
"05/05/2015 00:00","H Q",61844,16.04,-0.29,0.82,""
"05/05/2015 00:00","HUD VL",61758,18.57,1.42,0.00,""
"05/05/2015 00:00","LONGIL",61762,18.74,1.60,0.00,""
"05/05/2015 00:00","MHK VL",61756,17.32,0.17,0.00,""
"05/05/2015 00:00","MILLWD",61759,18.59,1.45,0.00,""
"05/05/2015 00:00","N.Y.C.",61761,18.71,1.57,0.00,""
"05/05/2015 00:00","NORTH",61755,16.24,-0.91,0.00,""
"05/05/2015 00:00","NPX",61845,18.36,1.21,0.00,""
"05/05/2015 00:00","O H",61846,16.07,-1.07,0.00,""
"05/05/2015 00:00","PJM",61847,16.85,0.53,0.82,""
"05/05/2015 00:00","WEST",61752,16.22,-0.93,0.00,""
"05/05/2015 01:00","CAPITL",61757,13.26,0.68,0.00,""
"05/05/2015 01:00","CENTRL",61754,12.63,0.05,0.00,""
"05/05/2015 01:00","DUNWOD",61760,13.57,0.99,0.00,""
"05/05/2015 01:00","GENESE",61753,12.23,-0.35,0.00,""
"05/05/2015 01:00","H Q",61844,12.39,-0.19,0.00,""
"05/05/2015 01:00","HUD VL",61758,13.54,0.96,0.00,""
"05/05/2015 01:00","LONGIL",61762,13.66,1.08,0.00,""
"05/05/2015 01:00","MHK VL",61756,12.70,0.12,0.00,""
"05/05/2015 01:00","MILLWD",61759,13.55,0.97,0.00,""
"05/05/2015 01:00","N.Y.C.",61761,13.63,1.05,0.00,""
"05/05/2015 01:00","NORTH",61755,11.99,-0.58,0.00,""
"05/05/2015 01:00","NPX",61845,13.41,0.83,0.00,""
"05/05/2015 01:00","O H",61846,11.98,-0.60,0.00,""
"05/05/2015 01:00","PJM",61847,12.98,0.40,0.00,""
"05/05/2015 01:00","WEST",61752,12.10,-0.48,0.00,""
"05/05/2015 02:00","CAPITL",61757,10.99,0.53,0.00,""
"05/05/2015 02:00","CENTRL",61754,10.53,0.07,0.00,""
"05/05/2015 02:00","DUNWOD",61760,11.22,0.76,0.00,""
"05/05/2015 02:00","GENESE",61753,10.25,-0.22,0.00,""
"05/05/2015 02:00","H Q",61844,10.32,-0.15,0.00,""
"05/05/2015 02:00","HUD VL",61758,11.21,0.75,0.00,""
"05/05/2015 02:00","LONGIL",61762,11.26,0.80,0.00,""
"05/05/2015 02:00","MHK VL",61756,10.58,0.11,0.00,""
"05/05/2015 02:00","MILLWD",61759,11.21,0.75,0.00,""
"05/05/2015 02:00","N.Y.C.",61761,11.27,0.80,0.00,""
"05/05/2015 02:00","NORTH",61755,10.03,-0.44,0.00,""
"05/05/2015 02:00","NPX",61845,11.09,0.63,0.00,""
"05/05/2015 02:00","O H",61846,10.10,-0.36,0.00,""
"05/05/2015 02:00","PJM",61847,10.81,0.35,0.00,""
"05/05/2015 02:00","WEST",61752,10.21,-0.25,0.00,""
"05/05/2015 03:00","CAPITL",61757,16.86,0.83,0.00,""
"05/05/2015 03:00","CENTRL",61754,16.13,0.10,0.00,""
"05/05/2015 03:00","DUNWOD",61760,17.16,1.14,0.00,""
"05/05/2015 03:00","GENESE",61753,15.67,-0.35,0.00,""
"05/05/2015 03:00","H Q",61844,15.83,-0.20,0.00,""
"05/05/2015 03:00","HUD VL",61758,17.16,1.13,0.00,""
"05/05/2015 03:00","LONGIL",61762,17.22,1.19,0.00,""
"05/05/2015 03:00","MHK VL",61756,16.22,0.19,0.00,""
"05/05/2015 03:00","MILLWD",61759,17.15,1.12,0.00,""
"05/05/2015 03:00","N.Y.C.",61761,17.23,1.20,0.00,""
"05/05/2015 03:00","NORTH",61755,15.42,-0.61,0.00,""
"05/05/2015 03:00","NPX",61845,17.02,0.99,0.00,""
"05/05/2015 03:00","O H",61846,15.46,-0.57,0.00,""
"05/05/2015 03:00","PJM",61847,16.55,0.52,0.00,""
"05/05/2015 03:00","WEST",61752,15.61,-0.43,0.00,""
"05/05/2015 04:00","CAPITL",61757,18.83,0.92,0.00,""
"05/05/2015 04:00","CENTRL",61754,17.98,0.07,0.00,""
"05/05/2015 04:00","DUNWOD",61760,19.16,1.26,0.00,""
"05/05/2015 04:00","GENESE",61753,17.45,-0.46,0.00,""
"05/05/2015 04:00","H Q",61844,17.70,-0.21,0.00,""
"05/05/2015 04:00","HUD VL",61758,19.15,1.25,0.00,""
"05/05/2015 04:00","LONGIL",61762,19.25,1.35,0.00,""
"05/05/2015 04:00","MHK VL",61756,18.11,0.20,0.00,""
"05/05/2015 04:00","MILLWD",61759,19.15,1.24,0.00,""
"05/05/2015 04:00","N.Y.C.",61761,19.24,1.33,0.00,""
"05/05/2015 04:00","NORTH",61755,17.32,-0.59,0.00,""
"05/05/2015 04:00","NPX",61845,19.18,1.10,-0.17,""
"05/05/2015 04:00","O H",61846,17.29,-0.78,-0.17,""
"05/05/2015 04:00","PJM",61847,18.41,0.50,0.00,""
"05/05/2015 04:00","WEST",61752,17.29,-0.62,0.00,""
"05/05/2015 05:00","CAPITL",61757,10.91,0.48,0.00,""
"05/05/2015 05:00","CENTRL",61754,10.56,0.12,0.00,""
"05/05/2015 05:00","DUNWOD",61760,11.11,0.68,0.00,""
"05/05/2015 05:00","GENESE",61753,10.31,-0.12,0.00,""
"05/05/2015 05:00","H Q",61844,10.32,-0.11,0.00,""
"05/05/2015 05:00","HUD VL",61758,11.11,0.68,0.00,""
"05/05/2015 05:00","LONGIL",61762,11.11,0.68,0.00,""
"05/05/2015 05:00","MHK VL",61756,10.60,0.17,0.00,""
"05/05/2015 05:00","MILLWD",61759,11.10,0.67,0.00,""
"05/05/2015 05:00","N.Y.C.",61761,11.15,0.72,0.00,""
"05/05/2015 05:00","NORTH",61755,10.13,-0.30,0.00,""
"05/05/2015 05:00","NPX",61845,10.99,0.56,0.00,""
"05/05/2015 05:00","O H",61846,10.14,-0.29,0.00,""
"05/05/2015 05:00","PJM",61847,10.75,0.32,0.00,""
"05/05/2015 05:00","WEST",61752,10.26,-0.17,0.00,""
"05/05/2015 06:00","CAPITL",61757,13.47,0.60,0.00,""
"05/05/2015 06:00","CENTRL",61754,13.02,0.15,0.00,""
"05/05/2015 06:00","DUNWOD",61760,13.83,0.96,0.00,""
"05/05/2015 06:00","GENESE",61753,12.60,-0.26,0.00,""
"05/05/2015 06:00","H Q",61844,12.72,-0.15,0.00,""
"05/05/2015 06:00","HUD VL",61758,13.81,0.94,0.00,""
"05/05/2015 06:00","LONGIL",61762,13.79,0.93,0.00,""
"05/05/2015 06:00","MHK VL",61756,13.14,0.28,0.00,""
"05/05/2015 06:00","MILLWD",61759,13.82,0.95,0.00,""
"05/05/2015 06:00","N.Y.C.",61761,13.92,1.05,0.00,""
"05/05/2015 06:00","NORTH",61755,12.50,-0.37,0.00,""
"05/05/2015 06:00","NPX",61845,13.65,0.78,0.00,""
"05/05/2015 06:00","O H",61846,12.27,-0.60,0.00,""
"05/05/2015 06:00","PJM",61847,13.27,0.40,0.00,""
"05/05/2015 06:00","WEST",61752,12.43,-0.44,0.00,""
"05/05/2015 07:00","CAPITL",61757,22.14,1.06,0.00,""
"05/05/2015 07:00","CENTRL",61754,21.44,0.37,0.00,""
"05/05/2015 07:00","DUNWOD",61760,22.77,1.70,0.00,""
"05/05/2015 07:00","GENESE",61753,20.75,-0.32,0.00,""
"05/05/2015 07:00","H Q",61844,20.76,-0.31,0.00,""
"05/05/2015 07:00","HUD VL",61758,22.75,1.68,0.00,""
"05/05/2015 07:00","LONGIL",61762,22.72,1.65,0.00,""
"05/05/2015 07:00","MHK VL",61756,21.62,0.55,0.00,""
"05/05/2015 07:00","MILLWD",61759,22.77,1.70,0.00,""
