"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"05/11/2019 00:00","CAPITL",61757,21.02,1.31,-0.07
"05/11/2019 00:00","CENTRL",61754,19.69,0.03,-0.02
"05/11/2019 00:00","DUNWOD",61760,21.44,1.75,-0.05
"05/11/2019 00:00","GENESE",61753,18.79,-0.85,-0.01
"05/11/2019 00:00","H Q",61844,19.19,-0.45,0.00
"05/11/2019 00:00","HUD VL",61758,21.28,1.59,-0.05
"05/11/2019 00:00","LONGIL",61762,31.99,2.33,-10.02
"05/11/2019 00:00","MHK VL",61756,19.77,0.12,-0.01
"05/11/2019 00:00","MILLWD",61759,21.38,1.68,-0.05
"05/11/2019 00:00","N.Y.C.",61761,21.87,1.94,-0.29
"05/11/2019 00:00","NORTH",61755,18.90,-0.74,0.00
"05/11/2019 00:00","NPX",61845,23.16,1.22,-2.30
"05/11/2019 00:00","O H",61846,18.47,-1.16,0.02
"05/11/2019 00:00","PJM",61847,20.30,0.56,-0.10
"05/11/2019 00:00","WEST",61752,18.96,-0.84,-0.16
"05/11/2019 01:00","CAPITL",61757,18.62,1.11,0.00
"05/11/2019 01:00","CENTRL",61754,17.54,0.03,0.00
"05/11/2019 01:00","DUNWOD",61760,19.01,1.50,0.00
"05/11/2019 01:00","GENESE",61753,16.79,-0.72,0.00
"05/11/2019 01:00","H Q",61844,17.14,-0.37,0.00
"05/11/2019 01:00","HUD VL",61758,18.87,1.35,0.00
"05/11/2019 01:00","LONGIL",61762,22.43,2.04,-2.88
"05/11/2019 01:00","MHK VL",61756,17.62,0.10,0.00
"05/11/2019 01:00","MILLWD",61759,18.95,1.44,0.00
"05/11/2019 01:00","N.Y.C.",61761,19.87,1.67,-0.69
"05/11/2019 01:00","NORTH",61755,16.94,-0.57,0.00
"05/11/2019 01:00","NPX",61845,19.61,1.06,-1.04
"05/11/2019 01:00","O H",61846,16.58,-0.93,0.00
"05/11/2019 01:00","PJM",61847,18.07,0.51,-0.04
"05/11/2019 01:00","WEST",61752,16.84,-0.67,0.00
"05/11/2019 02:00","CAPITL",61757,14.16,0.85,0.00
"05/11/2019 02:00","CENTRL",61754,13.34,0.03,0.00
"05/11/2019 02:00","DUNWOD",61760,14.43,1.12,0.00
"05/11/2019 02:00","GENESE",61753,12.77,-0.54,0.00
"05/11/2019 02:00","H Q",61844,13.04,-0.27,0.00
"05/11/2019 02:00","HUD VL",61758,14.31,1.01,0.00
"05/11/2019 02:00","LONGIL",61762,15.45,1.53,-0.61
"05/11/2019 02:00","MHK VL",61756,13.37,0.07,0.00
"05/11/2019 02:00","MILLWD",61759,14.38,1.07,0.00
"05/11/2019 02:00","N.Y.C.",61761,16.32,1.24,-1.77
"05/11/2019 02:00","NORTH",61755,12.90,-0.41,0.00
"05/11/2019 02:00","NPX",61845,19.49,0.80,-5.38
"05/11/2019 02:00","O H",61846,12.66,-0.65,0.00
"05/11/2019 02:00","PJM",61847,13.85,0.42,-0.11
"05/11/2019 02:00","WEST",61752,12.86,-0.45,0.00
"05/11/2019 03:00","CAPITL",61757,6.53,0.39,0.00
"05/11/2019 03:00","CENTRL",61754,6.17,0.03,0.00
"05/11/2019 03:00","DUNWOD",61760,6.63,0.50,0.00
"05/11/2019 03:00","GENESE",61753,5.92,-0.22,0.00
"05/11/2019 03:00","H Q",61844,6.01,-0.12,0.00
"05/11/2019 03:00","HUD VL",61758,6.58,0.45,0.00
"05/11/2019 03:00","LONGIL",61762,6.63,0.65,0.16
"05/11/2019 03:00","MHK VL",61756,6.17,0.03,0.00
"05/11/2019 03:00","MILLWD",61759,6.61,0.47,0.00
"05/11/2019 03:00","N.Y.C.",61761,9.64,0.55,-2.95
"05/11/2019 03:00","NORTH",61755,5.94,-0.19,0.00
