"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)","Scarcity In Effect (Y/N)"
"06/06/2015 00:00","CAPITL",61757,5.43,0.33,0.00,""
"06/06/2015 00:00","CENTRL",61754,5.20,0.10,0.00,""
"06/06/2015 00:00","DUNWOD",61760,5.56,0.46,0.00,""
"06/06/2015 00:00","GENESE",61753,5.08,-0.02,0.00,""
"06/06/2015 00:00","H Q",61844,5.00,-0.10,0.00,""
"06/06/2015 00:00","HUD VL",61758,5.56,0.46,0.00,""
"06/06/2015 00:00","LONGIL",61762,5.65,0.55,0.00,""
"06/06/2015 00:00","MHK VL",61756,5.22,0.12,0.00,""
"06/06/2015 00:00","MILLWD",61759,5.56,0.46,0.00,""
"06/06/2015 00:00","N.Y.C.",61761,5.57,0.48,0.00,""
"06/06/2015 00:00","NORTH",61755,4.99,-0.11,0.00,""
"06/06/2015 00:00","NPX",61845,5.45,0.36,0.00,""
"06/06/2015 00:00","O H",61846,5.02,-0.08,0.00,""
"06/06/2015 00:00","PJM",61847,5.37,0.27,0.00,""
"06/06/2015 00:00","WEST",61752,5.08,-0.03,0.00,""
"06/06/2015 01:00","CAPITL",61757,5.91,0.34,0.00,""
"06/06/2015 01:00","CENTRL",61754,5.66,0.10,0.00,""
"06/06/2015 01:00","DUNWOD",61760,6.04,0.48,0.00,""
"06/06/2015 01:00","GENESE",61753,5.54,-0.02,0.00,""
"06/06/2015 01:00","H Q",61844,5.46,-0.10,0.00,""
"06/06/2015 01:00","HUD VL",61758,6.04,0.48,0.00,""
"06/06/2015 01:00","LONGIL",61762,6.15,0.58,0.00,""
"06/06/2015 01:00","MHK VL",61756,5.68,0.12,0.00,""
"06/06/2015 01:00","MILLWD",61759,6.04,0.48,0.00,""
"06/06/2015 01:00","N.Y.C.",61761,6.05,0.49,0.00,""
"06/06/2015 01:00","NORTH",61755,5.43,-0.13,0.00,""
"06/06/2015 01:00","NPX",61845,5.94,0.38,0.00,""
