"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)","Scarcity In Effect (Y/N)"
"04/10/2015 00:00","CAPITL",61757,24.06,1.50,-0.72,""
"04/10/2015 00:00","CENTRL",61754,22.08,0.16,-0.08,""
"04/10/2015 00:00","DUNWOD",61760,24.31,1.93,-0.54,""
"04/10/2015 00:00","GENESE",61753,21.31,-0.59,-0.07,""
"04/10/2015 00:00","H Q",61844,21.24,-0.59,0.00,""
"04/10/2015 00:00","HUD VL",61758,24.23,1.87,-0.52,""
"04/10/2015 00:00","LONGIL",61762,24.85,2.48,-0.54,""
"04/10/2015 00:00","MHK VL",61756,22.38,0.46,-0.09,""
"04/10/2015 00:00","MILLWD",61759,24.34,1.95,-0.55,""
"04/10/2015 00:00","N.Y.C.",61761,24.38,2.01,-0.54,""
"04/10/2015 00:00","NORTH",61755,20.74,-1.10,0.00,""
"04/10/2015 00:00","NPX",61845,32.35,1.84,-8.67,""
"04/10/2015 00:00","O H",61846,20.93,-1.00,-0.09,""
"04/10/2015 00:00","PJM",61847,23.04,0.86,-0.35,""
"04/10/2015 00:00","WEST",61752,21.05,-0.87,-0.09,""
"04/10/2015 01:00","CAPITL",61757,21.77,1.38,0.00,""
"04/10/2015 01:00","CENTRL",61754,20.54,0.15,0.00,""
"04/10/2015 01:00","DUNWOD",61760,22.16,1.77,0.00,""
"04/10/2015 01:00","GENESE",61753,19.89,-0.49,0.00,""
"04/10/2015 01:00","H Q",61844,19.82,-0.56,0.00,""
"04/10/2015 01:00","HUD VL",61758,22.11,1.72,0.00,""
"04/10/2015 01:00","LONGIL",61762,22.59,2.20,0.00,""
"04/10/2015 01:00","MHK VL",61756,20.79,0.41,0.00,""
"04/10/2015 01:00","MILLWD",61759,22.17,1.79,0.00,""
"04/10/2015 01:00","N.Y.C.",61761,22.24,1.85,0.00,""
"04/10/2015 01:00","NORTH",61755,19.38,-1.01,0.00,""
"04/10/2015 01:00","NPX",61845,22.09,1.70,0.00,""
"04/10/2015 01:00","O H",61846,19.53,-0.85,0.00,""
"04/10/2015 01:00","PJM",61847,21.16,0.77,0.00,""
"04/10/2015 01:00","WEST",61752,19.63,-0.75,0.00,""
"04/10/2015 02:00","CAPITL",61757,21.79,1.31,-1.13,""
"04/10/2015 02:00","CENTRL",61754,19.60,0.12,-0.13,""
"04/10/2015 02:00","DUNWOD",61760,21.80,1.60,-0.84,""
"04/10/2015 02:00","GENESE",61753,18.99,-0.46,-0.10,""
"04/10/2015 02:00","H Q",61844,18.85,-0.50,0.00,""
"04/10/2015 02:00","HUD VL",61758,21.74,1.57,-0.82,""
"04/10/2015 02:00","LONGIL",61762,22.24,2.05,-0.84,""
"04/10/2015 02:00","MHK VL",61756,19.86,0.37,-0.14,""
"04/10/2015 02:00","MILLWD",61759,21.83,1.63,-0.86,""
"04/10/2015 02:00","N.Y.C.",61761,21.87,1.67,-0.84,""
"04/10/2015 02:00","NORTH",61755,18.53,-0.82,0.00,""
"04/10/2015 02:00","NPX",61845,22.43,1.62,-1.47,""
"04/10/2015 02:00","O H",61846,18.72,-0.77,-0.14,""
"04/10/2015 02:00","PJM",61847,20.59,0.69,-0.55,""
"04/10/2015 02:00","WEST",61752,18.80,-0.68,-0.14,""
"04/10/2015 03:00","CAPITL",61757,21.25,1.28,0.00,""
"04/10/2015 03:00","CENTRL",61754,20.05,0.08,0.00,""
"04/10/2015 03:00","DUNWOD",61760,21.50,1.53,0.00,""
"04/10/2015 03:00","GENESE",61753,19.48,-0.48,0.00,""
"04/10/2015 03:00","H Q",61844,19.50,-0.47,0.00,""
"04/10/2015 03:00","HUD VL",61758,21.48,1.51,0.00,""
"04/10/2015 03:00","LONGIL",61762,21.93,1.97,0.00,""
"04/10/2015 03:00","MHK VL",61756,20.34,0.37,0.00,""
"04/10/2015 03:00","MILLWD",61759,21.53,1.56,0.00,""
"04/10/2015 03:00","N.Y.C.",61761,21.56,1.59,0.00,""
"04/10/2015 03:00","NORTH",61755,19.09,-0.88,0.00,""
"04/10/2015 03:00","NPX",61845,29.98,1.58,-8.43,""
"04/10/2015 03:00","O H",61846,19.12,-0.85,0.00,""
"04/10/2015 03:00","PJM",61847,20.55,0.58,0.00,""
"04/10/2015 03:00","WEST",61752,19.22,-0.74,0.00,""
"04/10/2015 04:00","CAPITL",61757,21.67,0.76,-9.77,""
"04/10/2015 04:00","CENTRL",61754,12.38,0.11,-1.13,""
"04/10/2015 04:00","DUNWOD",61760,19.40,0.94,-7.32,""
"04/10/2015 04:00","GENESE",61753,11.81,-0.20,-0.88,""
"04/10/2015 04:00","H Q",61844,10.83,-0.31,0.00,""
"04/10/2015 04:00","HUD VL",61758,19.17,0.92,-7.11,""
"04/10/2015 04:00","LONGIL",61762,19.65,1.19,-7.32,""
"04/10/2015 04:00","MHK VL",61756,12.60,0.24,-1.23,""
"04/10/2015 04:00","MILLWD",61759,19.56,0.95,-7.47,""
"04/10/2015 04:00","N.Y.C.",61761,19.44,0.98,-7.32,""
"04/10/2015 04:00","NORTH",61755,10.61,-0.52,0.00,""
"04/10/2015 04:00","NPX",61845,24.82,0.94,-12.75,""
"04/10/2015 04:00","O H",61846,11.97,-0.38,-1.21,""
"04/10/2015 04:00","PJM",61847,16.30,0.42,-4.74,""
"04/10/2015 04:00","WEST",61752,12.00,-0.33,-1.19,""
"04/10/2015 05:00","CAPITL",61757,21.89,1.40,0.00,""
"04/10/2015 05:00","CENTRL",61754,20.75,0.26,0.00,""
"04/10/2015 05:00","DUNWOD",61760,22.40,1.90,0.00,""
"04/10/2015 05:00","GENESE",61753,20.22,-0.28,0.00,""
"04/10/2015 05:00","H Q",61844,19.88,-0.61,0.00,""
"04/10/2015 05:00","HUD VL",61758,22.32,1.83,0.00,""
"04/10/2015 05:00","LONGIL",61762,22.93,2.44,0.00,""
"04/10/2015 05:00","MHK VL",61756,20.99,0.50,0.00,""
"04/10/2015 05:00","MILLWD",61759,22.41,1.92,0.00,""
"04/10/2015 05:00","N.Y.C.",61761,22.49,2.00,0.00,""
"04/10/2015 05:00","NORTH",61755,19.36,-1.13,0.00,""
"04/10/2015 05:00","NPX",61845,32.94,1.73,-10.72,""
"04/10/2015 05:00","O H",61846,19.80,-0.69,0.00,""
"04/10/2015 05:00","PJM",61847,21.37,0.88,0.00,""
"04/10/2015 05:00","WEST",61752,19.93,-0.56,0.00,""
"04/10/2015 06:00","CAPITL",61757,28.52,1.88,0.00,""
"04/10/2015 06:00","CENTRL",61754,27.17,0.52,0.00,""
"04/10/2015 06:00","DUNWOD",61760,29.39,2.74,0.00,""
"04/10/2015 06:00","GENESE",61753,26.31,-0.33,0.00,""
"04/10/2015 06:00","H Q",61844,25.74,-0.90,0.00,""
"04/10/2015 06:00","HUD VL",61758,29.30,2.66,0.00,""
"04/10/2015 06:00","LONGIL",61762,30.13,3.49,0.00,""
"04/10/2015 06:00","MHK VL",61756,27.49,0.85,0.00,""
"04/10/2015 06:00","MILLWD",61759,29.42,2.77,0.00,""
"04/10/2015 06:00","N.Y.C.",61761,29.49,2.85,0.00,""
"04/10/2015 06:00","NORTH",61755,24.89,-1.75,0.00,""
"04/10/2015 06:00","NPX",61845,29.00,2.30,-0.05,""
"04/10/2015 06:00","O H",61846,25.62,-1.02,0.00,""
"04/10/2015 06:00","PJM",61847,28.06,1.42,0.00,""
"04/10/2015 06:00","WEST",61752,25.74,-0.90,0.00,""
"04/10/2015 07:00","CAPITL",61757,44.15,2.75,-3.37,""
"04/10/2015 07:00","CENTRL",61754,38.98,0.56,-0.39,""
"04/10/2015 07:00","DUNWOD",61760,44.66,4.11,-2.52,""
"04/10/2015 07:00","GENESE",61753,37.51,-0.82,-0.30,""
"04/10/2015 07:00","H Q",61844,36.73,-1.30,0.00,""
"04/10/2015 07:00","HUD VL",61758,44.46,3.98,-2.45,""
"04/10/2015 07:00","LONGIL",61762,45.55,5.00,-2.52,""
"04/10/2015 07:00","MHK VL",61756,39.54,1.12,-0.39,""
"04/10/2015 07:00","MILLWD",61759,44.76,4.16,-2.57,""
"04/10/2015 07:00","N.Y.C.",61761,44.81,4.26,-2.52,""
"04/10/2015 07:00","NORTH",61755,35.29,-2.74,0.00,""
"04/10/2015 07:00","NPX",61845,44.39,3.32,-3.04,""
"04/10/2015 07:00","O H",61846,36.28,-2.16,-0.42,""
"04/10/2015 07:00","PJM",61847,41.54,1.88,-1.63,""
"04/10/2015 07:00","WEST",61752,36.45,-1.99,-0.41,""
"04/10/2015 08:00","CAPITL",61757,31.31,1.41,-11.02,""
"04/10/2015 08:00","CENTRL",61754,20.38,0.21,-1.29,""
"04/10/2015 08:00","DUNWOD",61760,29.21,2.09,-8.24,""
"04/10/2015 08:00","GENESE",61753,19.37,-0.50,-0.99,""
"04/10/2015 08:00","H Q",61844,18.25,-0.64,0.00,""
"04/10/2015 08:00","HUD VL",61758,28.91,2.01,-8.02,""
"04/10/2015 08:00","LONGIL",61762,29.63,2.50,-8.24,""
"04/10/2015 08:00","MHK VL",61756,20.67,0.53,-1.26,""
"04/10/2015 08:00","MILLWD",61759,29.40,2.11,-8.42,""
"04/10/2015 08:00","N.Y.C.",61761,29.33,2.21,-8.24,""
"04/10/2015 08:00","NORTH",61755,17.64,-1.24,0.00,""
"04/10/2015 08:00","NPX",61845,35.30,1.71,-14.71,""
"04/10/2015 08:00","O H",61846,19.00,-1.25,-1.37,""
"04/10/2015 08:00","PJM",61847,25.08,0.86,-5.34,""
"04/10/2015 08:00","WEST",61752,19.06,-1.16,-1.35,""
"04/10/2015 09:00","CAPITL",61757,24.37,1.49,-2.83,""
"04/10/2015 09:00","CENTRL",61754,20.66,0.27,-0.33,""
"04/10/2015 09:00","DUNWOD",61760,24.45,2.27,-2.11,""
"04/10/2015 09:00","GENESE",61753,19.75,-0.56,-0.25,""
"04/10/2015 09:00","H Q",61844,19.38,-0.68,0.00,""
