"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"04/27/2019 00:00","CAPITL",61757,19.12,0.95,0.00
"04/27/2019 00:00","CENTRL",61754,18.13,-0.03,0.00
"04/27/2019 00:00","DUNWOD",61760,19.52,1.36,0.00
"04/27/2019 00:00","GENESE",61753,17.34,-0.82,0.00
"04/27/2019 00:00","H Q",61844,17.90,-0.26,0.00
"04/27/2019 00:00","HUD VL",61758,19.32,1.15,0.00
"04/27/2019 00:00","LONGIL",61762,21.75,2.04,-1.54
"04/27/2019 00:00","MHK VL",61756,18.23,0.06,0.00
"04/27/2019 00:00","MILLWD",61759,19.39,1.23,0.00
"04/27/2019 00:00","N.Y.C.",61761,19.66,1.50,0.00
"04/27/2019 00:00","NORTH",61755,17.76,-0.40,0.00
"04/27/2019 00:00","NPX",61845,20.10,0.92,-1.02
"04/27/2019 00:00","O H",61846,16.84,-1.33,0.00
"04/27/2019 00:00","PJM",61847,18.28,0.12,0.00
"04/27/2019 00:00","WEST",61752,17.09,-1.07,0.00
"04/27/2019 01:00","CAPITL",61757,15.05,0.73,0.00
"04/27/2019 01:00","CENTRL",61754,14.33,0.00,0.00
"04/27/2019 01:00","DUNWOD",61760,15.33,1.01,0.00
"04/27/2019 01:00","GENESE",61753,13.76,-0.57,0.00
"04/27/2019 01:00","H Q",61844,14.12,-0.21,0.00
"04/27/2019 01:00","HUD VL",61758,15.17,0.85,0.00
"04/27/2019 01:00","LONGIL",61762,15.82,1.49,0.00
"04/27/2019 01:00","MHK VL",61756,14.37,0.04,0.00
"04/27/2019 01:00","MILLWD",61759,15.22,0.90,0.00
"04/27/2019 01:00","N.Y.C.",61761,15.43,1.11,0.00
"04/27/2019 01:00","NORTH",61755,14.01,-0.32,0.00
"04/27/2019 01:00","NPX",61845,17.77,0.73,-2.72
"04/27/2019 01:00","O H",61846,13.43,-0.89,0.00
"04/27/2019 01:00","PJM",61847,14.44,0.12,0.00
"04/27/2019 01:00","WEST",61752,13.62,-0.71,0.00
"04/27/2019 02:00","CAPITL",61757,7.51,0.37,0.00
"04/27/2019 02:00","CENTRL",61754,7.16,0.02,0.00
"04/27/2019 02:00","DUNWOD",61760,7.65,0.51,0.00
"04/27/2019 02:00","GENESE",61753,6.89,-0.25,0.00
"04/27/2019 02:00","H Q",61844,7.03,-0.11,0.00
"04/27/2019 02:00","HUD VL",61758,7.58,0.43,0.00
"04/27/2019 02:00","LONGIL",61762,7.89,0.75,0.00
"04/27/2019 02:00","MHK VL",61756,7.16,0.02,0.00
"04/27/2019 02:00","MILLWD",61759,7.60,0.46,0.00
"04/27/2019 02:00","N.Y.C.",61761,7.70,0.56,0.00
"04/27/2019 02:00","NORTH",61755,6.97,-0.17,0.00
"04/27/2019 02:00","NPX",61845,7.77,0.37,-0.26
"04/27/2019 02:00","O H",61846,6.76,-0.39,0.00
"04/27/2019 02:00","PJM",61847,7.23,0.09,0.00
"04/27/2019 02:00","WEST",61752,6.85,-0.30,0.00
"04/27/2019 03:00","CAPITL",61757,0.67,0.04,0.00
"04/27/2019 03:00","CENTRL",61754,0.64,0.00,0.00
"04/27/2019 03:00","DUNWOD",61760,0.68,0.05,0.00
"04/27/2019 03:00","GENESE",61753,0.62,-0.02,0.00
"04/27/2019 03:00","H Q",61844,0.62,-0.01,0.00
"04/27/2019 03:00","HUD VL",61758,0.67,0.04,0.00
"04/27/2019 03:00","LONGIL",61762,0.70,0.06,0.00
"04/27/2019 03:00","MHK VL",61756,0.64,0.00,0.00
"04/27/2019 03:00","MILLWD",61759,0.67,0.04,0.00
"04/27/2019 03:00","N.Y.C.",61761,0.68,0.05,0.00
"04/27/2019 03:00","NORTH",61755,0.62,-0.02,0.00
"04/27/2019 03:00","NPX",61845,6.97,0.04,-6.30
"04/27/2019 03:00","O H",61846,0.61,-0.03,0.00
"04/27/2019 03:00","PJM",61847,0.64,0.01,0.00
"04/27/2019 03:00","WEST",61752,0.62,-0.02,0.00
"04/27/2019 04:00","CAPITL",61757,1.46,0.08,0.00
"04/27/2019 04:00","CENTRL",61754,1.39,0.01,0.00
"04/27/2019 04:00","DUNWOD",61760,1.49,0.11,0.00
"04/27/2019 04:00","GENESE",61753,1.35,-0.04,0.00
"04/27/2019 04:00","H Q",61844,1.36,-0.02,0.00
"04/27/2019 04:00","HUD VL",61758,1.48,0.09,0.00
"04/27/2019 04:00","LONGIL",61762,1.55,0.16,0.00
"04/27/2019 04:00","MHK VL",61756,1.39,0.00,0.00
"04/27/2019 04:00","MILLWD",61759,1.48,0.09,0.00
"04/27/2019 04:00","N.Y.C.",61761,1.50,0.11,0.00
"04/27/2019 04:00","NORTH",61755,1.35,-0.04,0.00
"04/27/2019 04:00","NPX",61845,9.78,0.07,-8.33
"04/27/2019 04:00","O H",61846,1.33,-0.06,0.00
"04/27/2019 04:00","PJM",61847,1.41,0.03,0.00
"04/27/2019 04:00","WEST",61752,1.35,-0.04,0.00
"04/27/2019 05:00","CAPITL",61757,13.21,0.74,0.00
"04/27/2019 05:00","CENTRL",61754,12.57,0.09,0.00
"04/27/2019 05:00","DUNWOD",61760,13.50,1.02,0.00
"04/27/2019 05:00","GENESE",61753,12.10,-0.37,0.00
"04/27/2019 05:00","H Q",61844,12.27,-0.20,0.00
"04/27/2019 05:00","HUD VL",61758,13.38,0.90,0.00
"04/27/2019 05:00","LONGIL",61762,13.95,1.48,0.00
"04/27/2019 05:00","MHK VL",61756,12.59,0.11,0.00
"04/27/2019 05:00","MILLWD",61759,13.41,0.94,0.00
"04/27/2019 05:00","N.Y.C.",61761,13.58,1.10,0.00
"04/27/2019 05:00","NORTH",61755,12.14,-0.33,0.00
"04/27/2019 05:00","NPX",61845,17.78,0.72,-4.58
"04/27/2019 05:00","O H",61846,11.86,-0.62,0.00
"04/27/2019 05:00","PJM",61847,12.74,0.26,0.00
"04/27/2019 05:00","WEST",61752,12.02,-0.46,0.00
"04/27/2019 06:00","CAPITL",61757,14.18,0.78,-0.88
"04/27/2019 06:00","CENTRL",61754,12.74,0.11,-0.12
"04/27/2019 06:00","DUNWOD",61760,14.30,1.10,-0.69
"04/27/2019 06:00","GENESE",61753,12.20,-0.40,-0.09
"04/27/2019 06:00","H Q",61844,12.29,-0.22,0.00
"04/27/2019 06:00","HUD VL",61758,14.16,0.96,-0.68
"04/27/2019 06:00","LONGIL",61762,17.32,1.60,-3.21
"04/27/2019 06:00","MHK VL",61756,12.79,0.14,-0.14
"04/27/2019 06:00","MILLWD",61759,14.21,1.01,-0.69
"04/27/2019 06:00","N.Y.C.",61761,14.39,1.19,-0.69
"04/27/2019 06:00","NORTH",61755,12.11,-0.40,0.00
"04/27/2019 06:00","NPX",61845,18.51,0.73,-5.27
"04/27/2019 06:00","O H",61846,11.94,-0.70,-0.12
"04/27/2019 06:00","PJM",61847,13.20,0.28,-0.40
"04/27/2019 06:00","WEST",61752,12.09,-0.53,-0.11
"04/27/2019 07:00","CAPITL",61757,17.91,0.05,-17.07
"04/27/2019 07:00","CENTRL",61754,3.20,0.01,-2.40
"04/27/2019 07:00","DUNWOD",61760,14.03,0.08,-13.17
"04/27/2019 07:00","GENESE",61753,2.49,-0.03,-1.73
"04/27/2019 07:00","H Q",61844,-0.49,-0.02,1.27
"04/27/2019 07:00","HUD VL",61758,13.96,0.07,-13.10
"04/27/2019 07:00","LONGIL",61762,14.07,0.10,-13.18
"04/27/2019 07:00","MHK VL",61756,3.55,0.01,-2.75
"04/27/2019 07:00","MILLWD",61759,14.04,0.07,-13.18
"04/27/2019 07:00","N.Y.C.",61761,14.05,0.09,-13.17
"04/27/2019 07:00","NORTH",61755,0.75,-0.04,0.00
"04/27/2019 07:00","NPX",61845,16.57,0.05,-15.73
"04/27/2019 07:00","O H",61846,3.02,-0.05,-2.29
"04/27/2019 07:00","PJM",61847,7.33,0.02,-6.53
"04/27/2019 07:00","WEST",61752,2.92,-0.04,-2.18
"04/27/2019 08:00","CAPITL",61757,2.68,0.16,0.00
"04/27/2019 08:00","CENTRL",61754,2.55,0.03,0.00
"04/27/2019 08:00","DUNWOD",61760,2.78,0.26,0.00
"04/27/2019 08:00","GENESE",61753,2.43,-0.09,0.00
"04/27/2019 08:00","H Q",61844,2.46,-0.05,0.00
"04/27/2019 08:00","HUD VL",61758,2.75,0.23,0.00
"04/27/2019 08:00","LONGIL",61762,2.87,0.36,0.00
"04/27/2019 08:00","MHK VL",61756,2.57,0.05,0.00
"04/27/2019 08:00","MILLWD",61759,2.76,0.25,0.00
"04/27/2019 08:00","N.Y.C.",61761,2.80,0.28,0.00
"04/27/2019 08:00","NORTH",61755,2.42,-0.10,0.00
"04/27/2019 08:00","NPX",61845,3.74,0.15,-1.07
