"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)","Scarcity In Effect (Y/N)"
"06/25/2015 00:00","CAPITL",61757,20.66,1.04,0.00,""
"06/25/2015 00:00","CENTRL",61754,19.81,0.19,0.00,""
"06/25/2015 00:00","DUNWOD",61760,21.63,2.02,0.00,""
"06/25/2015 00:00","GENESE",61753,19.32,-0.30,0.00,""
"06/25/2015 00:00","H Q",61844,19.18,-0.44,0.00,""
"06/25/2015 00:00","HUD VL",61758,21.54,1.92,0.00,""
"06/25/2015 00:00","LONGIL",61762,21.88,2.27,0.00,""
"06/25/2015 00:00","MHK VL",61756,20.03,0.41,0.00,""
"06/25/2015 00:00","MILLWD",61759,21.62,2.01,0.00,""
"06/25/2015 00:00","N.Y.C.",61761,21.87,2.25,0.00,""
"06/25/2015 00:00","NORTH",61755,19.08,-0.54,0.00,""
"06/25/2015 00:00","NPX",61845,21.02,1.40,0.00,""
"06/25/2015 00:00","O H",61846,18.94,-0.68,0.00,""
"06/25/2015 00:00","PJM",61847,20.62,1.01,0.00,""
"06/25/2015 00:00","WEST",61752,19.14,-0.47,0.00,""
"06/25/2015 01:00","CAPITL",61757,18.20,0.96,0.00,""
"06/25/2015 01:00","CENTRL",61754,17.36,0.11,-0.01,""
"06/25/2015 01:00","DUNWOD",61760,18.98,1.75,0.00,""
"06/25/2015 01:00","GENESE",61753,16.81,-0.42,0.00,""
"06/25/2015 01:00","H Q",61844,16.85,-0.38,0.00,""
"06/25/2015 01:00","HUD VL",61758,18.89,1.66,0.00,""
"06/25/2015 01:00","LONGIL",61762,19.32,2.08,0.00,""
"06/25/2015 01:00","MHK VL",61756,17.57,0.33,0.00,""
"06/25/2015 01:00","MILLWD",61759,18.96,1.73,0.00,""
"06/25/2015 01:00","N.Y.C.",61761,19.17,1.94,0.00,""
"06/25/2015 01:00","NORTH",61755,16.74,-0.50,0.00,""
"06/25/2015 01:00","NPX",61845,18.53,1.30,0.00,""
"06/25/2015 01:00","O H",61846,16.47,-0.76,0.00,""
"06/25/2015 01:00","PJM",61847,18.06,0.82,0.00,""
"06/25/2015 01:00","WEST",61752,16.62,-0.61,0.00,""
"06/25/2015 02:00","CAPITL",61757,18.74,0.94,0.00,""
"06/25/2015 02:00","CENTRL",61754,17.91,0.11,0.00,""
"06/25/2015 02:00","DUNWOD",61760,19.44,1.64,0.00,""
"06/25/2015 02:00","GENESE",61753,17.39,-0.41,0.00,""
"06/25/2015 02:00","H Q",61844,17.44,-0.36,0.00,""
"06/25/2015 02:00","HUD VL",61758,19.37,1.57,0.00,""
"06/25/2015 02:00","LONGIL",61762,19.73,1.93,0.00,""
"06/25/2015 02:00","MHK VL",61756,18.11,0.31,0.00,""
"06/25/2015 02:00","MILLWD",61759,19.42,1.62,0.00,""
"06/25/2015 02:00","N.Y.C.",61761,19.62,1.82,0.00,""
"06/25/2015 02:00","NORTH",61755,17.32,-0.48,0.00,""
"06/25/2015 02:00","NPX",61845,19.08,1.28,0.00,""
"06/25/2015 02:00","O H",61846,17.09,-0.71,0.00,""
"06/25/2015 02:00","PJM",61847,18.58,0.77,0.00,""
"06/25/2015 02:00","WEST",61752,17.23,-0.57,0.00,""
"06/25/2015 03:00","CAPITL",61757,16.71,0.86,0.00,""
"06/25/2015 03:00","CENTRL",61754,15.94,0.10,0.00,""
"06/25/2015 03:00","DUNWOD",61760,17.25,1.40,0.00,""
"06/25/2015 03:00","GENESE",61753,15.47,-0.38,0.00,""
"06/25/2015 03:00","H Q",61844,15.50,-0.35,0.00,""
"06/25/2015 03:00","HUD VL",61758,17.21,1.36,0.00,""
"06/25/2015 03:00","LONGIL",61762,17.47,1.63,0.00,""
"06/25/2015 03:00","MHK VL",61756,16.13,0.28,0.00,""
"06/25/2015 03:00","MILLWD",61759,17.24,1.39,0.00,""
"06/25/2015 03:00","N.Y.C.",61761,17.41,1.56,0.00,""
"06/25/2015 03:00","NORTH",61755,15.38,-0.46,0.00,""
