"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"10/30/2018 00:00","CAPITL",61757,26.53,1.77,0.00
"10/30/2018 00:00","CENTRL",61754,25.29,0.53,0.00
"10/30/2018 00:00","DUNWOD",61760,26.92,2.16,0.00
"10/30/2018 00:00","GENESE",61753,24.97,0.20,0.00
"10/30/2018 00:00","H Q",61844,23.91,-0.85,0.00
"10/30/2018 00:00","HUD VL",61758,26.81,2.05,0.00
"10/30/2018 00:00","LONGIL",61762,28.73,2.83,-1.13
"10/30/2018 00:00","MHK VL",61756,25.38,0.62,0.00
"10/30/2018 00:00","MILLWD",61759,26.86,2.09,0.00
"10/30/2018 00:00","N.Y.C.",61761,27.15,2.39,0.00
"10/30/2018 00:00","NORTH",61755,23.59,-1.18,0.00
"10/30/2018 00:00","NPX",61845,27.21,1.96,-0.49
"10/30/2018 00:00","O H",61846,23.87,-0.90,0.00
"10/30/2018 00:00","PJM",61847,25.73,0.97,0.00
"10/30/2018 00:00","WEST",61752,24.43,-0.33,0.00
"10/30/2018 01:00","CAPITL",61757,21.53,1.43,0.00
"10/30/2018 01:00","CENTRL",61754,20.53,0.43,0.00
"10/30/2018 01:00","DUNWOD",61760,21.89,1.79,0.00
"10/30/2018 01:00","GENESE",61753,20.25,0.15,0.00
"10/30/2018 01:00","H Q",61844,19.38,-0.72,0.00
"10/30/2018 01:00","HUD VL",61758,21.80,1.70,0.00
"10/30/2018 01:00","LONGIL",61762,22.36,2.26,0.00
"10/30/2018 01:00","MHK VL",61756,20.59,0.49,0.00
"10/30/2018 01:00","MILLWD",61759,21.84,1.74,0.00
"10/30/2018 01:00","N.Y.C.",61761,22.09,1.99,0.00
"10/30/2018 01:00","NORTH",61755,19.02,-1.09,0.00
"10/30/2018 01:00","NPX",61845,22.91,1.63,-1.18
"10/30/2018 01:00","O H",61846,19.39,-0.71,0.00
"10/30/2018 01:00","PJM",61847,20.93,0.82,0.00
"10/30/2018 01:00","WEST",61752,19.86,-0.25,0.00
"10/30/2018 02:00","CAPITL",61757,22.97,1.56,0.00
