"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)","Scarcity In Effect (Y/N)"
"04/18/2015 00:00","CAPITL",61757,18.53,0.87,0.00,""
"04/18/2015 00:00","CENTRL",61754,18.03,0.37,0.00,""
"04/18/2015 00:00","DUNWOD",61760,19.44,1.78,0.00,""
"04/18/2015 00:00","GENESE",61753,17.67,0.01,0.00,""
"04/18/2015 00:00","H Q",61844,17.36,-0.30,0.00,""
"04/18/2015 00:00","HUD VL",61758,19.39,1.73,0.00,""
"04/18/2015 00:00","LONGIL",61762,28.43,2.30,-8.46,""
"04/18/2015 00:00","MHK VL",61756,18.02,0.36,0.00,""
"04/18/2015 00:00","MILLWD",61759,19.41,1.75,0.00,""
"04/18/2015 00:00","N.Y.C.",61761,19.55,1.88,0.00,""
"04/18/2015 00:00","NORTH",61755,17.18,-0.48,0.00,""
"04/18/2015 00:00","NPX",61845,18.83,1.17,0.00,""
"04/18/2015 00:00","O H",61846,17.64,-0.02,0.00,""
"04/18/2015 00:00","PJM",61847,18.80,1.14,0.00,""
"04/18/2015 00:00","WEST",61752,17.86,0.20,0.00,""
"04/18/2015 01:00","CAPITL",61757,6.87,0.30,0.00,""
"04/18/2015 01:00","CENTRL",61754,6.67,0.09,0.00,""
"04/18/2015 01:00","DUNWOD",61760,7.14,0.57,0.00,""
"04/18/2015 01:00","GENESE",61753,6.53,-0.04,0.00,""
"04/18/2015 01:00","H Q",61844,6.49,-0.08,0.00,""
"04/18/2015 01:00","HUD VL",61758,7.13,0.56,0.00,""
"04/18/2015 01:00","LONGIL",61762,7.21,0.64,0.00,""
"04/18/2015 01:00","MHK VL",61756,6.68,0.11,0.00,""
"04/18/2015 01:00","MILLWD",61759,7.13,0.56,0.00,""
"04/18/2015 01:00","N.Y.C.",61761,7.19,0.62,0.00,""
"04/18/2015 01:00","NORTH",61755,6.39,-0.18,0.00,""
"04/18/2015 01:00","NPX",61845,6.95,0.39,0.00,""
"04/18/2015 01:00","O H",61846,6.51,-0.06,0.00,""
"04/18/2015 01:00","PJM",61847,6.93,0.36,0.00,""
"04/18/2015 01:00","WEST",61752,6.58,0.01,0.00,""
"04/18/2015 02:00","CAPITL",61757,16.09,0.62,0.00,""
"04/18/2015 02:00","CENTRL",61754,15.75,0.28,0.00,""
"04/18/2015 02:00","DUNWOD",61760,16.81,1.34,0.00,""
"04/18/2015 02:00","GENESE",61753,15.39,-0.07,0.00,""
"04/18/2015 02:00","H Q",61844,15.30,-0.17,0.00,""
"04/18/2015 02:00","HUD VL",61758,16.77,1.30,0.00,""
"04/18/2015 02:00","LONGIL",61762,18.90,1.71,-1.72,""
"04/18/2015 02:00","MHK VL",61756,15.75,0.28,0.00,""
"04/18/2015 02:00","MILLWD",61759,16.78,1.31,0.00,""
"04/18/2015 02:00","N.Y.C.",61761,16.91,1.44,0.00,""
"04/18/2015 02:00","NORTH",61755,15.08,-0.39,0.00,""
"04/18/2015 02:00","NPX",61845,16.30,0.83,0.00,""
"04/18/2015 02:00","O H",61846,15.41,-0.05,0.00,""
"04/18/2015 02:00","PJM",61847,16.35,0.88,0.00,""
"04/18/2015 02:00","WEST",61752,15.59,0.12,0.00,""
"04/18/2015 03:00","CAPITL",61757,18.43,0.72,0.00,""
"04/18/2015 03:00","CENTRL",61754,18.04,0.33,0.00,""
"04/18/2015 03:00","DUNWOD",61760,19.17,1.46,0.00,""
"04/18/2015 03:00","GENESE",61753,17.63,-0.08,0.00,""
"04/18/2015 03:00","H Q",61844,17.51,-0.20,0.00,""
"04/18/2015 03:00","HUD VL",61758,19.14,1.43,0.00,""
"04/18/2015 03:00","LONGIL",61762,19.52,1.81,0.00,""
"04/18/2015 03:00","MHK VL",61756,18.03,0.32,0.00,""
"04/18/2015 03:00","MILLWD",61759,19.14,1.43,0.00,""
"04/18/2015 03:00","N.Y.C.",61761,19.26,1.56,0.00,""
"04/18/2015 03:00","NORTH",61755,17.24,-0.47,0.00,""
"04/18/2015 03:00","NPX",61845,18.68,0.97,0.00,""
"04/18/2015 03:00","O H",61846,17.68,-0.03,0.00,""
"04/18/2015 03:00","PJM",61847,18.68,0.98,0.00,""
"04/18/2015 03:00","WEST",61752,17.87,0.17,0.00,""
"04/18/2015 04:00","CAPITL",61757,21.79,0.83,0.00,""
"04/18/2015 04:00","CENTRL",61754,21.36,0.40,0.00,""
"04/18/2015 04:00","DUNWOD",61760,22.58,1.62,0.00,""
"04/18/2015 04:00","GENESE",61753,20.91,-0.05,0.00,""
"04/18/2015 04:00","H Q",61844,20.74,-0.21,0.00,""
"04/18/2015 04:00","HUD VL",61758,22.57,1.61,0.00,""
"04/18/2015 04:00","LONGIL",61762,23.05,2.09,0.00,""
"04/18/2015 04:00","MHK VL",61756,21.34,0.38,0.00,""
"04/18/2015 04:00","MILLWD",61759,22.56,1.59,0.00,""
"04/18/2015 04:00","N.Y.C.",61761,22.69,1.73,0.00,""
"04/18/2015 04:00","NORTH",61755,20.45,-0.51,0.00,""
"04/18/2015 04:00","NPX",61845,22.05,1.09,0.00,""
"04/18/2015 04:00","O H",61846,20.99,0.03,0.00,""
"04/18/2015 04:00","PJM",61847,22.09,1.13,0.00,""
"04/18/2015 04:00","WEST",61752,21.22,0.26,0.00,""
"04/18/2015 05:00","CAPITL",61757,22.46,0.85,0.00,""
"04/18/2015 05:00","CENTRL",61754,22.00,0.39,0.00,""
"04/18/2015 05:00","DUNWOD",61760,23.25,1.64,0.00,""
"04/18/2015 05:00","GENESE",61753,21.61,0.00,0.00,""
"04/18/2015 05:00","H Q",61844,21.40,-0.20,0.00,""
"04/18/2015 05:00","HUD VL",61758,23.24,1.63,0.00,""
"04/18/2015 05:00","LONGIL",61762,23.80,2.19,0.00,""
"04/18/2015 05:00","MHK VL",61756,22.02,0.41,0.00,""
"04/18/2015 05:00","MILLWD",61759,23.23,1.62,0.00,""
"04/18/2015 05:00","N.Y.C.",61761,23.35,1.74,0.00,""
"04/18/2015 05:00","NORTH",61755,21.12,-0.48,0.00,""
"04/18/2015 05:00","NPX",61845,22.70,1.09,0.00,""
"04/18/2015 05:00","O H",61846,21.59,-0.01,0.00,""
"04/18/2015 05:00","PJM",61847,22.70,1.09,0.00,""
"04/18/2015 05:00","WEST",61752,21.85,0.24,0.00,""
"04/18/2015 06:00","CAPITL",61757,16.59,0.72,0.00,""
"04/18/2015 06:00","CENTRL",61754,16.11,0.23,0.00,""
"04/18/2015 06:00","DUNWOD",61760,17.22,1.35,0.00,""
"04/18/2015 06:00","GENESE",61753,15.74,-0.14,0.00,""
"04/18/2015 06:00","H Q",61844,15.71,-0.17,0.00,""
"04/18/2015 06:00","HUD VL",61758,17.19,1.32,0.00,""
"04/18/2015 06:00","LONGIL",61762,17.63,1.75,0.00,""
"04/18/2015 06:00","MHK VL",61756,16.20,0.32,0.00,""
"04/18/2015 06:00","MILLWD",61759,17.20,1.33,0.00,""
"04/18/2015 06:00","N.Y.C.",61761,17.31,1.43,0.00,""
"04/18/2015 06:00","NORTH",61755,15.52,-0.36,0.00,""
"04/18/2015 06:00","NPX",61845,16.76,0.89,0.00,""
"04/18/2015 06:00","O H",61846,15.60,-0.28,0.00,""
"04/18/2015 06:00","PJM",61847,16.67,0.80,0.00,""
"04/18/2015 06:00","WEST",61752,15.76,-0.12,0.00,""
"04/18/2015 07:00","CAPITL",61757,17.57,0.81,0.00,""
"04/18/2015 07:00","CENTRL",61754,16.99,0.23,0.00,""
"04/18/2015 07:00","DUNWOD",61760,18.24,1.49,0.00,""
"04/18/2015 07:00","GENESE",61753,16.56,-0.19,0.00,""
"04/18/2015 07:00","H Q",61844,16.56,-0.19,0.00,""
"04/18/2015 07:00","HUD VL",61758,18.22,1.47,0.00,""
"04/18/2015 07:00","LONGIL",61762,18.66,1.90,0.00,""
"04/18/2015 07:00","MHK VL",61756,17.17,0.41,0.00,""
"04/18/2015 07:00","MILLWD",61759,18.24,1.48,0.00,""
