"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"12/10/2019 00:00","CAPITL",61757,18.29,0.01,-18.11
"12/10/2019 00:00","CENTRL",61754,2.36,0.01,-2.19
"12/10/2019 00:00","DUNWOD",61760,13.24,0.02,-13.05
"12/10/2019 00:00","GENESE",61753,1.76,0.00,-1.59
"12/10/2019 00:00","H Q",61844,0.16,-0.01,0.00
"12/10/2019 00:00","HUD VL",61758,12.96,0.02,-12.78
"12/10/2019 00:00","LONGIL",61762,13.25,0.03,-13.06
"12/10/2019 00:00","MHK VL",61756,2.40,0.00,-2.24
"12/10/2019 00:00","MILLWD",61759,13.56,0.02,-13.38
"12/10/2019 00:00","N.Y.C.",61761,13.23,0.02,-13.05
"12/10/2019 00:00","NORTH",61755,0.15,-0.01,0.00
"12/10/2019 00:00","NPX",61845,15.72,0.01,-15.55
"12/10/2019 00:00","O H",61846,2.23,0.00,-2.06
"12/10/2019 00:00","PJM",61847,7.97,0.01,-7.79
"12/10/2019 00:00","WEST",61752,2.21,0.01,-2.04
"12/10/2019 01:00","CAPITL",61757,20.14,-0.08,-21.54
"12/10/2019 01:00","CENTRL",61754,1.25,-0.02,-2.60
"12/10/2019 01:00","DUNWOD",61760,14.09,-0.11,-15.52
"12/10/2019 01:00","GENESE",61753,0.57,0.00,-1.89
"12/10/2019 01:00","H Q",61844,-1.29,0.03,0.00
"12/10/2019 01:00","HUD VL",61758,13.78,-0.09,-15.20
"12/10/2019 01:00","LONGIL",61762,14.05,-0.15,-15.52
"12/10/2019 01:00","MHK VL",61756,1.34,-0.03,-2.68
"12/10/2019 01:00","MILLWD",61759,14.47,-0.11,-15.90
"12/10/2019 01:00","N.Y.C.",61761,14.08,-0.11,-15.51
"12/10/2019 01:00","NORTH",61755,-1.28,0.05,0.00
"12/10/2019 01:00","NPX",61845,17.08,-0.09,-18.49
"12/10/2019 01:00","O H",61846,1.16,0.03,-2.46
"12/10/2019 01:00","PJM",61847,7.89,-0.05,-9.26
"12/10/2019 01:00","WEST",61752,1.11,0.01,-2.42
"12/10/2019 02:00","CAPITL",61757,14.61,-0.04,-15.28
"12/10/2019 02:00","CENTRL",61754,1.19,-0.01,-1.84
"12/10/2019 02:00","DUNWOD",61760,10.32,-0.05,-11.01
"12/10/2019 02:00","GENESE",61753,0.71,0.00,-1.34
"12/10/2019 02:00","H Q",61844,-0.62,0.02,0.00
"12/10/2019 02:00","HUD VL",61758,10.10,-0.04,-10.78
"12/10/2019 02:00","LONGIL",61762,10.30,-0.07,-11.01
"12/10/2019 02:00","MHK VL",61756,1.27,-0.01,-1.92
"12/10/2019 02:00","MILLWD",61759,10.59,-0.05,-11.28
"12/10/2019 02:00","N.Y.C.",61761,10.31,-0.05,-11.00
"12/10/2019 02:00","NORTH",61755,-0.61,0.03,0.00
"12/10/2019 02:00","NPX",61845,12.43,-0.04,-13.11
"12/10/2019 02:00","O H",61846,1.12,0.01,-1.74
"12/10/2019 02:00","PJM",61847,5.91,-0.02,-6.57
"12/10/2019 02:00","WEST",61752,1.09,0.01,-1.72
"12/10/2019 03:00","CAPITL",61757,12.44,-0.02,-12.82
"12/10/2019 03:00","CENTRL",61754,1.18,-0.01,-1.54
"12/10/2019 03:00","DUNWOD",61760,8.85,-0.03,-9.24
"12/10/2019 03:00","GENESE",61753,0.77,0.00,-1.13
"12/10/2019 03:00","H Q",61844,-0.35,0.01,0.00
"12/10/2019 03:00","HUD VL",61758,8.67,-0.02,-9.05
"12/10/2019 03:00","LONGIL",61762,8.84,-0.04,-9.24
"12/10/2019 03:00","MHK VL",61756,1.24,-0.01,-1.61
"12/10/2019 03:00","MILLWD",61759,9.07,-0.03,-9.46
"12/10/2019 03:00","N.Y.C.",61761,8.85,-0.03,-9.24
"12/10/2019 03:00","NORTH",61755,-0.35,0.01,0.00
"12/10/2019 03:00","NPX",61845,10.62,-0.02,-11.00
"12/10/2019 03:00","O H",61846,1.11,0.01,-1.46
"12/10/2019 03:00","PJM",61847,5.14,-0.01,-5.51
"12/10/2019 03:00","WEST",61752,1.09,0.00,-1.44
"12/10/2019 04:00","CAPITL",61757,16.25,0.02,-15.79
"12/10/2019 04:00","CENTRL",61754,2.36,0.01,-1.91
"12/10/2019 04:00","DUNWOD",61760,11.85,0.04,-11.37
"12/10/2019 04:00","GENESE",61753,1.84,0.01,-1.39
"12/10/2019 04:00","H Q",61844,0.43,-0.01,0.00
"12/10/2019 04:00","HUD VL",61758,11.62,0.03,-11.15
"12/10/2019 04:00","LONGIL",61762,11.87,0.05,-11.37
"12/10/2019 04:00","MHK VL",61756,2.43,0.01,-1.98
"12/10/2019 04:00","MILLWD",61759,12.12,0.03,-11.64
"12/10/2019 04:00","N.Y.C.",61761,11.85,0.04,-11.37
"12/10/2019 04:00","NORTH",61755,0.42,-0.02,0.00
"12/10/2019 04:00","NPX",61845,14.01,0.03,-13.55
"12/10/2019 04:00","O H",61846,2.26,0.02,-1.80
"12/10/2019 04:00","PJM",61847,7.25,0.03,-6.79
"12/10/2019 04:00","WEST",61752,2.24,0.03,-1.78
"12/10/2019 05:00","CAPITL",61757,7.22,0.09,-5.57
"12/10/2019 05:00","CENTRL",61754,2.27,0.04,-0.67
"12/10/2019 05:00","DUNWOD",61760,5.69,0.12,-4.01
"12/10/2019 05:00","GENESE",61753,2.06,0.02,-0.49
"12/10/2019 05:00","H Q",61844,1.41,-0.04,0.10
"12/10/2019 05:00","HUD VL",61758,5.60,0.11,-3.93
"12/10/2019 05:00","LONGIL",61762,5.75,0.18,-4.02
"12/10/2019 05:00","MHK VL",61756,2.28,0.03,-0.69
"12/10/2019 05:00","MILLWD",61759,5.79,0.12,-4.11
"12/10/2019 05:00","N.Y.C.",61761,5.70,0.13,-4.01
"12/10/2019 05:00","NORTH",61755,1.49,-0.06,0.00
"12/10/2019 05:00","NPX",61845,6.24,0.10,-4.58
"12/10/2019 05:00","O H",61846,2.19,0.00,-0.63
"12/10/2019 05:00","PJM",61847,3.92,0.08,-2.29
"12/10/2019 05:00","WEST",61752,2.21,0.03,-0.63
"12/10/2019 06:00","CAPITL",61757,16.78,0.81,-3.68
"12/10/2019 06:00","CENTRL",61754,13.03,0.29,-0.45
"12/10/2019 06:00","DUNWOD",61760,16.07,1.12,-2.65
"12/10/2019 06:00","GENESE",61753,12.61,-0.01,-0.32
"12/10/2019 06:00","H Q",61844,11.94,-0.36,0.00
"12/10/2019 06:00","HUD VL",61758,15.90,1.00,-2.60
"12/10/2019 06:00","LONGIL",61762,17.90,1.59,-4.01
"12/10/2019 06:00","MHK VL",61756,13.06,0.31,-0.46
"12/10/2019 06:00","MILLWD",61759,16.15,1.13,-2.72
"12/10/2019 06:00","N.Y.C.",61761,16.16,1.21,-2.65
"12/10/2019 06:00","NORTH",61755,11.71,-0.59,0.00
"12/10/2019 06:00","NPX",61845,17.01,0.90,-3.81
"12/10/2019 06:00","O H",61846,12.36,-0.36,-0.42
"12/10/2019 06:00","PJM",61847,14.43,0.55,-1.58
"12/10/2019 06:00","WEST",61752,12.54,-0.17,-0.42
"12/10/2019 07:00","CAPITL",61757,37.61,2.30,0.00
"12/10/2019 07:00","CENTRL",61754,36.20,0.90,0.00
"12/10/2019 07:00","DUNWOD",61760,38.56,3.26,0.00
"12/10/2019 07:00","GENESE",61753,35.14,0.19,0.35
"12/10/2019 07:00","H Q",61844,31.65,-1.01,2.65
"12/10/2019 07:00","HUD VL",61758,38.21,2.90,0.00
"12/10/2019 07:00","LONGIL",61762,47.97,4.51,-8.16
"12/10/2019 07:00","MHK VL",61756,36.30,0.99,0.00
"12/10/2019 07:00","MILLWD",61759,38.61,3.30,0.00
"12/10/2019 07:00","N.Y.C.",61761,38.81,3.50,0.00
