"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)","Scarcity In Effect (Y/N)"
"06/22/2015 00:00","CAPITL",61757,12.51,0.75,0.00,""
"06/22/2015 00:00","CENTRL",61754,11.86,0.10,0.00,""
"06/22/2015 00:00","DUNWOD",61760,13.06,1.30,0.00,""
"06/22/2015 00:00","GENESE",61753,11.40,-0.36,0.00,""
"06/22/2015 00:00","H Q",61844,11.43,-0.33,0.00,""
"06/22/2015 00:00","HUD VL",61758,13.00,1.24,0.00,""
"06/22/2015 00:00","LONGIL",61762,13.18,1.42,0.00,""
"06/22/2015 00:00","MHK VL",61756,11.99,0.23,0.00,""
"06/22/2015 00:00","MILLWD",61759,13.06,1.30,0.00,""
"06/22/2015 00:00","N.Y.C.",61761,15.84,1.42,-2.66,""
"06/22/2015 00:00","NORTH",61755,11.40,-0.36,0.00,""
"06/22/2015 00:00","NPX",61845,12.73,0.97,0.00,""
"06/22/2015 00:00","O H",61846,11.10,-0.66,0.00,""
"06/22/2015 00:00","PJM",61847,12.37,0.60,0.00,""
"06/22/2015 00:00","WEST",61752,11.19,-0.57,0.00,""
"06/22/2015 01:00","CAPITL",61757,10.66,0.56,0.00,""
"06/22/2015 01:00","CENTRL",61754,10.43,0.07,-0.26,""
"06/22/2015 01:00","DUNWOD",61760,11.09,0.99,0.00,""
"06/22/2015 01:00","GENESE",61753,9.54,-0.34,0.22,""
"06/22/2015 01:00","H Q",61844,9.88,-0.23,0.00,""
"06/22/2015 01:00","HUD VL",61758,11.05,0.94,0.00,""
"06/22/2015 01:00","LONGIL",61762,11.19,1.09,0.00,""
"06/22/2015 01:00","MHK VL",61756,10.28,0.17,0.00,""
"06/22/2015 01:00","MILLWD",61759,11.09,0.98,0.00,""
"06/22/2015 01:00","N.Y.C.",61761,11.67,1.08,-0.49,""
"06/22/2015 01:00","NORTH",61755,9.83,-0.28,0.00,""
"06/22/2015 01:00","NPX",61845,10.83,0.73,0.00,""
"06/22/2015 01:00","O H",61846,8.81,-0.58,0.72,""
"06/22/2015 01:00","PJM",61847,11.12,0.45,-0.57,""
"06/22/2015 01:00","WEST",61752,12.35,-0.51,-2.75,""
"06/22/2015 02:00","CAPITL",61757,14.89,0.83,0.00,""
"06/22/2015 02:00","CENTRL",61754,14.28,0.07,-0.15,""
"06/22/2015 02:00","DUNWOD",61760,15.39,1.33,0.00,""
"06/22/2015 02:00","GENESE",61753,13.40,-0.53,0.12,""
"06/22/2015 02:00","H Q",61844,13.75,-0.31,0.00,""
"06/22/2015 02:00","HUD VL",61758,15.34,1.28,0.00,""
"06/22/2015 02:00","LONGIL",61762,15.58,1.52,0.00,""
"06/22/2015 02:00","MHK VL",61756,14.27,0.21,0.00,""
"06/22/2015 02:00","MILLWD",61759,15.39,1.33,0.00,""
"06/22/2015 02:00","N.Y.C.",61761,15.51,1.45,0.00,""
"06/22/2015 02:00","NORTH",61755,13.66,-0.40,0.00,""
"06/22/2015 02:00","NPX",61845,15.13,1.07,0.00,""
"06/22/2015 02:00","O H",61846,12.81,-0.84,0.42,""
"06/22/2015 02:00","PJM",61847,14.98,0.59,-0.33,""
"06/22/2015 02:00","WEST",61752,14.88,-0.76,-1.58,""
"06/22/2015 03:00","CAPITL",61757,13.86,0.70,0.00,""
"06/22/2015 03:00","CENTRL",61754,13.49,0.11,-0.22,""
"06/22/2015 03:00","DUNWOD",61760,14.29,1.13,0.00,""
"06/22/2015 03:00","GENESE",61753,12.54,-0.43,0.19,""
"06/22/2015 03:00","H Q",61844,12.90,-0.26,0.00,""
"06/22/2015 03:00","HUD VL",61758,14.25,1.09,0.00,""
"06/22/2015 03:00","LONGIL",61762,14.43,1.27,0.00,""
"06/22/2015 03:00","MHK VL",61756,13.36,0.20,0.00,""
"06/22/2015 03:00","MILLWD",61759,14.29,1.13,0.00,""
"06/22/2015 03:00","N.Y.C.",61761,14.40,1.24,0.00,""
"06/22/2015 03:00","NORTH",61755,12.80,-0.36,0.00,""
"06/22/2015 03:00","NPX",61845,14.06,0.90,0.00,""
"06/22/2015 03:00","O H",61846,11.86,-0.67,0.63,""
"06/22/2015 03:00","PJM",61847,14.20,0.53,-0.50,""
"06/22/2015 03:00","WEST",61752,14.96,-0.59,-2.39,""
"06/22/2015 04:00","CAPITL",61757,8.67,0.44,0.00,""
"06/22/2015 04:00","CENTRL",61754,8.28,0.04,0.00,""
"06/22/2015 04:00","DUNWOD",61760,8.96,0.73,0.00,""
"06/22/2015 04:00","GENESE",61753,7.95,-0.29,0.00,""
"06/22/2015 04:00","H Q",61844,8.08,-0.16,0.00,""
"06/22/2015 04:00","HUD VL",61758,8.93,0.70,0.00,""
"06/22/2015 04:00","LONGIL",61762,9.06,0.83,0.00,""
"06/22/2015 04:00","MHK VL",61756,8.36,0.12,0.00,""
"06/22/2015 04:00","MILLWD",61759,8.96,0.72,0.00,""
"06/22/2015 04:00","N.Y.C.",61761,9.03,0.79,0.00,""
"06/22/2015 04:00","NORTH",61755,8.02,-0.22,0.00,""
"06/22/2015 04:00","NPX",61845,8.80,0.57,0.00,""
"06/22/2015 04:00","O H",61846,7.77,-0.47,0.00,""
"06/22/2015 04:00","PJM",61847,8.55,0.32,0.00,""
"06/22/2015 04:00","WEST",61752,7.82,-0.42,0.00,""
"06/22/2015 05:00","CAPITL",61757,4.69,0.25,0.00,""
"06/22/2015 05:00","CENTRL",61754,4.49,0.05,0.00,""
"06/22/2015 05:00","DUNWOD",61760,4.85,0.42,0.00,""
"06/22/2015 05:00","GENESE",61753,4.34,-0.10,0.00,""
"06/22/2015 05:00","H Q",61844,4.33,-0.11,0.00,""
