"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"03/19/2017 00:00","CAPITL",61757,30.03,1.58,-5.52
"03/19/2017 00:00","CENTRL",61754,24.23,0.41,-0.89
"03/19/2017 00:00","DUNWOD",61760,29.84,2.36,-4.53
"03/19/2017 00:00","GENESE",61753,23.48,-0.14,-0.68
"03/19/2017 00:00","H Q",61844,22.28,-0.66,0.00
"03/19/2017 00:00","HUD VL",61758,29.62,2.26,-4.42
"03/19/2017 00:00","LONGIL",61762,30.54,3.07,-4.54
"03/19/2017 00:00","MHK VL",61756,24.72,0.76,-1.02
"03/19/2017 00:00","MILLWD",61759,29.89,2.40,-4.55
"03/19/2017 00:00","N.Y.C.",61761,29.94,2.47,-4.54
"03/19/2017 00:00","NORTH",61755,22.14,-0.80,0.00
"03/19/2017 00:00","NPX",61845,29.67,1.74,-5.00
"03/19/2017 00:00","O H",61846,23.28,-0.59,-0.94
"03/19/2017 00:00","PJM",61847,26.37,0.81,-2.63
"03/19/2017 00:00","WEST",61752,23.67,-0.16,-0.90
"03/19/2017 01:00","CAPITL",61757,32.51,1.23,-13.27
"03/19/2017 01:00","CENTRL",61754,20.46,0.31,-2.13
"03/19/2017 01:00","DUNWOD",61760,30.66,1.75,-10.89
"03/19/2017 01:00","GENESE",61753,19.55,-0.10,-1.63
"03/19/2017 01:00","H Q",61844,17.53,-0.49,0.00
"03/19/2017 01:00","HUD VL",61758,30.30,1.68,-10.61
"03/19/2017 01:00","LONGIL",61762,31.16,2.25,-10.89
"03/19/2017 01:00","MHK VL",61756,21.09,0.59,-2.49
"03/19/2017 01:00","MILLWD",61759,30.72,1.78,-10.93
"03/19/2017 01:00","N.Y.C.",61761,30.75,1.84,-10.90
"03/19/2017 01:00","NORTH",61755,17.46,-0.56,0.00
"03/19/2017 01:00","NPX",61845,31.63,1.35,-12.26
"03/19/2017 01:00","O H",61846,19.86,-0.40,-2.25
"03/19/2017 01:00","PJM",61847,24.94,0.61,-6.31
"03/19/2017 01:00","WEST",61752,20.09,-0.08,-2.15
"03/19/2017 02:00","CAPITL",61757,26.83,1.60,-1.98
"03/19/2017 02:00","CENTRL",61754,23.93,0.36,-0.32
"03/19/2017 02:00","DUNWOD",61760,27.06,2.19,-1.63
"03/19/2017 02:00","GENESE",61753,23.30,-0.20,-0.24
"03/19/2017 02:00","H Q",61844,22.65,-0.60,0.00
"03/19/2017 02:00","HUD VL",61758,26.94,2.10,-1.59
"03/19/2017 02:00","LONGIL",61762,27.66,2.78,-1.63
"03/19/2017 02:00","MHK VL",61756,24.37,0.74,-0.38
"03/19/2017 02:00","MILLWD",61759,27.11,2.23,-1.63
"03/19/2017 02:00","N.Y.C.",61761,27.17,2.29,-1.63
"03/19/2017 02:00","NORTH",61755,22.63,-0.62,0.00
"03/19/2017 02:00","NPX",61845,26.93,1.75,-1.94
"03/19/2017 02:00","O H",61846,22.99,-0.60,-0.34
"03/19/2017 02:00","PJM",61847,24.92,0.73,-0.94
"03/19/2017 02:00","WEST",61752,23.38,-0.19,-0.32
"03/19/2017 03:00","CAPITL",61757,27.03,0.96,-11.88
"03/19/2017 03:00","CENTRL",61754,16.30,0.21,-1.91
"03/19/2017 03:00","DUNWOD",61760,25.29,1.34,-9.76
"03/19/2017 03:00","GENESE",61753,15.48,-0.17,-1.47
"03/19/2017 03:00","H Q",61844,13.82,-0.36,0.00
"03/19/2017 03:00","HUD VL",61758,24.99,1.30,-9.51
"03/19/2017 03:00","LONGIL",61762,25.65,1.70,-9.76
"03/19/2017 03:00","MHK VL",61756,16.88,0.44,-2.25
"03/19/2017 03:00","MILLWD",61759,25.35,1.37,-9.79
"03/19/2017 03:00","N.Y.C.",61761,25.37,1.42,-9.76
"03/19/2017 03:00","NORTH",61755,13.83,-0.36,0.00
"03/19/2017 03:00","NPX",61845,26.15,1.07,-10.89
"03/19/2017 03:00","O H",61846,15.78,-0.42,-2.02
"03/19/2017 03:00","PJM",61847,20.28,0.44,-5.66
"03/19/2017 03:00","WEST",61752,15.93,-0.19,-1.93
"03/19/2017 04:00","CAPITL",61757,31.41,0.51,-23.51
"03/19/2017 04:00","CENTRL",61754,11.26,0.11,-3.76
"03/19/2017 04:00","DUNWOD",61760,27.39,0.69,-19.31
"03/19/2017 04:00","GENESE",61753,10.21,-0.08,-2.90
"03/19/2017 04:00","H Q",61844,7.20,-0.19,0.00
"03/19/2017 04:00","HUD VL",61758,26.89,0.67,-18.83
"03/19/2017 04:00","LONGIL",61762,27.58,0.88,-19.31
"03/19/2017 04:00","MHK VL",61756,12.08,0.23,-4.45
"03/19/2017 04:00","MILLWD",61759,27.47,0.71,-19.37
"03/19/2017 04:00","N.Y.C.",61761,27.43,0.73,-19.32
"03/19/2017 04:00","NORTH",61755,7.22,-0.18,0.00
"03/19/2017 04:00","NPX",61845,29.50,0.56,-21.54
"03/19/2017 04:00","O H",61846,11.17,-0.21,-3.99
"03/19/2017 04:00","PJM",61847,18.81,0.23,-11.19
"03/19/2017 04:00","WEST",61752,11.12,-0.09,-3.82
"03/19/2017 05:00","CAPITL",61757,28.52,0.99,-13.17
"03/19/2017 05:00","CENTRL",61754,16.71,0.26,-2.10
"03/19/2017 05:00","DUNWOD",61760,26.56,1.39,-10.82
"03/19/2017 05:00","GENESE",61753,15.87,-0.11,-1.62
"03/19/2017 05:00","H Q",61844,13.96,-0.40,0.00
"03/19/2017 05:00","HUD VL",61758,26.24,1.34,-10.55
"03/19/2017 05:00","LONGIL",61762,26.96,1.79,-10.82
"03/19/2017 05:00","MHK VL",61756,17.33,0.49,-2.49
"03/19/2017 05:00","MILLWD",61759,26.62,1.42,-10.85
"03/19/2017 05:00","N.Y.C.",61761,26.64,1.46,-10.82
"03/19/2017 05:00","NORTH",61755,13.97,-0.38,0.00
"03/19/2017 05:00","NPX",61845,27.53,1.11,-12.07
"03/19/2017 05:00","O H",61846,16.22,-0.36,-2.24
"03/19/2017 05:00","PJM",61847,21.11,0.49,-6.27
"03/19/2017 05:00","WEST",61752,16.37,-0.12,-2.14
"03/19/2017 06:00","CAPITL",61757,33.04,0.08,-31.79
"03/19/2017 06:00","CENTRL",61754,6.26,0.03,-5.07
"03/19/2017 06:00","DUNWOD",61760,27.39,0.12,-26.11
"03/19/2017 06:00","GENESE",61753,5.07,-0.01,-3.92
"03/19/2017 06:00","H Q",61844,1.13,-0.03,0.00
"03/19/2017 06:00","HUD VL",61758,26.73,0.11,-25.46
"03/19/2017 06:00","LONGIL",61762,28.39,0.17,-27.06
"03/19/2017 06:00","MHK VL",61756,7.16,0.04,-5.96
"03/19/2017 06:00","MILLWD",61759,27.48,0.12,-26.20
"03/19/2017 06:00","N.Y.C.",61761,27.41,0.13,-26.12
"03/19/2017 06:00","NORTH",61755,1.12,-0.04,0.00
"03/19/2017 06:00","NPX",61845,30.39,0.09,-29.14
"03/19/2017 06:00","O H",61846,6.53,-0.03,-5.39
"03/19/2017 06:00","PJM",61847,16.35,0.06,-15.13
"03/19/2017 06:00","WEST",61752,6.31,-0.02,-5.16
"03/19/2017 07:00","CAPITL",61757,27.25,1.74,-0.22
"03/19/2017 07:00","CENTRL",61754,25.77,0.45,-0.04
"03/19/2017 07:00","DUNWOD",61760,28.09,2.63,-0.18
"03/19/2017 07:00","GENESE",61753,24.94,-0.37,-0.03
"03/19/2017 07:00","H Q",61844,24.60,-0.69,0.00
"03/19/2017 07:00","HUD VL",61758,27.97,2.51,-0.18
"03/19/2017 07:00","LONGIL",61762,41.56,3.47,-12.81
"03/19/2017 07:00","MHK VL",61756,26.24,0.92,-0.04
"03/19/2017 07:00","MILLWD",61759,28.15,2.68,-0.18
"03/19/2017 07:00","N.Y.C.",61761,28.24,2.78,-0.18
"03/19/2017 07:00","NORTH",61755,24.74,-0.54,0.00
"03/19/2017 07:00","NPX",61845,27.59,1.98,-0.33
"03/19/2017 07:00","O H",61846,24.37,-0.95,-0.04
"03/19/2017 07:00","PJM",61847,26.29,0.90,-0.11
"03/19/2017 07:00","WEST",61752,24.73,-0.59,-0.04
"03/19/2017 08:00","CAPITL",61757,59.60,0.02,-59.10
"03/19/2017 08:00","CENTRL",61754,9.94,-0.01,-9.47
"03/19/2017 08:00","DUNWOD",61760,49.06,0.07,-48.51
"03/19/2017 08:00","GENESE",61753,7.72,-0.05,-7.29
"03/19/2017 08:00","H Q",61844,0.48,0.00,0.00
"03/19/2017 08:00","HUD VL",61758,47.83,0.05,-47.30
"03/19/2017 08:00","LONGIL",61762,49.10,0.09,-48.53
"03/19/2017 08:00","MHK VL",61756,11.48,0.01,-10.99
"03/19/2017 08:00","MILLWD",61759,49.25,0.06,-48.71
"03/19/2017 08:00","N.Y.C.",61761,49.09,0.07,-48.53
"03/19/2017 08:00","NORTH",61755,0.49,0.01,0.00
"03/19/2017 08:00","NPX",61845,53.91,0.03,-53.40
